Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,FABP1_C00_neg m/z,FABP1_C00_neg RT mean,FABP1_C00_neg Normalized Area,FABP1_C05_neg m/z,FABP1_C05_neg RT mean,FABP1_C05_neg Normalized Area,FABP1_C06_neg m/z,FABP1_C06_neg RT mean,FABP1_C06_neg Normalized Area,FABP1_C07_neg m/z,FABP1_C07_neg RT mean,FABP1_C07_neg Normalized Area,FABP1_C11_neg m/z,FABP1_C11_neg RT mean,FABP1_C11_neg Normalized Area,FABP1_C12_neg m/z,FABP1_C12_neg RT mean,FABP1_C12_neg Normalized Area,FABP1_C08_neg m/z,FABP1_C08_neg RT mean,FABP1_C08_neg Normalized Area,FABP1_C09_neg m/z,FABP1_C09_neg RT mean,FABP1_C09_neg Normalized Area,FABP1_C10_neg m/z,FABP1_C10_neg RT mean,FABP1_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.06,6.70,471.3798,2.62 - 2.90,1,2.2E3,471.3798,2.76,2.85E3,-,-,0,-,-,0,-,-,0,-,-,0,471.3804,2.76,1.38E3,-,-,0,-,-,0,471.3793,2.82,1.52E4,1.00:0:0:0:0:0.48:0:0:5.32,7.05E2,5.06E3,1.00:7.18,2.78,,
,0.06,6.14,656.8140,17.95 - 18.93,1,141.6,-,-,0,-,-,0,-,-,0,656.8142,18.87,3.33E2,-,-,0,-,-,0,656.8137,18.06,2.87E2,656.8177,17.98,2.5E2,656.8102,18.19,4.05E2,0:0:0:1.00:0:0:0.86:0.75:1.22,5.55E1,3.14E2,1.00:5.65,18.27,,
,0.06,8.79,513.9583,1.82 - 2.67,1,674.3,513.9582,1.95,5.27E3,-,-,0,-,-,0,513.9584,1.86,8.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.15:0:0:0:0:0,1.01E3,0,1.00:0,1.91,,
,0.06,3.40,844.8028,14.58 - 16.28,1,643.8,-,-,0,-,-,0,-,-,0,844.8007,15.64,1.11E3,844.8021,15.25,3.09E3,-,-,0,844.8050,16.23,3.71E2,844.8035,14.84,1.23E3,-,-,0,0:0:0:0.36:1.00:0:0.12:0.40:0,7E2,5.32E2,1.00:0.76,15.49,,
,0.06,3.28,380.8638,5.52 - 16.28,1,1.8E5,-,-,0,-,-,0,380.8630,10.52,3.49E5,-,-,0,380.8640,11.12,3.12E5,380.8635,11.20,3.37E5,-,-,0,380.8640,11.16,2.75E5,380.8644,11.28,3.27E5,0:0:1.12:0:1.00:1.08:0:0.88:1.05,1.66E5,2.01E5,1.00:1.21,11.06,,
,0.06,3.27,578.7965,8.13 - 9.76,1,111.6,-,-,0,578.7939,9.69,4.52E2,-,-,0,-,-,0,578.7993,9.06,1.75E2,-,-,0,578.7964,8.96,2.55E2,-,-,0,578.7963,8.15,1.21E2,0:2.58:0:0:1.00:0:1.46:0:0.69,1.05E2,1.26E2,1.00:1.20,8.96,,
,0.06,4.14,487.3049,3.94 - 15.68,1,5.2E5,487.3050,9.22,7.85E5,487.3046,10.68,6.97E5,487.3053,9.12,1.28E6,-,-,0,487.3053,8.94,9.96E5,-,-,0,487.3041,9.15,9.1E5,-,-,0,-,-,0,0.79:0.70:1.28:0:1.00:0:0.91:0:0,6.26E5,3.03E5,1.00:0.48,9.42,,
,0.06,3.76,654.8014,10.36 - 12.46,1,417.3,654.7950,11.40,1.14E3,654.8029,12.23,9.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,654.8023,10.46,5.25E2,654.8055,10.80,1.17E3,1.00:0.81:0:0:0:0:0:0.46:1.02,3.44E2,5.64E2,1.00:1.64,11.22,,
,0.06,8.83,410.8654,4.15 - 4.52,3,230.5,-,-,0,410.8654,4.32,2.07E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.46E2,0,1.00:0,4.32,,
,0.06,8.83,457.0980,1.01 - 1.31,1,483,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,457.0980,1.23,4.35E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.45E3,0:1.00,1.23,,
,0.06,8.88,469.8392,1.42 - 1.79,1,119.9,469.8390,1.46,4.49E2,-,-,0,469.8399,1.70,4.1E2,-,-,0,469.8388,1.51,2.2E2,-,-,0,-,-,0,-,-,0,-,-,0,2.04:0:1.86:0:1.00:0:0:0:0,1.8E2,0,1.00:0,1.56,,
,0.06,4.30,263.8896,13.13 - 13.28,1,35.5,-,-,0,-,-,0,-,-,0,263.8893,13.14,1.77E2,263.8897,13.15,8.43E1,-,-,0,-,-,0,-,-,0,263.8899,13.22,5.82E1,0:0:0:2.10:1.00:0:0:0:0.69,4.35E1,1.94E1,1.00:0.45,13.17,,
,0.06,8.88,430.7903,7.48 - 13.53,1,2E3,-,-,0,-,-,0,-,-,0,430.7900,7.95,2.97E3,430.7905,7.58,1.09E3,430.7899,8.53,1.36E4,430.7907,7.77,4.62E2,-,-,0,-,-,0,0:0:0:2.74:1.00:12.48:0.43:0:0,2.94E3,1.54E2,1.00:0.05,7.96,,
,0.06,4.82,665.7745,10.29 - 12.18,1,89.9,665.7717,11.02,2.18E2,-,-,0,665.7720,11.22,1.08E2,-,-,0,-,-,0,-,-,0,665.7819,12.17,1.87E2,-,-,0,665.7723,10.33,2.96E2,1.00:0:0.50:0:0:0:0.86:0:1.36,5.44E1,1.61E2,1.00:2.96,11.18,,
,0.06,8.83,810.5793,14.21 - 14.38,1,362.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,810.5793,14.31,3.26E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.09E3,0:1.00,14.31,,
,0.06,8.83,576.1594,2.57 - 2.84,1,405.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,576.1594,2.76,3.65E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.08E2,0,1.00:0,2.76,,
,0.06,3.33,703.7469,12.44 - 14.59,1,95.5,-,-,0,703.7463,14.11,2.04E2,-,-,0,703.7513,12.48,2.26E2,-,-,0,703.7446,13.89,1.84E2,703.7452,14.53,2.46E2,-,-,0,-,-,0,0:1.00:0:1.10:0:0.90:1.20:0:0,1.02E2,8.2E1,1.00:0.80,13.75,,
,0.06,8.83,441.7865,6.06 - 8.99,3,147.7,441.7863,6.17,6E2,-,-,0,-,-,0,-,-,0,441.7869,6.70,3.05E2,441.7865,6.62,4.25E2,-,-,0,-,-,0,-,-,0,1.96:0:0:0:1.00:1.39:0:0:0,2.22E2,0,1.00:0,6.49,,
,0.06,8.83,1281.7368,20.16 - 20.22,1,312.6,-,-,0,-,-,0,-,-,0,1281.7271,20.21,1.22E3,1281.7466,20.20,1.59E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0.77:1.00:0:0:0:0,4.69E2,0,1.00:0,20.20,,
,0.06,8.83,312.8643,9.76 - 9.86,3,20.4,-,-,0,312.8643,9.82,1.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.05E1,0,1.00:0,9.82,,
,0.06,8.83,1212.7472,20.16 - 20.23,1,291.2,-,-,0,-,-,0,-,-,0,1212.7483,20.19,1.9E3,-,-,0,1212.7461,20.17,7.22E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.38:0:0:0,4.37E2,0,1.00:0,20.18,,
,0.06,8.83,573.9253,1.93 - 2.56,1,496.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,573.9253,2.27,4.47E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.45E2,0,1.00:0,2.27,,
,0.06,8.83,411.1203,2.92 - 3.69,1,3E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,411.1203,3.51,2.7E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,9.01E3,0:1.00,3.51,,
,0.06,4.16,680.3157,18.89 - 19.40,2,165.3,680.3131,18.98,2.32E2,-,-,0,-,-,0,-,-,0,680.3157,18.99,4.98E2,-,-,0,680.3188,19.15,4.12E2,680.3151,19.38,3.46E2,-,-,0,0.47:0:0:0:1.00:0:0.83:0.70:0,1.22E2,2.53E2,1.00:2.08,19.12,,
,0.06,3.29,826.7444,13.23 - 13.88,1,86.7,-,-,0,-,-,0,826.7384,13.82,2.44E2,-,-,0,826.7480,13.26,2.41E2,-,-,0,826.7489,13.64,1.81E2,826.7423,13.34,1.14E2,-,-,0,0:0:1.01:0:1.00:0:0.75:0.47:0,8.09E1,9.84E1,1.00:1.22,13.52,,
,0.06,3.20,711.8396,14.74 - 16.08,1,315.9,-,-,0,-,-,0,711.8368,15.00,1.59E3,-,-,0,711.8411,16.07,3.84E2,-,-,0,-,-,0,711.8384,15.41,2.18E2,711.8422,14.88,6.46E2,0:0:4.16:0:1.00:0:0:0.57:1.68,3.3E2,2.88E2,1.00:0.87,15.34,,
,0.06,8.88,991.4379,6.58 - 6.73,1,59.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,991.4379,6.65,5.35E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.78E2,0:1.00,6.65,,
,0.06,8.88,720.1479,3.93 - 4.13,1,178.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,720.1479,4.14,1.61E3,0:0:0:0:0:0:0:0:1.00,0,5.36E2,0:1.00,4.14,,
,0.06,5.17,718.8167,19.76 - 20.16,2,181.3,-,-,0,-,-,0,-,-,0,718.8148,19.77,3.05E2,-,-,0,718.8197,19.84,2.85E2,-,-,0,-,-,0,718.8157,19.99,1.04E3,0:0:0:1.00:0:0.93:0:0:3.41,9.84E1,3.47E2,1.00:3.53,19.87,,
,0.06,8.88,646.7886,11.34 - 13.07,1,264,646.7947,11.36,2.18E2,646.7873,12.56,1.1E3,646.7870,11.50,7.26E2,646.7852,12.34,3.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:5.02:3.32:1.53:0:0:0:0:0,3.96E2,0,1.00:0,11.94,,
,0.06,8.88,514.3745,1.78 - 2.11,1,350.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,514.3745,2.01,3.16E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.26E2,0,1.00:0,2.01,,
,0.06,3.61,458.8789,20.18 - 20.39,1,2.2E3,458.8790,20.24,7.42E3,-,-,0,-,-,0,458.8784,20.24,7.11E3,-,-,0,-,-,0,-,-,0,458.8793,20.25,4.87E3,-,-,0,1.00:0:0:0.96:0:0:0:0.66:0,2.42E3,1.62E3,1.00:0.67,20.24,,
,0.06,4.01,758.7587,10.63 - 12.60,1,163.3,758.7626,11.91,6.06E2,758.7561,12.57,2.62E2,-,-,0,-,-,0,-,-,0,758.7578,10.69,2.96E2,-,-,0,-,-,0,758.7585,10.92,3.05E2,1.00:0.43:0:0:0:0.49:0:0:0.50,1.94E2,1.02E2,1.00:0.52,11.52,,
,0.06,8.88,978.4483,8.91 - 9.11,1,98.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,978.4483,9.02,8.83E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.94E2,0:1.00,9.02,,
,0.06,8.88,630.5061,3.79 - 3.95,1,182.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,630.5061,3.91,1.64E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.73E2,0,1.00:0,3.91,,
,0.06,8.88,723.1446,3.89 - 4.05,1,345.5,723.1434,3.92,1.67E3,-,-,0,-,-,0,-,-,0,723.1458,3.95,1.43E3,-,-,0,-,-,0,-,-,0,-,-,0,1.17:0:0:0:1.00:0:0:0:0,5.18E2,0,1.00:0,3.93,,
,0.06,8.88,956.0781,5.49 - 5.55,1,19.7,-,-,0,956.0781,5.53,1.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.96E1,0,1.00:0,5.53,,
,0.06,3.02,681.8209,15.09 - 16.48,1,187.5,-,-,0,-,-,0,-,-,0,-,-,0,681.8199,16.08,6.19E2,681.8235,15.16,5.02E2,681.8206,15.80,4.3E2,681.8197,16.45,1.36E2,-,-,0,0:0:0:0:1.00:0.81:0.70:0.22:0,1.87E2,1.89E2,1.00:1.01,15.87,,
,0.06,3.70,533.8301,12.25 - 13.22,1,80,533.8293,12.81,1.99E2,-,-,0,-,-,0,533.8297,12.30,1.96E2,533.8312,12.87,1.52E2,-,-,0,-,-,0,533.8303,13.16,1.73E2,-,-,0,1.31:0:0:1.29:1.00:0:0:1.14:0,9.12E1,5.76E1,1.00:0.63,12.78,,
,0.06,8.93,1487.6846,20.16 - 20.22,1,188.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1487.6846,20.20,1.69E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.82E2,0,1.00:0,20.20,,
,0.06,4.96,533.8465,12.65 - 13.97,1,36.4,-,-,0,533.8448,13.96,1.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,533.8472,12.66,6.97E1,533.8475,13.57,1.31E2,0:1.00:0:0:0:0:0:0.55:1.03,2.12E1,6.68E1,1.00:3.15,13.40,,
,0.06,3.21,648.7841,10.26 - 11.54,1,172.3,-,-,0,-,-,0,-,-,0,-,-,0,648.7841,10.89,5.69E2,648.7804,10.76,4.14E2,648.7847,11.51,8.79E1,-,-,0,648.7872,10.32,4.8E2,0:0:0:0:1.00:0.73:0.15:0:0.84,1.64E2,1.89E2,1.00:1.15,10.87,,
,0.06,3.51,262.8872,3.44 - 4.40,1,262.1,262.8878,4.06,2.59E2,-,-,0,262.8869,3.48,1.13E3,-,-,0,-,-,0,-,-,0,262.8870,4.27,9.73E2,-,-,0,-,-,0,1.00:0:4.36:0:0:0:3.76:0:0,2.31E2,3.24E2,1.00:1.40,3.93,,
,0.06,8.88,455.8638,9.57 - 10.58,1,52.9,-,-,0,455.8644,10.53,2.4E2,455.8623,9.59,1.4E2,455.8647,9.97,9.67E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.58:0.40:0:0:0:0:0,7.94E1,0,1.00:0,10.03,,
,0.06,8.88,816.4742,0.14 - 0.18,1,7.1E3,816.4742,0.16,6.38E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.06E4,0,1.00:0,0.16,,
,0.06,4.36,756.8291,9.70 - 10.37,1,111.2,-,-,0,-,-,0,-,-,0,-,-,0,756.8260,9.74,1.64E2,756.8313,10.22,2.99E2,756.8279,10.16,1.92E2,-,-,0,756.8310,10.21,3.46E2,0:0:0:0:1.00:1.83:1.17:0:2.11,7.71E1,1.79E2,1.00:2.32,10.08,,
,0.06,3.68,586.8111,8.89 - 10.55,1,273.9,586.8094,8.92,1.69E2,586.8109,10.40,8.98E2,-,-,0,-,-,0,586.8121,9.75,8E2,-,-,0,586.8118,9.89,5.99E2,-,-,0,-,-,0,0.21:1.12:0:0:1.00:0:0.75:0:0,3.11E2,2E2,1.00:0.64,9.74,,
,0.06,8.88,719.3290,17.73 - 17.78,1,15.2,-,-,0,-,-,0,-,-,0,-,-,0,719.3290,17.78,1.36E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.27E1,0,1.00:0,17.78,,
,0.05,3.49,915.7377,15.77 - 16.88,1,291.9,915.7375,16.13,6.8E2,-,-,0,-,-,0,-,-,0,915.7375,16.78,8.72E2,-,-,0,915.7369,15.80,4.71E2,915.7390,16.37,6.04E2,-,-,0,0.78:0:0:0:1.00:0:0.54:0.69:0,2.59E2,3.58E2,1.00:1.39,16.27,,
,0.05,8.88,737.0144,3.39 - 3.61,1,114.7,737.0144,3.45,1.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.72E2,0,1.00:0,3.45,,
,0.05,3.92,756.8339,10.56 - 12.12,1,90.5,-,-,0,-,-,0,756.8329,11.16,1.21E2,-,-,0,-,-,0,756.8334,12.09,3.08E2,756.8361,10.57,1.78E2,756.8333,11.59,2.08E2,-,-,0,0:0:1.00:0:0:2.55:1.47:1.72:0,7.15E1,1.29E2,1.00:1.80,11.35,,
,0.05,8.88,303.8973,3.94 - 4.43,1,373.3,-,-,0,303.8973,3.99,3.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.6E2,0,1.00:0,3.99,,
,0.05,3.72,697.7873,15.08 - 15.96,2,153.9,697.7866,15.11,5E2,-,-,0,697.7867,15.55,2.69E2,-,-,0,-,-,0,-,-,0,697.7903,15.94,2.71E2,-,-,0,697.7855,15.86,3.45E2,1.00:0:0.54:0:0:0:0.54:0:0.69,1.28E2,2.06E2,1.00:1.60,15.61,,
,0.05,8.93,441.7862,12.82 - 12.91,3,20.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,441.7862,12.85,1.84E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.07E1,0,1.00:0,12.85,,
,0.05,4.76,257.8766,3.90 - 9.42,1,1.4E5,-,-,0,-,-,0,-,-,0,257.8763,4.24,5.16E5,-,-,0,-,-,0,257.8767,4.42,4.15E5,257.8767,4.42,3.19E5,-,-,0,0:0:0:1.00:0:0:0.80:0.62:0,8.59E4,2.45E5,1.00:2.85,4.36,,
,0.05,8.93,467.1315,15.53 - 15.60,1,20.6,-,-,0,467.1315,15.56,1.85E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.09E1,0,1.00:0,15.56,,
,0.05,8.93,480.7945,2.47 - 3.35,3,341.5,-,-,0,-,-,0,480.7947,3.33,1.33E3,480.7945,2.51,5.97E2,-,-,0,480.7942,3.16,1.15E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.45:0:0.86:0:0:0,5.12E2,0,1.00:0,3.00,,
,0.05,8.93,410.8690,10.92 - 11.08,1,50,-,-,0,410.8690,10.98,4.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.5E1,0,1.00:0,10.98,,
,0.05,8.93,633.3097,2.91 - 3.06,1,1E3,-,-,0,-,-,0,-,-,0,633.3097,3.02,9.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.56E3,0,1.00:0,3.02,,
,0.05,8.93,375.1564,0.11 - 0.15,1,3.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,375.1564,0.17,2.81E4,0:0:0:0:0:0:0:0:1.00,0,9.36E3,0:1.00,0.17,,
,0.05,8.93,546.7792,21.44 - 21.83,1,58,-,-,0,546.7789,21.51,3.08E2,546.7795,21.82,2.14E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.69:0:0:0:0:0:0,8.69E1,0,1.00:0,21.66,,
,0.05,8.93,542.2160,9.66 - 9.85,1,79.2,-,-,0,-,-,0,-,-,0,542.2160,9.75,7.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.19E2,0,1.00:0,9.75,,
,0.05,5.26,882.7738,19.08 - 19.50,1,314.8,-,-,0,-,-,0,-,-,0,-,-,0,882.7727,19.44,1E3,-,-,0,-,-,0,882.7748,19.19,8.65E2,882.7740,19.30,9.67E2,0:0:0:0:1.00:0:0:0.86:0.97,1.67E2,6.11E2,1.00:3.66,19.31,,
,0.05,4.33,456.7939,7.66 - 8.37,1,21.1,-,-,0,-,-,0,-,-,0,-,-,0,456.7935,7.70,8.92E1,-,-,0,-,-,0,456.7944,8.34,1.01E2,-,-,0,0:0:0:0:1.00:0:0:1.13:0,1.49E1,3.36E1,1.00:2.26,8.02,,
,0.05,8.97,727.7715,9.19 - 9.25,1,11.9,-,-,0,-,-,0,-,-,0,-,-,0,727.7715,9.22,1.07E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.78E1,0,1.00:0,9.22,,
,0.05,8.97,574.8509,4.39 - 11.11,1,2E4,-,-,0,-,-,0,574.8525,5.71,1E4,574.8501,5.14,2.47E3,-,-,0,-,-,0,574.8506,6.11,1.01E5,574.8516,5.56,3.23E3,574.8495,5.93,5.95E4,0:0:1.00:0.25:0:0:10.05:0.32:5.93,2.09E3,5.45E4,1.00:26.15,5.69,,
,0.05,8.91,1352.7180,20.16 - 20.22,1,163.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1352.7180,20.18,1.47E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.45E2,0,1.00:0,20.18,,
,0.05,5.50,442.8184,12.37 - 13.68,1,66.4,442.8181,13.66,1.14E2,-,-,0,-,-,0,442.8167,12.49,2.88E2,-,-,0,442.8185,12.69,1.3E2,-,-,0,442.8201,13.06,6.5E1,-,-,0,1.00:0:0:2.52:0:1.14:0:0.57:0,8.88E1,2.17E1,1.00:0.24,12.98,,
,0.05,8.91,1175.7799,14.46 - 15.46,1,143.9,-,-,0,-,-,0,1175.7744,14.50,4.85E2,1175.7754,15.24,4.09E2,1175.7900,15.42,4E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.21:1.02:1.00:0:0:0:0,2.16E2,0,1.00:0,15.05,,
,0.05,8.91,1422.6934,20.12 - 20.19,1,206.6,1422.6934,20.18,1.86E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.1E2,0,1.00:0,20.18,,
,0.05,8.91,778.7516,16.52 - 20.11,1,801.3,778.7509,17.10,1.56E3,778.7476,16.54,1.93E3,778.7570,16.79,1.96E3,778.7512,17.07,1.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.23:1.25:1.12:0:0:0:0:0,1.2E3,0,1.00:0,16.88,,
,0.05,8.91,442.8051,19.01 - 19.08,2,14.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,442.8051,19.04,1.28E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.27E1,0:1.00,19.04,,
,0.05,8.91,855.8310,20.08 - 20.24,1,3E3,855.8297,20.19,7.88E3,855.8318,20.17,9.29E3,-,-,0,855.8315,20.18,1.02E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.18:0:1.29:0:0:0:0:0,4.56E3,0,1.00:0,20.18,,
,0.05,3.58,639.8272,16.52 - 17.92,1,391,639.8253,16.67,8.74E2,-,-,0,639.8280,17.85,6.85E2,639.8260,17.31,1.07E3,-,-,0,-,-,0,-,-,0,639.8296,17.06,8.95E2,-,-,0,1.00:0:0.78:1.22:0:0:0:1.02:0,4.37E2,2.98E2,1.00:0.68,17.22,,
,0.05,8.86,1395.7212,20.15 - 20.21,1,122.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1395.7212,20.17,1.1E3,0:0:0:0:0:0:0:0:1.00,0,3.67E2,0:1.00,20.17,,
,0.05,8.86,1296.7151,20.15 - 20.23,1,345.9,-,-,0,-,-,0,-,-,0,1296.7151,20.12,3.11E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.19E2,0,1.00:0,20.12,,
,0.05,8.86,611.8625,17.00 - 17.37,1,66.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,611.8635,17.02,2.04E2,611.8610,17.17,1.84E2,611.8629,17.34,2.07E2,0:0:0:0:0:0:1.00:0.90:1.01,0,1.98E2,0:1.00,17.18,,
,0.05,8.81,646.2698,9.03 - 10.70,2,117.2,646.2708,9.55,2.68E2,-,-,0,-,-,0,646.2689,9.41,2.8E2,646.2705,9.09,3.76E2,646.2689,10.66,1.31E2,-,-,0,-,-,0,-,-,0,0.71:0:0:0.75:1.00:0.35:0:0:0,1.76E2,0,1.00:0,9.68,,
,0.05,4.76,736.7719,17.89 - 19.56,1,239.3,-,-,0,-,-,0,-,-,0,-,-,0,736.7725,18.74,8.82E2,-,-,0,736.7711,19.49,3.98E2,736.7729,17.89,3.5E2,736.7711,18.31,5.25E2,0:0:0:0:1.00:0:0.45:0.40:0.60,1.47E2,4.24E2,1.00:2.89,18.61,,
,0.05,8.77,388.8060,6.56 - 6.62,1,7.7,388.8060,6.61,6.92E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.15E1,0,1.00:0,6.61,,
,0.05,8.77,664.7738,10.69 - 11.95,1,85,664.7742,11.37,2.43E2,-,-,0,664.7731,10.73,1.72E2,-,-,0,-,-,0,664.7743,11.89,3.5E2,-,-,0,-,-,0,-,-,0,1.00:0:0.71:0:0:1.44:0:0:0,1.27E2,0,1.00:0,11.33,,
,0.05,8.77,383.2428,2.64 - 2.69,1,15.4,-,-,0,-,-,0,-,-,0,-,-,0,383.2428,2.69,1.39E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.31E1,0,1.00:0,2.69,,
,0.05,8.77,820.6439,18.89 - 18.95,1,21.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,820.6439,18.93,1.95E2,0:0:0:0:0:0:0:0:1.00,0,6.51E1,0:1.00,18.93,,
,0.05,6.32,620.8566,10.59 - 12.03,1,311.2,620.8542,11.96,3.23E2,-,-,0,-,-,0,-,-,0,620.8570,11.68,3.68E2,-,-,0,-,-,0,620.8561,11.10,2.77E2,620.8591,10.68,1.83E3,0.88:0:0:0:1.00:0:0:0.75:4.99,1.15E2,7.04E2,1.00:6.11,11.35,,
,0.05,8.77,425.2559,3.37 - 3.52,1,322,-,-,0,-,-,0,-,-,0,-,-,0,425.2559,3.52,2.9E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,4.83E2,0,1.00:0,3.52,,
,0.05,3.44,670.7872,5.20 - 6.57,1,104.3,-,-,0,-,-,0,670.7866,5.91,1.51E2,-,-,0,-,-,0,670.7847,6.55,4.1E2,670.7872,5.23,1.37E2,-,-,0,670.7905,5.37,2.41E2,0:0:1.00:0:0:2.72:0.91:0:1.60,9.34E1,1.26E2,1.00:1.35,5.76,,
,0.05,8.72,549.2827,2.87 - 3.01,1,333.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,549.2827,2.96,3E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.01E2,0,1.00:0,2.96,,
,0.05,8.72,985.6391,9.93 - 10.07,1,108.8,-,-,0,985.6391,10.02,9.79E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.63E2,0,1.00:0,10.02,,
