Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS1_A00_neg m/z,CLVS1_A00_neg RT mean,CLVS1_A00_neg Normalized Area,CLVS1_A04_neg m/z,CLVS1_A04_neg RT mean,CLVS1_A04_neg Normalized Area,CLVS1_A05_neg m/z,CLVS1_A05_neg RT mean,CLVS1_A05_neg Normalized Area,CLVS1_A06_neg m/z,CLVS1_A06_neg RT mean,CLVS1_A06_neg Normalized Area,CLVS1_A07_neg m/z,CLVS1_A07_neg RT mean,CLVS1_A07_neg Normalized Area,CLVS1_A08_neg m/z,CLVS1_A08_neg RT mean,CLVS1_A08_neg Normalized Area,CLVS1_A09_neg m/z,CLVS1_A09_neg RT mean,CLVS1_A09_neg Normalized Area,CLVS1_A10_neg m/z,CLVS1_A10_neg RT mean,CLVS1_A10_neg Normalized Area,CLVS1_A11_neg m/z,CLVS1_A11_neg RT mean,CLVS1_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.12,589.8390,6.17 - 6.32,2,71.3,-,-,0,-,-,0,-,-,0,589.8390,6.26,6.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.07E2,0,1.00:0,6.26,,
,0.01,8.12,744.4481,3.89 - 4.03,3,59.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,744.4481,3.90,5.35E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.78E2,0:1.00,3.90,,
,0.01,8.12,718.3202,19.40 - 19.99,1,103.1,-,-,0,718.3204,19.44,5.78E2,-,-,0,718.3199,19.99,3.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.61:0:0:0:0:0,1.55E2,0,1.00:0,19.71,,
,0.01,8.12,1221.7827,14.67 - 14.76,3,41.6,-,-,0,1221.7827,14.71,3.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.24E1,0,1.00:0,14.71,,
,0.01,8.12,337.1821,9.46 - 9.53,1,23.8,-,-,0,-,-,0,-,-,0,-,-,0,337.1821,9.55,2.14E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.57E1,0,1.00:0,9.55,,
,0.01,8.12,692.8462,16.66 - 17.43,1,425.5,-,-,0,692.8471,17.06,3.13E3,692.8453,17.27,6.97E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.22:0:0:0:0:0:0,6.38E2,0,1.00:0,17.16,,
,0.01,8.12,386.8603,11.56 - 12.09,1,113.2,386.8602,11.67,7.93E2,-,-,0,-,-,0,-,-,0,386.8604,12.00,2.27E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.29:0:0:0:0,1.7E2,0,1.00:0,11.84,,
,0.01,8.12,872.3102,20.11 - 20.28,2,296.9,-,-,0,-,-,0,-,-,0,872.3119,20.20,9.63E2,-,-,0,872.3085,20.17,1.71E3,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.77:0:0:0,4.45E2,0,1.00:0,20.18,,
,0.00,8.12,487.3038,8.18 - 17.49,1,2.9E4,-,-,0,487.3038,12.49,2.59E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.31E4,0,1.00:0,12.49,,
,0.00,8.12,558.8857,2.30 - 11.26,3,2.7E4,-,-,0,-,-,0,558.8857,6.26,2.44E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.06E4,0,1.00:0,6.26,,
,0.00,8.12,274.0463,1.22 - 11.22,1,1.7E5,-,-,0,274.0463,6.22,1.5E6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.5E5,0,1.00:0,6.22,,
,0.00,8.12,487.3035,3.45 - 13.45,1,6.5E4,487.3035,8.45,5.84E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,9.73E4,0,1.00:0,8.45,,
,0.00,8.12,269.2113,7.07 - 17.07,1,2.9E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,269.2113,12.07,2.6E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.68E4,0:1.00,12.07,,
,0.00,8.12,307.9223,4.03 - 14.03,1,1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,307.9223,9.03,9.28E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.55E4,0,1.00:0,9.03,,
,0.00,8.11,459.8823,1.70 - 8.49,3,3.2E4,-,-,0,-,-,0,-,-,0,459.8823,3.49,2.89E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.82E4,0,1.00:0,3.49,,
,0.00,8.11,704.4865,3.84 - 10.99,3,9.7E4,-,-,0,-,-,0,704.4865,5.99,8.77E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.46E5,0,1.00:0,5.99,,
,0.00,8.11,400.9077,1.89 - 9.74,1,5.2E4,400.9077,4.74,4.67E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,7.78E4,0,1.00:0,4.74,,
,0.00,8.11,278.8286,3.05 - 11.24,3,6E3,-,-,0,-,-,0,278.8285,6.22,-,-,-,0,-,-,0,-,-,0,278.8287,6.24,4.77E4,-,-,0,-,-,0,0:0:-:0:0:0:1.00:0:0,0,1.59E4,0:1.00,6.23,,
,0.00,8.11,488.3084,0.91 - 7.19,2,1.8E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,488.3084,2.19,1.64E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.47E4,0:1.00,2.19,,
,0.00,8.11,487.3045,0.10 - 6.73,1,8.4E4,-,-,0,-,-,0,487.3045,1.73,7.52E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.25E5,0,1.00:0,1.73,,
,0.00,8.11,313.0774,2.17 - 8.77,1,2.9E4,-,-,0,313.0774,3.77,2.58E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.31E4,0,1.00:0,3.77,,
,0.00,8.11,474.8526,3.89 - 10.54,1,1.3E4,-,-,0,-,-,0,474.8528,5.56,-,474.8524,5.54,1.01E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:-:1.00:0:0:0:0:0,2.01E4,0,1.00:0,5.55,,
,0.00,8.11,290.8551,3.40 - 10.06,1,5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,290.8551,5.06,4.54E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.51E4,0:1.00,5.06,,
,0.00,8.11,426.8474,1.20 - 8.15,1,1.6E4,-,-,0,-,-,0,-,-,0,426.8474,2.86,-,-,-,0,-,-,0,-,-,0,-,-,0,426.8474,3.15,1.27E5,0:0:0:-:0:0:0:0:1.00,0,4.23E4,0:1.00,3.01,,
,0.00,8.11,278.8286,2.20 - 9.03,3,4.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,278.8286,4.03,4.26E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.1E3,0,1.00:0,4.03,,
,0.00,8.11,528.8512,3.93 - 14.19,1,7E4,-,-,0,528.8510,8.72,-,528.8512,9.19,2.3E5,-,-,0,528.8513,7.64,3.34E5,-,-,0,-,-,0,-,-,0,-,-,0,0:-:1.00:0:1.45:0:0:0:0,1.13E5,0,1.00:0,8.52,,
,0.00,8.11,789.7918,4.90 - 4.98,1,43.5,-,-,0,-,-,0,-,-,0,789.7918,4.91,3.91E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.52E1,0,1.00:0,4.91,,
,0.00,8.11,564.8182,1.30 - 1.48,1,45,564.8182,1.45,4.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,6.74E1,0,1.00:0,1.45,,
,0.00,8.11,364.8765,0.61 - 10.56,1,2.2E5,-,-,0,364.8767,5.56,8.83E5,364.8763,4.89,1.07E6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.21:0:0:0:0:0:0,3.25E5,0,1.00:0,5.22,,
,0.00,8.11,460.8621,3.48 - 11.21,1,2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,460.8621,6.21,1.76E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.94E3,0,1.00:0,6.21,,
,0.44,8.11,440.8183,9.11 - 14.53,1,5.3E3,440.8181,9.79,3.47E3,440.8192,10.28,1.87E3,440.8190,9.68,1.67E3,440.8179,9.54,2.4E3,440.8178,9.53,3.9E3,440.8186,9.28,8.03E3,440.8188,9.71,1.09E4,440.8173,9.29,1.42E4,440.8184,9.73,1.68E3,0.32:0.17:0.15:0.22:0.36:0.73:1.00:1.30:0.15,3.56E3,8.93E3,0.40:1.00,9.65,,
,0.00,8.11,1130.4305,20.15 - 20.23,3,106.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1130.4305,20.21,9.57E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.59E2,0,1.00:0,20.21,,
,0.00,8.11,422.8364,1.69 - 10.43,1,6.3E4,-,-,0,422.8364,7.11,-,-,-,0,-,-,0,-,-,0,-,-,0,422.8364,5.43,5.03E5,-,-,0,-,-,0,0:-:0:0:0:0:1.00:0:0,0,1.68E5,0:1.00,6.27,,
,0.00,8.11,642.8438,2.53 - 2.61,1,79.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,642.8438,2.56,7.16E2,0:0:0:0:0:0:0:0:1.00,0,2.39E2,0:1.00,2.56,,
,0.00,8.11,516.8362,7.48 - 7.72,1,184.4,-,-,0,-,-,0,516.8362,7.51,1.66E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.77E2,0,1.00:0,7.51,,
,0.00,8.11,611.8315,4.89 - 5.03,1,46.3,-,-,0,-,-,0,-,-,0,611.8315,5.01,4.17E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.94E1,0,1.00:0,5.01,,
,0.00,8.11,294.8140,5.22 - 5.31,1,12.4,294.8140,5.25,1.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.86E1,0,1.00:0,5.25,,
,0.00,8.11,373.8356,4.61 - 4.67,1,9,-,-,0,-,-,0,-,-,0,373.8356,4.65,8.09E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.35E1,0,1.00:0,4.65,,
,0.00,8.11,1284.7513,20.13 - 20.23,3,314.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1284.7513,20.13,2.83E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.72E2,0,1.00:0,20.13,,
,0.00,8.11,634.8880,9.77 - 18.25,1,1.6E4,-,-,0,634.8882,14.77,7.99E4,634.8878,15.54,6.52E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.82:0:0:0:0:0:0,2.42E4,0,1.00:0,15.15,,
,0.00,8.11,919.8011,14.35 - 14.44,1,49.9,-,-,0,-,-,0,-,-,0,919.8011,14.39,4.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,7.49E1,0,1.00:0,14.39,,
,0.00,8.11,699.8173,12.34 - 12.46,2,37.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,699.8173,12.39,3.38E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.64E1,0,1.00:0,12.39,,
,0.00,8.10,465.8566,13.46 - 13.59,1,53,-,-,0,465.8566,13.56,4.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.95E1,0,1.00:0,13.56,,
,0.00,8.10,543.8556,10.52 - 10.63,1,62.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,543.8556,10.57,5.63E2,0:0:0:0:0:0:0:0:1.00,0,1.88E2,0:1.00,10.57,,
,0.00,8.10,811.7756,20.25 - 20.31,1,66.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,811.7756,20.28,5.95E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.98E2,0:1.00,20.28,,
,0.00,8.10,607.8168,10.63 - 10.74,1,42.7,-,-,0,607.8168,10.69,3.84E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.4E1,0,1.00:0,10.69,,
,0.00,8.10,1212.7563,20.07 - 20.21,3,265.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1212.7563,20.15,2.39E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,7.97E2,0:1.00,20.15,,
,0.00,8.10,500.7614,18.29 - 18.40,1,55.5,-,-,0,-,-,0,-,-,0,500.7614,18.37,5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.33E1,0,1.00:0,18.37,,
,0.00,8.10,464.8218,3.23 - 3.37,2,52.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,464.8218,3.30,4.75E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.92E1,0,1.00:0,3.30,,
,0.11,8.10,493.0687,1.58 - 2.93,1,931.7,493.0690,2.83,6.47E2,493.0688,2.65,2.52E3,-,-,0,493.0684,1.72,2.57E2,493.0679,1.89,4.6E3,-,-,0,493.0692,1.68,3.65E2,-,-,0,-,-,0,1.77:6.90:0:0.70:12.62:0:1.00:0:0,1.34E3,1.22E2,11.00:1.00,2.15,,
,0.41,8.10,642.7815,8.01 - 9.69,1,2.1E3,642.7808,8.19,6.97E2,642.7816,9.60,1.24E3,642.7845,8.64,5.78E2,642.7799,8.77,9.51E2,642.7822,8.16,2.25E3,642.7818,8.82,1.7E3,642.7784,8.19,3.1E3,642.7822,8.37,4.41E3,642.7819,9.04,3.62E3,0.23:0.40:0.19:0.31:0.73:0.55:1.00:1.42:1.17,1.24E3,3.71E3,0.33:1.00,8.64,,
,0.00,8.10,428.8434,3.42 - 3.96,8,347.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,428.8434,3.71,3.13E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.04E3,0:1.00,3.71,,
,0.00,8.10,604.8105,5.34 - 5.40,1,25.3,-,-,0,-,-,0,-,-,0,-,-,0,604.8105,5.40,2.28E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.8E1,0,1.00:0,5.40,,
,0.00,8.10,738.7668,3.01 - 3.18,1,94.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,738.7668,3.13,8.51E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.84E2,0:1.00,3.13,,
,0.00,8.10,753.7479,4.81 - 4.98,1,70.8,-,-,0,-,-,0,753.7479,4.97,6.37E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.06E2,0,1.00:0,4.97,,
,0.00,8.10,539.8268,10.20 - 10.27,1,22.7,-,-,0,-,-,0,-,-,0,-,-,0,539.8268,10.24,2.04E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.4E1,0,1.00:0,10.24,,
,0.00,8.10,909.7872,10.46 - 10.52,1,24.5,-,-,0,909.7872,10.49,2.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.67E1,0,1.00:0,10.49,,
,0.00,8.10,876.8192,10.50 - 10.56,3,51.7,-,-,0,-,-,0,-,-,0,876.8192,10.53,4.66E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,7.76E1,0,1.00:0,10.53,,
,0.00,8.10,757.7568,12.08 - 12.14,1,36.8,-,-,0,-,-,0,-,-,0,757.7568,12.08,3.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.52E1,0,1.00:0,12.08,,
,0.00,8.10,605.8101,3.11 - 3.24,1,106.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,605.8101,3.17,9.59E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.2E2,0:1.00,3.17,,
,0.04,8.10,756.7590,20.28 - 21.36,1,87.5,756.7597,21.34,9.34E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.7583,20.34,6.94E2,-,-,0,1.00:0:0:0:0:0:0:7.43:0,1.56E1,2.31E2,0.07:1.00,20.84,,
,0.00,8.10,650.4694,9.34 - 9.48,3,40.6,650.4694,9.45,3.65E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,6.09E1,0,1.00:0,9.45,,
,0.00,8.10,611.3560,15.58 - 15.64,2,35.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,611.3560,15.58,3.22E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.07E2,0:1.00,15.58,,
,0.00,8.10,615.3405,13.26 - 13.37,2,22.8,615.3405,13.36,2.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.42E1,0,1.00:0,13.36,,
,0.00,8.10,1251.7416,20.14 - 20.21,3,66.8,-,-,0,-,-,0,1251.7416,20.21,6.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1E2,0,1.00:0,20.21,,
,0.00,8.10,340.8943,5.80 - 5.86,3,6.2,-,-,0,-,-,0,-,-,0,340.8943,5.83,5.61E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.34E0,0,1.00:0,5.83,,
,0.00,8.10,1175.7814,12.26 - 12.34,2,32.7,-,-,0,-,-,0,-,-,0,1175.7814,12.31,2.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.9E1,0,1.00:0,12.31,,
,0.00,8.10,297.0191,4.38 - 4.48,9,32.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,297.0191,4.42,2.92E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.86E1,0,1.00:0,4.42,,
,0.40,8.10,664.8248,3.94 - 7.94,1,4.1E3,664.8248,4.58,2.03E3,664.8267,5.19,4.01E2,664.8239,4.85,1.04E3,664.8226,4.20,6.4E3,664.8255,4.71,9.55E2,664.8253,4.78,2.76E3,664.8262,4.98,1.27E4,664.8228,4.53,3.84E3,664.8256,4.01,6.61E3,0.16:0.03:0.08:0.50:0.07:0.22:1.00:0.30:0.52,2.27E3,7.73E3,0.29:1.00,4.65,,
,0.00,8.10,631.8179,7.03 - 7.12,1,48.6,-,-,0,-,-,0,631.8179,7.10,4.38E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,7.29E1,0,1.00:0,7.10,,
,0.00,8.10,761.7708,1.81 - 1.88,1,74.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,761.7708,1.84,6.68E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.23E2,0:1.00,1.84,,
,0.00,8.10,622.3539,19.26 - 19.37,2,86.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,622.3539,19.30,7.77E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.59E2,0:1.00,19.30,,
,0.00,8.10,789.7203,20.30 - 20.41,1,36.3,-,-,0,-,-,0,-,-,0,-,-,0,789.7203,20.36,3.26E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.44E1,0,1.00:0,20.36,,
,0.00,8.10,543.8535,7.28 - 7.36,1,17.7,-,-,0,-,-,0,-,-,0,543.8535,7.33,1.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.65E1,0,1.00:0,7.33,,
,0.00,8.10,469.3149,3.46 - 3.62,1,206,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,469.3149,3.49,1.85E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.09E2,0,1.00:0,3.49,,
,0.00,8.10,1203.7548,20.16 - 20.22,2,226.7,-,-,0,1203.7548,20.18,2.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.4E2,0,1.00:0,20.18,,
,0.00,8.10,613.8385,6.25 - 6.35,1,85.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,613.8385,6.31,7.68E2,0:0:0:0:0:0:0:0:1.00,0,2.56E2,0:1.00,6.31,,
,0.00,8.10,778.8165,16.58 - 16.64,1,62,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,778.8165,16.60,5.58E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.86E2,0:1.00,16.60,,
,0.00,8.10,464.3003,1.23 - 1.59,2,221.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,464.3003,1.59,1.99E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.32E2,0,1.00:0,1.59,,
,0.02,8.10,860.7776,6.57 - 8.24,1,334.6,-,-,0,-,-,0,860.7684,8.19,3.49E2,-,-,0,-,-,0,-,-,0,-,-,0,860.7830,7.11,1.92E3,860.7814,6.60,7.37E2,0:0:1.00:0:0:0:0:5.52:2.11,5.81E1,8.87E2,0.07:1.00,7.30,,
,0.00,8.10,915.7316,13.33 - 13.43,1,50.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,915.7316,13.39,4.53E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.51E2,0:1.00,13.39,,
,0.00,8.10,841.7952,6.86 - 6.98,1,36,-,-,0,841.7952,6.93,3.24E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.39E1,0,1.00:0,6.93,,
,0.00,8.10,693.7861,0.75 - 0.86,1,79.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,693.7861,0.85,7.17E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.39E2,0:1.00,0.85,,
,0.00,8.10,442.8924,0.95 - 8.76,5,4.3E5,-,-,0,-,-,0,-,-,0,-,-,0,442.8924,3.76,3.9E6,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.51E5,0,1.00:0,3.76,,
,0.00,8.10,781.7571,8.20 - 8.35,1,144.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,781.7571,8.22,1.3E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.33E2,0:1.00,8.22,,
,0.00,8.09,861.7844,13.00 - 13.10,1,42.3,-,-,0,861.7844,13.11,3.81E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.35E1,0,1.00:0,13.11,,
,0.00,8.09,735.7578,6.29 - 6.36,1,23.9,735.7578,6.36,2.15E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.58E1,0,1.00:0,6.36,,
,0.00,8.09,808.7686,9.79 - 9.87,1,34.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,808.7686,9.85,3.09E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.15E1,0,1.00:0,9.85,,
,0.00,8.09,720.7912,9.72 - 20.14,1,3.6E4,720.7887,15.48,1.87E5,-,-,0,-,-,0,720.7937,14.72,1.33E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.71:0:0:0:0:0,5.35E4,0,1.00:0,15.10,,
,0.00,8.09,835.7819,11.39 - 11.60,1,151.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,835.7819,11.49,1.36E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.55E2,0:1.00,11.49,,
,0.00,8.09,849.7537,7.25 - 7.33,1,55,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,849.7537,7.32,4.95E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.25E1,0,1.00:0,7.32,,
,0.00,8.09,1277.7212,20.12 - 20.23,1,414.1,-,-,0,-,-,0,1277.7212,20.17,3.73E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.21E2,0,1.00:0,20.17,,
,0.00,8.09,278.8290,1.08 - 1.14,3,26.5,-,-,0,-,-,0,-,-,0,-,-,0,278.8290,1.08,2.39E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.98E1,0,1.00:0,1.08,,
,0.00,8.09,528.8514,7.47 - 7.54,1,39.7,-,-,0,-,-,0,528.8514,7.47,3.57E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,5.96E1,0,1.00:0,7.47,,
,0.00,8.09,1306.4048,20.11 - 20.21,3,168,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1306.4048,20.19,1.51E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.52E2,0,1.00:0,20.19,,
,0.07,8.09,380.8625,0.68 - 1.17,1,209.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,380.8619,0.75,2.65E2,380.8631,0.90,1.62E3,-,-,0,-,-,0,0:0:0:0:0:0.16:1.00:0:0,4.42E1,5.41E2,0.08:1.00,0.83,,
,0.00,8.09,308.9047,10.79 - 10.86,1,13.8,308.9047,10.82,1.24E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.07E1,0,1.00:0,10.82,,
