Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP10_C00_neg m/z,ORP10_C00_neg RT mean,ORP10_C00_neg Normalized Area,ORP10_C07_neg m/z,ORP10_C07_neg RT mean,ORP10_C07_neg Normalized Area,ORP10_C08_neg m/z,ORP10_C08_neg RT mean,ORP10_C08_neg Normalized Area,ORP10_C09_neg m/z,ORP10_C09_neg RT mean,ORP10_C09_neg Normalized Area,ORP10_C10_neg m/z,ORP10_C10_neg RT mean,ORP10_C10_neg Normalized Area,ORP10_C11_neg m/z,ORP10_C11_neg RT mean,ORP10_C11_neg Normalized Area,ORP10_C04_neg m/z,ORP10_C04_neg RT mean,ORP10_C04_neg Normalized Area,ORP10_C05_neg m/z,ORP10_C05_neg RT mean,ORP10_C05_neg Normalized Area,ORP10_C06_neg m/z,ORP10_C06_neg RT mean,ORP10_C06_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.14,4.29,710.8288,5.63 - 8.18,1,858.8,710.8292,5.66,2.62E2,710.8299,6.05,2.53E3,-,-,0,-,-,0,-,-,0,710.8309,6.29,1.02E3,710.8264,7.90,2.02E3,710.8284,6.35,7.63E2,710.8280,6.74,1.13E3,0.34:3.32:0:0:0:1.34:2.65:1.00:1.48,6.35E2,1.31E3,0.49:1.00,6.50,,
,0.14,4.97,627.3400,2.46 - 2.98,1,1.1E3,-,-,0,627.3398,2.62,2.05E3,-,-,0,627.3402,2.62,2.02E3,-,-,0,-,-,0,-,-,0,-,-,0,627.3399,2.77,5.72E3,0:1.00:0:0.99:0:0:0:0:2.79,6.79E2,1.91E3,0.36:1.00,2.67,,
,0.14,3.86,1112.7437,18.95 - 20.24,1,6E3,-,-,0,1112.7458,19.36,1.09E4,1112.7427,20.12,1.48E4,1112.7413,20.11,9.7E3,-,-,0,1112.7396,20.13,5.93E3,-,-,0,1112.7491,19.65,1.26E4,-,-,0,0:0.86:1.17:0.77:0:0.47:0:1.00:0,6.88E3,4.2E3,1.64:1.00,19.87,,
,0.14,7.65,554.7283,18.21 - 18.78,1,466.9,-,-,0,554.7284,18.48,4.25E2,-,-,0,-,-,0,-,-,0,554.7291,18.36,4.31E2,554.7278,18.60,5.82E2,554.7278,18.43,9.24E2,554.7285,18.42,1.84E3,0:0.46:0:0:0:0.47:0.63:1.00:1.99,1.43E2,1.12E3,0.13:1.00,18.46,,
,0.14,5.88,880.2645,3.21 - 3.34,1,473.4,-,-,0,-,-,0,-,-,0,-,-,0,880.2639,3.26,3.79E3,-,-,0,-,-,0,880.2651,3.29,4.67E2,-,-,0,0:0:0:0:8.12:0:0:1.00:0,6.32E2,1.56E2,4.06:1.00,3.27,,
,0.14,3.50,462.0809,0.99 - 2.47,1,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,462.0807,2.22,8.86E3,462.0811,2.23,4.13E3,-,-,0,462.0809,2.23,8.71E3,-,-,0,0:0:0:0:1.02:0.47:0:1.00:0,2.16E3,2.9E3,0.75:1.00,2.22,,
,0.14,5.16,666.8432,19.74 - 20.34,1,2.1E3,-,-,0,666.8419,20.25,1.64E3,-,-,0,666.8453,20.24,3.03E3,666.8431,20.24,2.97E3,-,-,0,666.8435,20.22,6.22E3,666.8420,20.21,5.38E3,-,-,0,0:0.30:0:0.56:0.55:0:1.16:1.00:0,1.27E3,3.87E3,0.33:1.00,20.23,,
,0.14,3.76,864.7243,13.89 - 16.18,1,405,864.7231,14.56,5.69E2,864.7238,16.09,5.91E2,-,-,0,864.7220,16.08,6.42E2,-,-,0,864.7191,13.98,2.56E2,-,-,0,864.7228,14.58,4.74E2,864.7349,16.07,1.11E3,1.20:1.25:0:1.35:0:0.54:0:1.00:2.35,3.43E2,5.29E2,0.65:1.00,15.23,,
,0.14,3.29,944.8147,18.93 - 20.24,1,3E3,944.8135,19.16,7.48E2,944.8173,18.94,8.31E3,-,-,0,944.8136,19.94,3.03E3,-,-,0,944.8113,19.46,4.61E3,944.8177,19.21,2.26E3,944.8147,19.58,7.66E3,-,-,0,0.10:1.08:0:0.39:0:0.60:0.29:1.00:0,2.78E3,3.31E3,0.84:1.00,19.38,,
,0.14,4.97,294.1355,0.11 - 0.49,1,3.6E4,294.1349,0.41,1.19E4,-,-,0,294.1344,0.16,2.18E5,-,-,0,294.1357,0.17,4.46E4,-,-,0,-,-,0,294.1369,0.16,4.94E4,-,-,0,0.24:0:4.41:0:0.90:0:0:1.00:0,4.57E4,1.65E4,2.78:1.00,0.23,,
,0.14,9.96,790.4280,0.11 - 0.24,1,1.3E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,790.4280,0.18,1.19E6,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.98E5,0,1.00:0,0.18,,
,0.14,4.71,468.8362,2.17 - 3.04,1,365.4,468.8357,2.89,4.74E2,468.8364,2.64,6.87E2,468.8358,2.44,1.25E3,468.8375,2.26,3.31E2,-,-,0,-,-,0,-,-,0,468.8358,2.73,5.51E2,-,-,0,0.86:1.25:2.26:0.60:0:0:0:1.00:0,4.56E2,1.84E2,2.49:1.00,2.59,,
,0.14,4.03,689.3450,18.82 - 19.52,2,626.4,689.3437,18.95,8.87E2,689.3461,19.36,4.83E2,-,-,0,-,-,0,689.3455,19.33,1.18E3,689.3459,18.98,4.3E2,689.3416,19.43,1.3E3,689.3473,18.93,1.35E3,-,-,0,0.66:0.36:0:0:0.87:0.32:0.96:1.00:0,4.97E2,8.86E2,0.56:1.00,19.16,,
,0.14,6.01,880.8052,16.12 - 16.19,1,105.7,-,-,0,880.8063,16.14,3.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,880.8041,16.14,6.5E2,-,-,0,0:0.46:0:0:0:0:0:1.00:0,5.02E1,2.17E2,0.23:1.00,16.14,,
,0.14,3.67,315.1606,0.15 - 0.71,1,4.3E3,-,-,0,-,-,0,-,-,0,315.1608,0.60,8.39E3,315.1604,0.58,1.41E4,-,-,0,-,-,0,315.1605,0.59,1.66E4,-,-,0,0:0:0:0.51:0.85:0:0:1.00:0,3.74E3,5.52E3,0.68:1.00,0.59,,
,0.14,4.08,802.8171,20.00 - 20.30,1,2.4E3,802.8159,20.19,2.66E3,-,-,0,802.8153,20.19,4.45E3,-,-,0,802.8199,20.19,4.08E3,-,-,0,802.8186,20.20,4.87E3,802.8159,20.21,5.34E3,-,-,0,0.50:0:0.83:0:0.76:0:0.91:1.00:0,1.87E3,3.4E3,0.55:1.00,20.19,,
,0.14,10.05,537.0834,0.10 - 0.31,1,7.7E3,537.0834,0.16,6.9E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.15E4,0,1.00:0,0.16,,
,0.14,3.85,513.9598,2.25 - 2.43,1,1.7E3,513.9598,2.34,1.89E3,-,-,0,-,-,0,-,-,0,513.9599,2.34,3.17E3,513.9600,2.34,3.64E3,-,-,0,513.9597,2.34,7.03E3,-,-,0,0.27:0:0:0:0.45:0.52:0:1.00:0,1.45E3,2.34E3,0.62:1.00,2.34,,
,0.14,4.06,700.8003,8.67 - 13.79,1,1E3,-,-,0,700.8003,9.74,8.31E2,-,-,0,700.8003,10.30,9.2E2,700.7983,8.79,4.83E3,700.7998,8.71,5.69E2,-,-,0,700.8004,9.71,1.2E3,700.8025,9.31,7.88E2,0:0.69:0:0.77:4.03:0.48:0:1.00:0.66,1.19E3,6.62E2,1.80:1.00,9.43,,
,0.14,9.98,769.1837,0.11 - 0.21,1,4.1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,769.1837,0.18,3.67E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.12E4,0,1.00:0,0.18,,
,0.14,4.13,704.0276,5.02 - 5.17,1,271,-,-,0,-,-,0,-,-,0,-,-,0,704.0278,5.11,1.26E3,-,-,0,-,-,0,704.0274,5.11,1.18E3,-,-,0,0:0:0:0:1.07:0:0:1.00:0,2.1E2,3.93E2,0.53:1.00,5.11,,
,0.14,5.43,469.1255,3.20 - 3.80,1,1.7E3,469.1256,3.65,3.89E3,-,-,0,-,-,0,-,-,0,-,-,0,469.1253,3.66,1.69E3,-,-,0,469.1254,3.67,7.65E3,469.1260,3.67,1.95E3,0.51:0:0:0:0:0.22:0:1.00:0.26,9.31E2,3.2E3,0.29:1.00,3.66,,
,0.14,6.99,742.6595,13.96 - 14.34,1,885,-,-,0,742.6599,14.19,1.92E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,742.6592,14.13,6.04E3,0:1.00:0:0:0:0:0:0:3.14,3.2E2,2.01E3,0.16:1.00,14.16,,
,0.14,9.98,475.9177,0.99 - 1.36,1,461.6,475.9176,1.29,1.41E3,-,-,0,-,-,0,475.9179,1.29,1.4E3,-,-,0,475.9177,1.27,1.34E3,-,-,0,-,-,0,-,-,0,1.00:0:0:0.99:0:0.95:0:0:0,6.92E2,0,1.00:0,1.29,,
,0.14,3.65,440.8197,2.97 - 11.41,1,6.3E4,440.8195,4.32,8.03E4,440.8185,4.53,8.02E4,440.8197,6.41,9.48E4,-,-,0,440.8196,6.33,7.46E4,-,-,0,440.8198,5.38,8.25E4,440.8204,5.40,8.72E4,440.8203,5.45,7.05E4,0.92:0.92:1.09:0:0.85:0:0.95:1.00:0.81,5.5E4,8.01E4,0.69:1.00,5.40,,
,0.14,4.91,726.8049,11.37 - 14.82,1,636.6,726.8055,11.57,1.08E3,726.8062,12.81,6.33E2,726.8042,12.60,4.82E2,-,-,0,-,-,0,726.8035,12.40,2.28E2,726.8068,14.00,2.87E3,726.8033,11.73,4.32E2,-,-,0,2.51:1.47:1.12:0:0:0.53:6.64:1.00:0,4.04E2,1.1E3,0.37:1.00,12.52,,
,0.14,10.05,443.2481,3.56 - 4.60,1,1.3E3,443.2479,4.50,1.39E3,443.2484,4.51,1.04E3,-,-,0,443.2477,4.52,1.42E3,443.2476,4.51,3.86E3,443.2490,4.52,4.36E3,-,-,0,-,-,0,-,-,0,1.00:0.75:0:1.02:2.78:3.14:0:0:0,2.01E3,0,1.00:0,4.51,,
,0.14,10.12,1017.8454,0.11 - 0.21,1,3.4E4,-,-,0,-,-,0,-,-,0,-,-,0,1017.8460,0.17,1.9E4,1017.8448,0.18,2.86E5,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:15.07:0:0:0,5.09E4,0,1.00:0,0.17,,
,0.14,4.04,280.1496,0.12 - 0.34,1,5.3E4,-,-,0,-,-,0,-,-,0,280.1497,0.16,3.74E5,-,-,0,-,-,0,-,-,0,280.1494,0.16,1.05E5,-,-,0,0:0:0:3.56:0:0:0:1.00:0,6.24E4,3.51E4,1.78:1.00,0.16,,
,0.14,10.20,328.9044,8.67 - 13.31,3,1.8E3,328.9038,9.02,5.46E2,328.9038,8.74,2.54E2,328.9046,8.99,1.53E2,-,-,0,-,-,0,328.9052,9.00,1.37E2,328.9047,9.69,1.38E4,328.9045,9.38,8.83E2,-,-,0,0.62:0.29:0.17:0:0:0.16:15.69:1.00:0,1.82E2,4.91E3,0.04:1.00,9.14,,
,0.14,5.22,667.5185,9.34 - 10.35,1,1.9E3,667.5191,9.75,5.11E3,667.5182,9.76,4.97E3,667.5186,9.55,2.01E3,-,-,0,667.5186,9.50,2.63E3,-,-,0,-,-,0,-,-,0,667.5183,9.52,2.43E3,1.00:0.97:0.39:0:0.52:0:0:0:0.48,2.45E3,8.09E2,3.03:1.00,9.61,,
,0.14,10.12,553.0377,2.81 - 2.91,1,227.1,-,-,0,553.0379,2.86,6.56E2,553.0372,2.86,9.53E2,553.0381,2.85,4.36E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.45:0.66:0:0:0:0:0,3.41E2,0,1.00:0,2.86,,
,0.14,10.21,967.8248,14.43 - 14.55,1,236.1,-,-,0,-,-,0,-,-,0,-,-,0,967.8257,14.49,1.53E3,967.8239,14.49,5.95E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.39:0:0:0,3.54E2,0,1.00:0,14.49,,
,0.14,4.20,656.8162,5.27 - 11.43,1,4.7E3,656.8185,5.98,3.56E3,656.8164,6.22,1.71E3,-,-,0,-,-,0,656.8169,6.43,2.37E4,656.8173,5.34,4.27E3,656.8114,7.52,7.56E2,656.8165,6.57,7.95E3,-,-,0,0.45:0.21:0:0:2.98:0.54:0.10:1.00:0,5.54E3,2.9E3,1.91:1.00,6.34,,
,0.14,3.76,470.0302,0.60 - 0.96,1,765.1,470.0302,0.88,2.02E3,-,-,0,-,-,0,-,-,0,470.0303,0.87,1.89E3,-,-,0,-,-,0,-,-,0,470.0302,0.87,2.98E3,1.00:0:0:0:0.94:0:0:0:1.48,6.5E2,9.94E2,0.65:1.00,0.88,,
,0.14,3.23,734.7958,19.82 - 20.15,1,1.2E3,-,-,0,734.7959,19.99,2.55E3,-,-,0,734.7952,20.08,2.27E3,734.7957,20.03,1.53E3,734.7953,19.91,1.22E3,734.7968,19.98,3.32E3,-,-,0,-,-,0,0:1.00:0:0.89:0.60:0.48:1.30:0:0,1.26E3,1.11E3,1.14:1.00,20.00,,
,0.14,10.21,321.9421,0.26 - 0.46,1,6.3E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,321.9421,0.32,5.66E4,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.89E4,0:1.00,0.32,,
,0.14,3.69,708.8125,18.56 - 20.14,1,5.8E3,-,-,0,708.8118,19.12,1.05E4,708.8124,19.89,1.2E4,-,-,0,708.8126,19.04,7.43E3,-,-,0,708.8121,19.13,1.48E4,-,-,0,708.8135,19.25,7.3E3,0:1.00:1.15:0:0.71:0:1.41:0:0.70,4.99E3,7.36E3,0.68:1.00,19.28,,
,0.14,6.69,275.8246,4.62 - 9.46,1,2.6E3,275.8248,4.76,1.03E4,275.8248,4.85,4.87E3,275.8242,5.27,4.49E3,275.8247,5.03,1.99E3,-,-,0,-,-,0,-,-,0,-,-,0,275.8248,4.93,2.02E3,1.00:0.47:0.44:0.19:0:0:0:0:0.20,3.6E3,6.72E2,5.36:1.00,4.97,,
,0.14,4.17,757.8320,18.72 - 20.26,1,1E3,757.8306,20.13,3.62E3,757.8274,18.76,3.54E2,-,-,0,-,-,0,-,-,0,757.8360,18.88,7.5E2,757.8325,19.09,1.27E3,757.8330,19.82,2.38E3,757.8324,19.38,7.88E2,1.52:0.15:0:0:0:0.32:0.53:1.00:0.33,7.87E2,1.48E3,0.53:1.00,19.35,,
,0.14,3.54,680.5233,1.15 - 1.38,1,335.3,-,-,0,-,-,0,-,-,0,680.5228,1.30,1.8E3,-,-,0,-,-,0,-,-,0,680.5239,1.29,1.22E3,-,-,0,0:0:0:1.47:0:0:0:1.00:0,3E2,4.07E2,0.74:1.00,1.30,,
,0.14,3.46,254.9175,12.70 - 18.27,1,2.5E5,-,-,0,254.9177,17.93,5.36E5,-,-,0,-,-,0,254.9176,17.72,5.05E5,254.9177,17.70,3.38E5,254.9172,18.14,5.98E5,-,-,0,254.9174,17.79,-,0:1.00:0:0:0.94:0.63:1.12:0:-,2.3E5,2.99E5,0.77:1.00,17.86,,
,0.14,3.43,1030.0969,8.12 - 8.46,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,1030.0957,8.32,6.96E3,-,-,0,1030.0981,8.36,2.71E3,-,-,0,-,-,0,0:0:0:0:1.00:0:0.39:0:0,1.16E3,9.05E2,1.28:1.00,8.34,,
,0.14,4.55,552.8718,10.77 - 13.87,1,1.2E3,-,-,0,-,-,0,552.8716,11.08,3.75E3,-,-,0,552.8715,11.41,1.42E3,-,-,0,552.8724,13.72,1.15E3,552.8708,11.51,1.57E3,552.8724,11.11,3.11E3,0:0:2.39:0:0.90:0:0.73:1.00:1.98,8.61E2,1.94E3,0.44:1.00,11.76,,
,0.14,4.46,709.7899,19.44 - 20.05,2,213.9,709.7882,19.64,1.64E2,709.7908,19.48,4.88E2,-,-,0,-,-,0,709.7904,20.01,4.56E2,709.7913,19.88,4.56E2,-,-,0,709.7890,19.75,3.62E2,-,-,0,0.45:1.35:0:0:1.26:1.26:0:1.00:0,2.61E2,1.21E2,2.16:1.00,19.75,,
,0.14,10.21,795.2757,18.31 - 19.92,1,2.7E3,-,-,0,795.2731,18.84,1.19E3,-,-,0,-,-,0,-,-,0,-,-,0,795.2777,18.44,1.19E4,795.2761,19.52,7.8E3,795.2760,18.85,3.87E3,0:0.15:0:0:0:0:1.52:1.00:0.50,1.98E2,7.84E3,0.03:1.00,18.91,,
,0.14,3.92,700.8007,8.54 - 14.12,1,1.5E3,-,-,0,700.8003,10.96,6.22E3,700.7997,10.49,2.18E3,700.8004,10.52,1.04E3,-,-,0,700.8033,8.62,6.97E2,-,-,0,700.8014,10.39,2.22E3,700.7991,9.94,8.31E2,0:2.80:0.98:0.47:0:0.31:0:1.00:0.37,1.69E3,1.02E3,1.66:1.00,10.15,,
,0.14,4.38,622.3583,19.65 - 20.19,2,604,622.3594,20.10,6.33E2,622.3589,19.89,1.07E3,622.3580,20.02,9.47E2,-,-,0,-,-,0,-,-,0,622.3583,19.87,1.67E3,622.3572,19.83,1.11E3,-,-,0,0.57:0.96:0.85:0:0:0:1.50:1.00:0,4.42E2,9.28E2,0.48:1.00,19.94,,
,0.14,6.75,794.0424,4.68 - 5.11,1,1.3E3,-,-,0,-,-,0,-,-,0,-,-,0,794.0415,5.02,1.06E4,-,-,0,-,-,0,-,-,0,794.0434,5.02,9.57E2,0:0:0:0:1.00:0:0:0:0.09,1.77E3,3.19E2,5.55:1.00,5.02,,
,0.14,10.12,586.8181,7.53 - 8.61,1,465.3,586.8136,8.14,6.99E2,586.8199,7.74,5.58E2,586.8248,8.24,1.06E3,586.8130,8.30,7.87E2,586.8169,8.48,6.05E2,586.8206,8.51,4.81E2,-,-,0,-,-,0,-,-,0,1.00:0.80:1.51:1.13:0.87:0.69:0:0:0,6.98E2,0,1.00:0,8.23,,
,0.14,10.16,1243.7658,8.85 - 9.03,1,319,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1243.7655,8.98,2.07E3,1243.7661,8.95,7.97E2,0:0:0:0:0:0:0:1.00:0.38,0,9.57E2,0:1.00,8.97,,
,0.14,10.16,387.1567,0.14 - 0.20,1,1.5E4,387.1567,0.16,1.31E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.18E4,0,1.00:0,0.16,,
,0.14,3.91,299.1133,0.10 - 0.33,1,8.3E3,299.1130,0.14,3.08E4,-,-,0,-,-,0,-,-,0,-,-,0,299.1133,0.16,2.64E4,-,-,0,299.1135,0.16,1.72E4,-,-,0,1.79:0:0:0:0:1.53:0:1.00:0,9.52E3,5.74E3,1.66:1.00,0.15,,
,0.14,4.59,621.3598,19.03 - 20.15,2,642.4,621.3615,19.56,1.74E3,621.3605,19.97,1.31E3,-,-,0,-,-,0,621.3594,19.40,5.86E2,621.3572,20.13,1.12E3,621.3606,19.82,6.34E2,621.3598,19.05,3.89E2,-,-,0,4.46:3.38:0:0:1.51:2.89:1.63:1.00:0,7.93E2,3.41E2,2.33:1.00,19.66,,
,0.14,5.27,770.4980,8.19 - 8.63,1,1.5E3,-,-,0,770.4982,8.49,5.24E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.4979,8.47,8.24E3,-,-,0,0:0.64:0:0:0:0:0:1.00:0,8.73E2,2.75E3,0.32:1.00,8.48,,
,0.14,3.08,328.8617,4.01 - 4.86,1,380.9,-,-,0,328.8621,4.11,2.77E2,328.8621,4.59,1.26E3,328.8614,4.20,7.11E2,-,-,0,-,-,0,-,-,0,328.8614,4.26,5.64E2,328.8614,4.53,6.13E2,0:0.49:2.24:1.26:0:0:0:1.00:1.09,3.75E2,3.92E2,0.96:1.00,4.34,,
,0.14,10.00,599.3070,0.30 - 0.51,1,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,599.3074,0.38,2.04E4,599.3066,0.39,1.38E3,0:0:0:0:0:0:0:1.00:0.07,0,7.27E3,0:1.00,0.39,,
,0.14,10.00,443.3492,1.03 - 2.01,1,3.9E3,-,-,0,443.3492,1.90,1.47E3,-,-,0,-,-,0,443.3492,1.88,3.35E4,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:22.87:0:0:0:0,5.84E3,0,1.00:0,1.89,,
,0.14,5.26,477.1630,13.77 - 19.29,1,5.4E3,477.1622,15.03,3.21E2,-,-,0,-,-,0,-,-,0,-,-,0,477.1630,13.84,4.2E4,-,-,0,477.1637,14.29,6.71E3,-,-,0,0.05:0:0:0:0:6.26:0:1.00:0,7.05E3,2.24E3,3.15:1.00,14.39,,
,0.14,3.90,775.8061,18.80 - 20.15,1,2.3E3,775.8063,19.06,2.75E3,775.8081,18.96,1.58E3,775.8063,19.06,7.62E3,-,-,0,775.8055,19.03,4.08E3,-,-,0,-,-,0,775.8045,19.12,4.84E3,-,-,0,0.57:0.33:1.57:0:0.84:0:0:1.00:0,2.67E3,1.61E3,1.65:1.00,19.05,,
,0.14,6.56,576.7881,14.39 - 20.13,1,1.1E4,576.7905,16.53,1.24E3,576.7848,16.40,6.18E2,576.7954,16.33,1.54E3,576.7841,16.77,9.98E2,-,-,-,576.7854,16.83,1.61E4,576.7849,16.81,2.79E4,576.7941,14.59,1.23E4,576.7856,16.79,2.48E4,0.10:0.05:0.13:0.08:-:1.31:2.27:1.00:2.01,4.09E3,2.17E4,0.19:1.00,16.38,,
,0.14,5.02,1334.7168,20.08 - 20.23,1,2.2E3,-,-,0,1334.7227,20.18,4.77E3,-,-,0,1334.7119,20.16,3.23E3,-,-,0,-,-,0,1334.7166,20.19,4.09E3,1334.7192,20.17,4.58E3,1334.7136,20.19,2.8E3,0:1.04:0:0.71:0:0:0.89:1.00:0.61,1.33E3,3.83E3,0.35:1.00,20.18,,
,0.14,3.36,527.4438,3.21 - 3.66,1,888.9,-,-,0,-,-,0,-,-,0,527.4439,3.56,4.93E3,-,-,0,-,-,0,-,-,0,527.4437,3.56,3.07E3,-,-,0,0:0:0:1.61:0:0:0:1.00:0,8.22E2,1.02E3,0.80:1.00,3.56,,
,0.14,9.87,445.8211,1.14 - 4.64,1,1.4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,445.8211,2.61,1.29E5,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.29E4,0:1.00,2.61,,
,0.14,4.02,762.4268,2.66 - 9.01,3,1.5E5,762.4283,3.78,3.4E5,762.4248,3.57,1.52E4,762.4275,4.01,3.81E5,762.4269,4.01,2.83E5,762.4266,4.00,7.68E3,-,-,0,-,-,0,762.4271,3.85,3.59E3,762.4260,3.64,2.85E5,94.71:4.25:106.33:78.83:2.14:0:0:1.00:79.39,1.71E5,9.61E4,1.78:1.00,3.84,,
,0.14,4.45,710.8311,13.16 - 16.45,1,740.2,-,-,0,710.8336,16.21,1.28E3,710.8291,16.26,1.74E3,710.8312,13.25,1.09E3,710.8305,14.54,1.33E3,-,-,0,-,-,0,710.8298,14.05,4.36E2,710.8323,14.91,7.9E2,0:2.93:3.98:2.51:3.04:0:0:1.00:1.81,9.06E2,4.09E2,2.22:1.00,14.87,,
,0.14,3.66,475.1756,1.83 - 2.12,1,516.2,-,-,0,-,-,0,-,-,0,-,-,0,475.1753,2.03,2.67E3,-,-,0,-,-,0,475.1759,2.03,1.97E3,-,-,0,0:0:0:0:1.35:0:0:1.00:0,4.45E2,6.58E2,0.68:1.00,2.03,,
,0.14,3.09,467.1334,14.81 - 19.76,1,602.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,467.1335,14.91,3.55E3,-,-,0,467.1332,15.41,1.87E3,-,-,0,0:0:0:0:0:1.89:0:1.00:0,5.91E2,6.24E2,0.95:1.00,15.16,,
,0.14,4.96,709.8327,15.36 - 16.63,1,411.8,709.8353,15.90,5.3E2,709.8295,15.43,3.84E2,-,-,0,-,-,0,-,-,0,709.8324,16.50,6.19E2,709.8326,15.67,7.27E2,709.8301,16.23,6.72E2,709.8361,16.22,7.74E2,0.79:0.57:0:0:0:0.92:1.08:1.00:1.15,2.55E2,7.25E2,0.35:1.00,15.99,,
,0.14,7.94,369.2758,0.16 - 0.51,1,3.1E3,-,-,0,-,-,0,-,-,0,369.2758,0.40,5.01E3,-,-,0,-,-,0,-,-,0,369.2757,0.43,2.25E4,-,-,0,0:0:0:0.22:0:0:0:1.00:0,8.36E2,7.48E3,0.11:1.00,0.41,,
,0.14,9.73,774.4629,3.53 - 9.02,3,1.2E5,-,-,0,-,-,0,774.4636,4.02,4.17E5,774.4616,4.01,3.01E5,-,-,0,774.4620,4.01,2.55E5,-,-,0,774.4642,4.01,-,-,-,0,0:0:1.00:0.72:0:0.61:0:-:0,1.62E5,0,1.00:0,4.01,,
,0.14,3.22,415.2733,0.26 - 0.55,1,2.2E3,-,-,0,-,-,0,-,-,0,415.2732,0.40,1.27E4,-,-,0,-,-,0,-,-,0,-,-,0,415.2735,0.43,7.3E3,0:0:0:1.00:0:0:0:0:0.57,2.12E3,2.43E3,0.87:1.00,0.42,,
,0.14,3.70,528.7241,0.11 - 0.22,1,6.8E4,-,-,0,-,-,0,-,-,0,528.7237,0.18,3.46E5,-,-,0,-,-,0,-,-,0,-,-,0,528.7245,0.16,2.62E5,0:0:0:1.00:0:0:0:0:0.76,5.77E4,8.73E4,0.66:1.00,0.17,,
,0.14,3.84,315.8773,0.11 - 0.35,3,5.6E3,-,-,0,-,-,0,315.8769,0.16,1.92E4,-,-,0,315.8775,0.17,1.95E4,-,-,0,-,-,0,315.8774,0.18,1.18E4,-,-,0,0:0:1.62:0:1.65:0:0:1.00:0,6.45E3,3.94E3,1.64:1.00,0.17,,
,0.14,3.10,457.1055,15.95 - 17.17,1,394.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,457.1054,16.05,2.41E3,-,-,0,457.1055,16.62,1.14E3,-,-,0,0:0:0:0:0:2.12:0:1.00:0,4.02E2,3.79E2,1.06:1.00,16.34,,
,0.14,4.35,556.8163,1.43 - 2.89,1,552.8,556.8158,1.70,3.36E2,556.8159,2.13,5.98E2,-,-,0,-,-,0,556.8157,1.63,1.39E3,556.8180,1.74,8.89E1,556.8167,2.62,1.81E3,556.8159,2.10,7.44E2,-,-,0,0.45:0.80:0:0:1.87:0.12:2.44:1.00:0,4.03E2,8.52E2,0.47:1.00,1.98,,
,0.14,9.80,688.6616,0.11 - 0.21,1,3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,688.6616,0.18,2.7E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.5E4,0,1.00:0,0.18,,
,0.14,3.95,586.8230,9.45 - 11.18,1,1.2E3,586.8247,9.55,3.73E3,-,-,0,586.8163,10.01,9.59E2,586.8239,11.09,6.39E2,586.8229,10.15,2.66E3,586.8272,10.81,4.16E2,586.8232,9.86,2.44E3,-,-,0,-,-,0,1.00:0:0.26:0.17:0.71:0.11:0.65:0:0,1.4E3,8.12E2,1.73:1.00,10.24,,
,0.14,3.86,1292.7358,20.10 - 20.23,1,2.5E3,1292.7400,20.15,4.23E3,1292.7406,20.18,4.9E3,-,-,0,-,-,0,1292.7324,20.17,5E3,1292.7390,20.18,3.09E3,-,-,0,1292.7268,20.17,5.21E3,-,-,0,0.81:0.94:0:0:0.96:0.59:0:1.00:0,2.87E3,1.74E3,1.65:1.00,20.17,,
