Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,PITPNC1_G00_neg m/z,PITPNC1_G00_neg RT mean,PITPNC1_G00_neg Normalized Area,PITPNC1_G05_neg m/z,PITPNC1_G05_neg RT mean,PITPNC1_G05_neg Normalized Area,PITPNC1_G06_neg m/z,PITPNC1_G06_neg RT mean,PITPNC1_G06_neg Normalized Area,PITPNC1_G07_neg m/z,PITPNC1_G07_neg RT mean,PITPNC1_G07_neg Normalized Area,PITPNC1_G10_neg m/z,PITPNC1_G10_neg RT mean,PITPNC1_G10_neg Normalized Area,PITPNC1_G11_neg m/z,PITPNC1_G11_neg RT mean,PITPNC1_G11_neg Normalized Area,PITPNC1_G12_neg m/z,PITPNC1_G12_neg RT mean,PITPNC1_G12_neg Normalized Area,PITPNC1_G08_neg m/z,PITPNC1_G08_neg RT mean,PITPNC1_G08_neg Normalized Area,PITPNC1_G09_neg m/z,PITPNC1_G09_neg RT mean,PITPNC1_G09_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.08,3.28,739.7832,12.25 - 12.59,1,211.4,-,-,0,-,-,0,-,-,0,739.7856,12.38,4.72E2,739.7814,12.38,4.25E2,-,-,0,739.7813,12.30,6.43E2,739.7843,12.55,3.63E2,-,-,0,0:0:0:1.00:0.90:0:1.36:0.77:0,2.2E2,1.82E2,1.00:0.83,12.40,,
,0.08,8.65,768.7284,9.14 - 15.40,1,6.9E3,768.7294,9.31,1.09E4,-,-,0,768.7284,9.59,1.57E4,768.7291,10.61,3.04E4,-,-,0,-,-,0,768.7256,9.42,4.08E3,-,-,0,768.7295,9.35,6.62E2,1.00:0:1.43:2.78:0:0:0.37:0:0.06,8.72E3,3.31E2,1.00:0.04,9.65,,
,0.08,8.70,807.4224,12.68 - 12.96,1,377.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,807.4224,12.85,3.39E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,4.85E2,0,1.00:0,12.85,,
,0.08,8.70,459.1019,14.76 - 18.11,1,988.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,459.1019,14.83,8.9E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.27E3,0,1.00:0,14.83,,
,0.08,3.64,302.8983,3.07 - 3.34,3,278.6,-,-,0,-,-,0,302.8984,3.23,1.13E3,302.8982,3.11,6.08E2,-,-,0,-,-,0,-,-,0,302.8980,3.28,3.89E2,302.8985,3.09,3.77E2,0:0:1.00:0.54:0:0:0:0.34:0.33,2.49E2,3.83E2,1.00:1.54,3.18,,
,0.08,8.73,442.3334,2.21 - 2.44,1,349.2,-,-,0,442.3334,2.30,3.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.49E2,0,1.00:0,2.30,,
,0.08,8.73,990.2677,20.03 - 20.21,2,334.6,-,-,0,990.2699,20.15,1.41E3,-,-,0,990.2655,20.13,1.6E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.13:0:0:0:0:0,4.3E2,0,1.00:0,20.14,,
,0.08,8.73,753.5297,12.92 - 13.14,1,240,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,753.5297,13.01,2.16E3,0:0:0:0:0:0:0:0:1.00,0,1.08E3,0:1.00,13.01,,
,0.08,3.10,543.8438,18.32 - 18.88,1,387.1,-,-,0,543.8430,18.55,1.04E3,-,-,0,543.8441,18.80,9.59E2,-,-,0,-,-,0,543.8445,18.37,7.52E2,-,-,0,543.8434,18.54,7.33E2,0:1.00:0:0.92:0:0:0.72:0:0.70,3.93E2,3.66E2,1.00:0.93,18.57,,
,0.08,8.73,579.4995,7.83 - 8.11,1,142.5,579.4995,7.89,1.28E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.83E2,0,1.00:0,7.89,,
,0.08,8.73,668.7871,12.38 - 13.58,1,663.6,668.7883,12.71,1.68E3,668.7876,12.63,1.53E3,-,-,0,-,-,0,-,-,0,668.7865,12.73,2.12E3,668.7858,12.42,6.41E2,-,-,0,-,-,0,1.10:1.00:0:0:0:1.38:0.42:0:0,8.53E2,0,1.00:0,12.62,,
,0.08,8.73,948.8582,17.06 - 17.15,1,140.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,948.8582,17.09,1.27E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.81E2,0,1.00:0,17.09,,
,0.08,8.73,643.3995,5.05 - 5.25,1,151.2,643.3995,5.14,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.94E2,0,1.00:0,5.14,,
,0.08,8.73,1265.6802,20.16 - 20.23,1,211,-,-,0,1265.6802,20.22,1.9E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.71E2,0,1.00:0,20.22,,
,0.08,3.80,571.9280,1.88 - 2.56,1,1.3E3,-,-,0,-,-,0,-,-,0,-,-,0,571.9286,2.27,5.68E3,-,-,0,571.9279,2.27,2.03E3,571.9276,2.28,3.74E3,-,-,0,0:0:0:0:1.00:0:0.36:0.66:0,1.1E3,1.87E3,1.00:1.70,2.28,,
,0.08,4.32,275.8237,9.73 - 11.91,1,454.3,-,-,0,275.8231,10.21,8.08E2,-,-,0,275.8239,9.88,1.66E3,-,-,0,-,-,0,-,-,0,275.8240,9.97,5.56E2,275.8235,11.68,1.07E3,0:1.00:0:2.05:0:0:0:0.69:1.32,3.52E2,8.12E2,1.00:2.31,10.44,,
,0.08,8.70,834.7690,9.74 - 13.48,1,783.7,-,-,0,834.7690,9.77,4.37E2,-,-,0,-,-,0,834.7716,10.24,5.68E2,-,-,0,-,-,0,834.7681,10.04,2.6E3,834.7675,13.12,3.45E3,0:1.00:0:0:1.30:0:0:5.96:7.89,1.44E2,3.02E3,1.00:21.08,10.79,,
,0.08,8.70,796.7021,14.93 - 15.01,1,135.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,796.7021,15.00,1.22E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.74E2,0,1.00:0,15.00,,
,0.08,3.83,534.8073,10.17 - 11.14,1,487.9,534.8080,10.66,7.88E2,-,-,0,-,-,0,534.8070,10.42,7E2,-,-,0,534.8070,10.86,1.45E3,-,-,0,534.8074,10.19,1.45E3,-,-,0,1.00:0:0:0.89:0:1.84:0:1.84:0,4.2E2,7.26E2,1.00:1.73,10.53,,
,0.08,8.66,344.1699,0.21 - 0.33,1,504.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,344.1699,0.26,4.54E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.48E2,0,1.00:0,0.26,,
,0.08,8.66,449.0719,13.89 - 14.15,1,119,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,449.0719,13.96,1.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.53E2,0,1.00:0,13.96,,
,0.08,8.66,1449.9755,16.41 - 16.49,1,350.3,-,-,0,1449.9755,16.45,3.15E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.5E2,0,1.00:0,16.45,,
,0.08,3.95,500.7624,18.32 - 18.61,1,428.2,-,-,0,-,-,0,500.7615,18.42,1.81E3,-,-,0,500.7629,18.53,7.79E2,500.7612,18.46,7.54E2,-,-,0,-,-,0,500.7639,18.45,5.11E2,0:0:1.00:0:0.43:0.42:0:0:0.28,4.77E2,2.56E2,1.00:0.54,18.47,,
,0.08,8.66,712.4912,7.28 - 7.47,1,249.1,-,-,0,712.4912,7.36,2.24E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.2E2,0,1.00:0,7.36,,
,0.08,8.66,1000.8031,10.40 - 10.64,1,295.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1000.8031,10.52,2.66E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,3.79E2,0,1.00:0,10.52,,
,0.08,8.66,637.0504,3.05 - 3.44,1,543.9,-,-,0,637.0503,3.15,4.05E3,637.0505,3.34,8.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.21:0:0:0:0:0:0,6.99E2,0,1.00:0,3.24,,
,0.08,8.71,471.3691,6.02 - 6.85,1,705.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,471.3691,6.19,6.35E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,9.07E2,0,1.00:0,6.19,,
,0.08,8.71,763.3130,2.69 - 2.98,1,366.4,-,-,0,-,-,0,-,-,0,-,-,0,763.3130,2.83,3.3E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,4.71E2,0,1.00:0,2.83,,
,0.08,8.71,762.8492,10.07 - 11.19,1,480.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,762.8492,10.69,4.33E3,0:0:0:0:0:0:0:0:1.00,0,2.16E3,0:1.00,10.69,,
,0.08,8.71,584.4264,0.62 - 0.81,1,436.9,-,-,0,584.4264,0.66,3.93E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.62E2,0,1.00:0,0.66,,
,0.08,8.71,702.4723,5.36 - 5.52,1,183.5,-,-,0,702.4723,5.42,1.65E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.36E2,0,1.00:0,5.42,,
,0.08,8.71,548.3220,3.24 - 3.37,1,202.5,-,-,0,548.3220,3.31,1.82E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.6E2,0,1.00:0,3.31,,
,0.08,8.71,639.4489,3.32 - 3.56,1,159.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,639.4489,3.54,1.44E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,2.05E2,0,1.00:0,3.54,,
,0.08,8.71,673.4517,2.64 - 2.72,1,82.1,673.4517,2.67,7.38E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.05E2,0,1.00:0,2.67,,
,0.08,3.02,681.8481,19.57 - 20.20,1,926.3,681.8482,19.92,1.73E3,-,-,0,-,-,0,-,-,0,681.8508,19.85,3.73E3,-,-,0,681.8455,19.60,1.05E3,-,-,0,681.8480,19.92,1.84E3,1.00:0:0:0:2.16:0:0.61:0:1.06,9.29E2,9.18E2,1.00:0.99,19.82,,
,0.08,8.71,447.0734,14.84 - 15.04,1,103.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,447.0734,14.92,9.34E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.33E2,0,1.00:0,14.92,,
,0.08,3.42,1109.7608,20.11 - 20.24,2,1.5E3,1109.7671,20.19,2.46E3,1109.7574,20.20,3.31E3,-,-,0,-,-,0,-,-,0,-,-,0,1109.7576,20.17,4.18E3,1109.7610,20.17,3.77E3,-,-,0,0.74:1.00:0:0:0:0:1.26:1.14:0,1.42E3,1.89E3,1.00:1.33,20.18,,
,0.08,8.71,521.3845,5.75 - 5.91,1,135.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,521.3845,5.83,1.22E3,0:0:0:0:0:0:0:0:1.00,0,6.1E2,0:1.00,5.83,,
,0.08,8.71,1031.5427,2.41 - 2.48,1,149.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1031.5427,2.45,1.35E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.92E2,0,1.00:0,2.45,,
,0.08,8.71,959.8004,16.38 - 16.45,1,127.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,959.8004,16.45,1.14E3,0:0:0:0:0:0:0:0:1.00,0,5.72E2,0:1.00,16.45,,
,0.08,8.71,438.0291,0.37 - 0.61,1,1.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,438.0291,0.49,1.57E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,2.25E3,0,1.00:0,0.49,,
,0.08,8.71,445.3274,2.13 - 2.42,1,460.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,445.3274,2.37,4.14E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.92E2,0,1.00:0,2.37,,
,0.08,8.71,629.4804,9.55 - 10.24,1,1.4E3,-,-,0,629.4799,9.92,2.47E3,-,-,0,-,-,0,-,-,0,-,-,0,629.4809,9.92,9.93E3,-,-,0,-,-,0,0:1.00:0:0:0:0:4.02:0:0,1.77E3,0,1.00:0,9.92,,
,0.08,8.71,475.1609,16.67 - 16.88,1,106.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,475.1609,16.73,9.58E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.37E2,0,1.00:0,16.73,,
,0.08,5.10,733.7917,19.27 - 20.10,2,599.5,-,-,0,-,-,0,-,-,0,-,-,0,733.7903,20.01,1.67E3,733.7919,19.78,1.03E3,-,-,0,733.7919,19.33,7.11E2,733.7927,19.59,1.99E3,0:0:0:0:1.00:0.62:0:0.43:1.19,3.85E2,1.35E3,1.00:3.51,19.68,,
,0.08,6.62,789.7907,9.86 - 19.07,1,2E4,-,-,0,789.7914,10.44,2.68E4,-,-,0,789.7913,10.82,1.7E4,789.7899,11.01,1.88E3,-,-,0,789.7903,11.49,1.35E4,-,-,0,789.7908,14.07,1.2E5,0:1.00:0:0.63:0.07:0:0.50:0:4.46,8.45E3,5.98E4,1.00:7.07,11.57,,
,0.08,4.30,315.8767,6.08 - 7.00,1,434.4,-,-,0,315.8766,6.85,1.27E3,-,-,0,315.8765,6.90,1.09E3,-,-,0,-,-,0,-,-,0,315.8770,6.17,6.18E2,315.8766,6.94,9.26E2,0:1.00:0:0.86:0:0:0:0.49:0.73,3.38E2,7.72E2,1.00:2.28,6.72,,
,0.08,3.68,532.8102,11.17 - 11.84,1,454.6,-,-,0,-,-,0,532.8102,11.65,1.73E3,-,-,0,532.8094,11.69,9.79E2,-,-,0,532.8105,11.53,7.53E2,532.8104,11.21,6.27E2,-,-,0,0:0:1.00:0:0.57:0:0.44:0.36:0,4.95E2,3.13E2,1.00:0.63,11.52,,
,0.08,8.71,1101.2687,10.88 - 11.05,1,297.6,-,-,0,-,-,0,1101.2687,10.95,2.68E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.83E2,0,1.00:0,10.95,,
,0.08,8.66,721.1446,6.28 - 7.19,1,331.9,-,-,0,-,-,0,721.1446,6.60,2.99E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.27E2,0,1.00:0,6.60,,
,0.08,8.66,616.8423,19.48 - 20.15,2,569.8,616.8428,19.57,1.05E3,616.8427,20.03,1.38E3,-,-,0,-,-,0,616.8419,20.03,2.01E3,616.8417,20.10,6.95E2,-,-,0,-,-,0,-,-,0,0.76:1.00:0:0:1.46:0.50:0:0:0,7.33E2,0,1.00:0,19.93,,
,0.08,8.66,570.4853,7.98 - 8.22,1,369.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,570.4853,8.09,3.33E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.75E2,0,1.00:0,8.09,,
,0.08,3.41,576.7938,12.22 - 16.21,1,7.4E3,-,-,0,576.7941,13.41,1.24E4,-,-,0,576.7930,13.94,7.24E3,-,-,0,-,-,0,576.7942,12.56,2.85E4,576.7941,13.06,1.83E4,-,-,0,0:1.00:0:0.58:0:0:2.29:1.47:0,6.88E3,9.14E3,1.00:1.33,13.24,,
,0.08,8.62,476.1307,5.16 - 5.81,1,430.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,476.1307,5.72,3.87E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.94E3,0:1.00,5.72,,
,0.08,8.62,602.5652,7.96 - 8.32,1,226.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,602.5652,8.22,2.04E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,2.91E2,0,1.00:0,8.22,,
,0.08,8.62,636.4185,3.03 - 3.31,1,119.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,636.4185,3.17,1.07E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.53E2,0,1.00:0,3.17,,
,0.08,3.81,314.8722,8.24 - 14.53,1,1.4E4,-,-,0,314.8721,10.23,3.43E4,314.8719,9.53,5.13E4,-,-,0,-,-,0,314.8725,9.98,2.39E4,-,-,0,314.8724,10.42,1.82E4,-,-,0,0:1.00:1.50:0:0:0.70:0:0.53:0,1.56E4,9.12E3,1.00:0.58,10.04,,
,0.08,8.62,1212.7587,8.26 - 8.61,1,445.3,-,-,0,-,-,0,1212.7587,8.41,4.01E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,5.73E2,0,1.00:0,8.41,,
,0.08,8.62,556.8293,10.67 - 11.32,2,45.8,-,-,0,-,-,0,-,-,0,556.8292,11.28,1.37E2,556.8294,10.71,2.75E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:2.00:0:0:0:0,5.88E1,0,1.00:0,11.00,,
,0.08,3.24,420.8406,1.48 - 2.17,3,354.6,-,-,0,-,-,0,420.8408,1.58,1.22E3,-,-,0,420.8409,1.55,1.17E3,-,-,0,-,-,0,-,-,0,420.8401,1.88,8.06E2,0:0:1.00:0:0.96:0:0:0:0.66,3.41E2,4.03E2,1.00:1.18,1.67,,
,0.08,3.84,612.8619,19.52 - 19.98,1,986.6,612.8610,19.59,1.41E3,-,-,0,-,-,0,612.8635,19.75,1.71E3,-,-,0,-,-,0,612.8625,19.86,2.79E3,-,-,0,612.8608,19.73,2.96E3,1.00:0:0:1.21:0:0:1.98:0:2.10,8.45E2,1.48E3,1.00:1.75,19.73,,
,0.08,8.65,698.5824,9.51 - 9.69,1,172.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,698.5824,9.59,1.55E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,2.22E2,0,1.00:0,9.59,,
,0.08,4.60,314.8722,3.68 - 11.33,1,1.2E3,-,-,0,314.8721,6.36,2.6E3,-,-,0,314.8721,7.47,2.6E3,-,-,0,314.8728,6.43,-,-,-,0,314.8719,6.13,8.4E2,314.8719,6.30,3.86E3,0:1.00:0:1.00:0:-:0:0.32:1.49,8.67E2,2.35E3,1.00:2.71,6.54,,
,0.08,8.70,942.4282,9.06 - 9.18,1,172.1,-,-,0,942.4282,9.12,1.55E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.21E2,0,1.00:0,9.12,,
,0.08,8.70,447.0744,14.59 - 15.00,1,139.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,447.0744,14.71,1.25E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.79E2,0,1.00:0,14.71,,
,0.08,8.70,870.0555,6.15 - 6.28,1,144.1,-,-,0,-,-,0,870.0555,6.21,1.3E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.85E2,0,1.00:0,6.21,,
,0.08,3.23,793.7981,20.21 - 20.27,1,354.6,-,-,0,-,-,0,793.7956,20.22,8.66E2,-,-,0,-,-,0,-,-,0,793.7988,20.22,1.53E3,793.7999,20.23,8E2,-,-,0,0:0:1.00:0:0:0:1.76:0.92:0,3.42E2,4E2,1.00:1.17,20.22,,
,0.08,8.68,873.1564,7.94 - 8.08,1,525.7,-,-,0,-,-,0,873.1564,7.97,4.73E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.76E2,0,1.00:0,7.97,,
,0.08,8.75,578.7938,2.69 - 3.81,1,668.4,-,-,0,578.7930,2.81,6.87E2,-,-,0,578.7938,3.28,7.49E2,-,-,0,578.7944,3.12,3.53E3,578.7941,2.79,1.05E3,-,-,0,-,-,0,0:1.00:0:1.09:0:5.14:1.53:0:0,8.59E2,0,1.00:0,3.00,,
,0.08,8.72,481.1285,0.42 - 0.62,1,1.2E3,-,-,0,-,-,0,481.1285,0.55,1.12E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.61E3,0,1.00:0,0.55,,
,0.08,8.72,1261.1735,17.85 - 17.95,1,230.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1261.1735,17.87,2.08E3,0:0:0:0:0:0:0:0:1.00,0,1.04E3,0:1.00,17.87,,
,0.08,8.72,700.6372,15.16 - 15.28,1,139.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,700.6372,15.23,1.26E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.8E2,0,1.00:0,15.23,,
,0.08,8.72,459.2232,0.62 - 1.10,1,592.7,-,-,0,-,-,0,-,-,0,-,-,0,459.2232,0.85,5.33E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,7.62E2,0,1.00:0,0.85,,
,0.08,3.26,641.4257,3.63 - 4.13,1,949.6,-,-,0,641.4252,3.91,3.26E3,-,-,0,-,-,0,-,-,0,-,-,0,641.4255,3.92,3.11E3,641.4265,3.93,2.18E3,-,-,0,0:1.00:0:0:0:0:0.96:0.67:0,9.1E2,1.09E3,1.00:1.20,3.92,,
,0.08,3.47,265.1288,0.83 - 1.39,1,463,-,-,0,265.1284,1.10,1.33E3,265.1287,1.06,1.32E3,-,-,0,265.1291,0.83,7.99E2,-,-,0,-,-,0,-,-,0,265.1291,1.05,7.17E2,0:1.00:0.99:0:0.60:0:0:0:0.54,4.93E2,3.59E2,1.00:0.73,1.01,,
,0.08,8.72,594.1228,6.13 - 6.29,1,102.2,-,-,0,-,-,0,594.1228,6.19,9.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.31E2,0,1.00:0,6.19,,
,0.08,8.72,1088.4302,9.05 - 9.19,1,259.9,-,-,0,1088.4302,9.13,2.34E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.34E2,0,1.00:0,9.13,,
,0.08,8.72,861.1851,9.77 - 9.91,1,165,-,-,0,-,-,0,861.1851,9.85,1.49E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.12E2,0,1.00:0,9.85,,
,0.08,8.72,893.2766,3.65 - 3.72,1,366.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,893.2766,3.68,3.3E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.71E2,0,1.00:0,3.68,,
,0.08,4.52,1180.7237,20.07 - 20.22,1,655.5,-,-,0,1180.7251,20.16,2E3,-,-,0,-,-,0,1180.7263,20.11,1.4E3,-,-,0,-,-,0,1180.7197,20.12,2.5E3,-,-,0,0:1.00:0:0:0.70:0:0:1.25:0,4.86E2,1.25E3,1.00:2.57,20.13,,
,0.08,8.72,585.6958,2.69 - 2.76,2,154.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,585.6958,2.71,1.39E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.95E2,0:1.00,2.71,,
,0.08,8.72,769.3503,11.76 - 12.05,1,379.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,769.3503,11.93,3.41E3,0:0:0:0:0:0:0:0:1.00,0,1.71E3,0:1.00,11.93,,
,0.08,8.72,886.4337,7.58 - 7.74,1,324,-,-,0,886.4337,7.70,2.92E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.17E2,0,1.00:0,7.70,,
,0.08,8.72,386.8082,6.85 - 8.06,3,66.3,386.8079,6.91,1.96E2,-,-,0,-,-,0,-,-,0,386.8077,8.01,1.33E2,-,-,0,386.8091,7.19,2.68E2,-,-,0,-,-,0,1.00:0:0:0:0.68:0:1.37:0:0,8.52E1,0,1.00:0,7.37,,
,0.08,8.72,477.1601,12.07 - 17.30,1,3.5E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.1601,12.30,3.11E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.44E4,0,1.00:0,12.30,,
,0.08,8.72,902.4778,7.89 - 7.97,1,104.7,-,-,0,902.4778,7.91,9.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.35E2,0,1.00:0,7.91,,
,0.08,3.48,418.1570,4.12 - 4.61,1,589.5,-,-,0,418.1565,4.54,2.21E3,418.1574,4.54,1.3E3,-,-,0,-,-,0,-,-,0,418.1575,4.28,8.81E2,-,-,0,418.1566,4.54,9.09E2,0:1.00:0.59:0:0:0:0.40:0:0.41,6.28E2,4.54E2,1.00:0.72,4.48,,
,0.08,3.19,721.8026,4.38 - 4.89,3,444.7,-,-,0,721.8029,4.64,7.6E2,721.8013,4.60,1.7E3,-,-,0,-,-,0,-,-,0,721.8033,4.75,7.37E2,721.8028,4.74,8.04E2,-,-,0,0:1.00:2.24:0:0:0:0.97:1.06:0,4.57E2,4.02E2,1.00:0.88,4.68,,
,0.08,8.72,751.6809,16.41 - 16.50,1,105.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,751.6809,16.44,9.51E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.36E2,0,1.00:0,16.44,,
,0.08,8.72,1238.7693,8.30 - 8.42,1,182.7,-,-,0,-,-,0,1238.7693,8.35,1.64E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.35E2,0,1.00:0,8.35,,
,0.08,8.72,663.4869,13.61 - 14.43,1,973.8,-,-,0,663.4868,14.24,4.88E3,-,-,0,-,-,0,-,-,0,663.4869,14.21,3.89E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.80:0:0:0,1.25E3,0,1.00:0,14.23,,
