Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS2_C00_neg m/z,CLVS2_C00_neg RT mean,CLVS2_C00_neg Normalized Area,CLVS2_C04_neg m/z,CLVS2_C04_neg RT mean,CLVS2_C04_neg Normalized Area,CLVS2_C05_neg m/z,CLVS2_C05_neg RT mean,CLVS2_C05_neg Normalized Area,CLVS2_C06_neg m/z,CLVS2_C06_neg RT mean,CLVS2_C06_neg Normalized Area,CLVS2_C07_neg m/z,CLVS2_C07_neg RT mean,CLVS2_C07_neg Normalized Area,CLVS2_C08_neg m/z,CLVS2_C08_neg RT mean,CLVS2_C08_neg Normalized Area,CLVS2_C09_neg m/z,CLVS2_C09_neg RT mean,CLVS2_C09_neg Normalized Area,CLVS2_C10_neg m/z,CLVS2_C10_neg RT mean,CLVS2_C10_neg Normalized Area,CLVS2_C11_neg m/z,CLVS2_C11_neg RT mean,CLVS2_C11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.22,3.05,740.7838,10.19 - 12.05,1,360,740.7852,11.01,2.45E2,740.7864,10.68,2.75E2,-,-,0,740.7817,10.25,5.62E2,740.7852,10.95,7.02E2,740.7794,10.69,6.23E2,740.7836,11.78,3.39E2,740.7852,11.95,4.94E2,-,-,0,1.00:1.13:0:2.30:2.87:2.55:1.39:2.02:0,3.57E2,3.64E2,1.00:1.02,11.04,,
,0.22,3.23,392.7516,20.76 - 22.00,2,601.9,392.7512,21.10,8.12E2,392.7514,21.07,1.04E3,392.7513,21.11,2.48E2,392.7523,21.17,3.95E2,392.7513,21.19,6.65E2,-,-,0,392.7522,21.33,1.09E3,392.7513,21.91,1.17E3,-,-,0,3.27:4.18:1.00:1.59:2.68:0:4.41:4.71:0,6.31E2,5.65E2,1.00:0.90,21.27,,
,0.22,6.07,768.7852,9.90 - 11.74,1,870.2,768.7859,10.48,7.74E2,768.7835,9.90,4.98E2,768.7828,10.43,3.18E3,768.7910,10.50,7.46E2,768.7822,10.19,1.1E3,768.7869,10.58,4.22E2,-,-,0,-,-,0,768.7842,11.66,1.11E3,0.24:0.16:1.00:0.24:0.35:0.13:0:0:0.35,1.26E3,3.84E2,1.00:0.31,10.53,,
,0.22,4.26,919.3057,20.06 - 20.22,1,1.1E3,919.3070,20.13,1.11E3,919.3113,20.16,2.07E3,919.3015,20.14,1.36E3,-,-,0,919.3022,20.17,2.04E3,-,-,0,919.3033,20.18,1.29E3,-,-,0,919.3088,20.14,1.71E3,0.82:1.52:1.00:0:1.50:0:0.95:0:1.26,1.32E3,7.49E2,1.00:0.57,20.15,,
,0.22,3.86,644.7691,3.91 - 5.13,1,354.2,644.7698,4.62,9.37E2,644.7701,3.94,3.2E2,644.7664,4.36,3.71E2,644.7671,4.06,4.46E2,-,-,0,-,-,0,644.7719,3.97,4.42E2,644.7681,4.31,3.67E2,644.7705,5.10,3.05E2,2.53:0.86:1.00:1.20:0:0:1.19:0.99:0.82,4.15E2,2.78E2,1.00:0.67,4.34,,
,0.22,12.40,925.4770,7.81 - 7.97,1,724.6,-,-,0,925.4750,7.85,3.77E3,925.4786,7.86,1.68E3,925.4772,7.90,1.07E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:2.25:1.00:0.64:0:0:0:0:0,1.3E3,0,1.00:0,7.87,,
,0.22,7.06,344.8947,10.86 - 11.97,3,149.4,344.8950,11.51,9.99E1,344.8938,11.27,3.21E2,344.8951,11.89,1.59E2,344.8957,11.51,2.53E2,344.8942,11.26,3.08E2,-,-,0,344.8951,11.75,1.45E2,-,-,0,344.8942,10.91,5.88E1,0.63:2.02:1.00:1.59:1.94:0:0.91:0:0.37,2.28E2,5.09E1,1.00:0.22,11.44,,
,0.22,3.38,515.8960,6.91 - 9.14,1,328.5,-,-,0,515.8965,6.95,3.17E2,515.8951,8.43,4.3E2,-,-,0,515.8981,7.92,7.6E2,515.8948,8.09,2.59E2,515.8962,9.05,4.81E2,515.8959,8.12,3.74E2,515.8950,8.05,3.36E2,0:0.74:1.00:0:1.77:0.60:1.12:0.87:0.78,3.01E2,3.62E2,1.00:1.20,8.09,,
,0.22,3.43,648.7818,5.14 - 6.50,1,629.1,648.7820,5.35,1.95E3,648.7828,5.20,4.25E2,648.7787,6.20,4.81E2,-,-,0,-,-,0,648.7809,6.15,6.23E2,648.7791,6.49,7.11E2,648.7833,5.54,7.05E2,648.7859,5.99,7.69E2,4.05:0.88:1.00:0:0:1.30:1.48:1.47:1.60,5.71E2,7.02E2,1.00:1.23,5.85,,
,0.22,5.07,396.8364,4.88 - 10.04,2,2.1E3,396.8368,5.04,1.07E4,396.8367,5.74,1.33E3,-,-,0,396.8359,5.68,6.45E2,396.8368,6.04,1.36E3,396.8358,5.86,1.37E3,396.8368,5.79,1.12E3,-,-,0,396.8360,5.22,2.17E3,1.00:0.12:0:0.06:0.13:0.13:0.11:0:0.20,2.8E3,1.16E3,1.00:0.42,5.62,,
,0.22,4.35,651.8715,12.62 - 14.45,1,460.7,651.8708,12.65,3.35E2,651.8696,13.86,8.1E2,651.8757,13.09,5.28E2,-,-,0,-,-,0,651.8723,13.83,3.86E2,651.8706,14.40,6.6E2,651.8702,13.99,6.3E2,651.8708,13.71,7.97E2,0.64:1.53:1.00:0:0:0.73:1.25:1.19:1.51,3.35E2,6.18E2,1.00:1.85,13.65,,
,0.22,4.20,586.8090,2.54 - 3.81,1,431.6,586.8116,3.56,7.99E2,586.8087,3.52,5.96E2,-,-,0,586.8071,3.39,8.41E2,586.8087,3.07,4.22E2,586.8063,3.79,4.32E2,-,-,0,586.8105,3.59,3.21E2,586.8103,2.56,4.73E2,1.00:0.75:0:1.05:0.53:0.54:0:0.40:0.59,5.32E2,3.07E2,1.00:0.58,3.35,,
,0.22,4.81,790.7778,9.57 - 10.43,1,1.1E3,790.7723,9.94,3.34E3,790.7778,10.21,8.76E2,790.7776,10.35,7.61E2,790.7708,9.91,8.38E2,790.7824,10.16,1.59E3,-,-,0,-,-,0,790.7798,9.69,1.56E3,790.7835,10.18,1.11E3,4.39:1.15:1.00:1.10:2.09:0:0:2.05:1.45,1.48E3,6.66E2,1.00:0.45,10.06,,
,0.22,6.02,825.3966,0.14 - 0.21,1,1.4E5,825.3982,0.16,8.43E5,-,-,0,-,-,0,825.3942,0.17,1.92E5,-,-,0,-,-,0,-,-,0,-,-,0,825.3973,0.16,2.39E5,1.00:0:0:0.23:0:0:0:0:0.28,2.07E5,5.98E4,1.00:0.29,0.16,,
,0.22,3.51,614.8341,11.58 - 13.24,1,373.8,614.8343,11.84,8.56E2,614.8293,12.08,4.12E2,614.8372,12.49,3.07E2,614.8344,12.84,5.05E2,-,-,0,-,-,0,614.8326,13.21,1.63E2,614.8336,12.39,7.05E2,614.8370,12.23,4.17E2,2.79:1.34:1.00:1.64:0:0:0.53:2.30:1.36,4.16E2,3.21E2,1.00:0.77,12.44,,
,0.22,3.86,603.8102,6.10 - 7.73,1,335.6,603.8130,7.29,4.78E2,603.8118,6.23,5.22E2,-,-,0,603.8111,6.15,3.61E2,-,-,0,603.8076,7.07,5.04E2,603.8102,7.62,4.35E2,603.8070,7.25,2.79E2,603.8105,7.09,4.41E2,1.00:1.09:0:0.75:0:1.05:0.91:0.58:0.92,2.72E2,4.15E2,1.00:1.52,6.96,,
,0.22,11.80,831.4915,7.09 - 8.02,1,3.8E3,-,-,0,-,-,0,831.4916,7.41,1.47E4,831.4924,7.42,1.36E4,831.4906,7.53,5.98E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.92:0.41:0:0:0:0,6.84E3,0,1.00:0,7.46,,
,0.22,11.77,894.3690,13.11 - 13.49,1,3.1E3,-,-,0,-,-,0,-,-,0,-,-,0,894.3677,13.32,2.05E3,894.3683,13.34,2.22E4,-,-,0,894.3711,13.28,3.86E3,-,-,0,0:0:0:0:1.00:10.82:0:1.88:0,4.11E2,6.52E3,1.00:15.87,13.31,,
,0.22,3.19,698.2847,4.51 - 7.27,2,577.8,-,-,0,698.2843,6.00,1.18E3,698.2864,5.32,4.25E2,698.2817,5.99,7.47E2,698.2837,5.94,4.11E2,-,-,0,698.2847,5.67,3.43E2,698.2855,5.41,1.19E3,698.2867,4.55,9.01E2,0:2.78:1.00:1.76:0.97:0:0.81:2.80:2.12,5.53E2,6.09E2,1.00:1.10,5.55,,
,0.22,4.29,742.7896,7.35 - 9.82,1,876.9,-,-,0,742.7916,9.34,1.14E3,742.7941,9.52,1.34E3,742.7880,7.38,3.51E2,742.7861,8.86,3.76E2,742.7870,8.73,1.54E3,742.7888,8.36,2.34E3,742.7916,8.20,8.01E2,-,-,0,0:0.85:1.00:0.26:0.28:1.15:1.75:0.60:0,6.42E2,1.17E3,1.00:1.82,8.63,,
,0.22,5.37,465.8406,6.19 - 8.44,1,332,465.8408,7.78,5.64E2,465.8404,6.24,2.58E2,465.8403,6.99,3.89E2,465.8404,8.40,3.36E2,465.8419,6.41,7.63E2,465.8400,7.76,3E2,-,-,0,465.8406,8.23,3.76E2,-,-,0,1.45:0.66:1.00:0.86:1.96:0.77:0:0.97:0,4.62E2,1.69E2,1.00:0.37,7.40,,
,0.22,3.43,815.7908,19.16 - 20.31,1,968.2,-,-,0,815.7930,19.64,1.39E3,815.7921,20.00,1.25E3,815.7883,20.23,7.03E2,815.7885,19.59,1.04E3,815.7853,20.14,8.48E2,815.7943,19.19,8.33E2,-,-,0,815.7941,19.65,2.66E3,0:1.11:1.00:0.56:0.83:0.68:0.67:0:2.13,8.75E2,1.08E3,1.00:1.24,19.78,,
,0.22,9.61,477.9637,0.61 - 1.06,1,1.1E3,-,-,0,477.9639,0.81,2.67E3,477.9640,0.76,3.23E3,477.9638,0.69,1.95E3,477.9630,0.73,1.64E3,477.9636,0.99,7.99E2,-,-,0,-,-,0,-,-,0,0:0.83:1.00:0.60:0.51:0.25:0:0:0,1.9E3,2E2,1.00:0.11,0.79,,
,0.22,4.00,658.8122,9.48 - 11.04,1,659.9,-,-,0,658.8139,9.71,1.01E3,658.8136,10.82,8.59E2,658.8108,10.87,7.23E2,-,-,0,658.8096,10.51,9.73E2,658.8116,10.57,7.39E2,658.8152,9.57,6.92E2,658.8110,10.05,9.47E2,0:1.17:1.00:0.84:0:1.13:0.86:0.81:1.10,5.18E2,8.37E2,1.00:1.62,10.30,,
,0.22,3.58,642.7781,4.73 - 11.13,1,1.2E3,642.7745,5.38,1.94E3,642.7745,6.07,9.29E2,642.7815,5.79,1.41E3,-,-,0,642.7775,5.90,9.11E2,642.7812,4.80,9.74E2,642.7766,6.13,3.08E3,-,-,0,642.7807,5.98,1.47E3,1.38:0.66:1.00:0:0.65:0.69:2.19:0:1.04,1.04E3,1.38E3,1.00:1.33,5.72,,
,0.22,3.53,447.9083,10.19 - 11.92,1,339.5,-,-,0,447.9080,11.00,2.58E2,447.9080,11.85,3.33E2,447.9085,10.22,2.97E2,447.9080,10.76,6.11E2,447.9090,10.79,5.79E2,447.9089,11.24,2.32E2,447.9079,10.90,7.47E2,-,-,0,0:0.77:1.00:0.89:1.84:1.74:0.70:2.24:0,3E2,3.89E2,1.00:1.30,10.97,,
,0.22,3.27,710.8287,8.27 - 10.17,1,1.5E3,710.8312,9.81,2.57E3,710.8259,9.50,2.07E3,710.8295,9.17,1.4E3,-,-,0,710.8312,8.33,8.34E2,-,-,0,710.8293,9.60,3.01E3,710.8248,8.70,1.01E3,710.8287,8.77,2.27E3,1.84:1.48:1.00:0:0.60:0:2.15:0.72:1.62,1.38E3,1.57E3,1.00:1.14,9.13,,
,0.22,6.74,656.8132,4.83 - 10.61,1,2.4E4,-,-,0,656.8082,5.20,1.77E4,656.8153,4.85,2.98E4,-,-,0,-,-,0,656.8142,5.61,3.82E4,656.8134,4.94,5.03E4,656.8136,5.16,3.7E4,656.8145,5.35,3.91E4,0:0.59:1.00:0:0:1.28:1.69:1.24:1.31,9.52E3,4.12E4,1.00:4.33,5.18,,
,0.22,3.15,651.4640,8.92 - 9.24,1,1.3E3,651.4641,9.12,1.38E3,651.4626,9.07,3.07E3,-,-,0,-,-,0,651.4631,9.11,2.08E3,651.4651,9.04,1.87E3,651.4650,9.05,1.95E3,651.4644,9.08,1.81E3,-,-,0,1.00:2.23:0:0:1.51:1.36:1.41:1.31:0,1.31E3,1.41E3,1.00:1.08,9.08,,
,0.22,5.24,764.7117,16.00 - 16.18,1,1.3E3,-,-,0,764.7116,16.07,6.26E3,764.7109,16.11,9.17E2,-,-,0,764.7122,16.10,1.58E3,-,-,0,-,-,0,764.7120,16.08,2.67E3,-,-,0,0:6.83:1.00:0:1.72:0:0:2.92:0,1.75E3,6.68E2,1.00:0.38,16.09,,
,0.22,3.56,642.7773,4.04 - 5.31,1,781.9,642.7778,4.25,7.32E2,-,-,0,642.7764,4.26,7.71E2,642.7775,4.19,8.42E2,642.7745,4.74,1.08E3,642.7809,4.45,6.47E2,642.7729,4.58,1.92E3,-,-,0,642.7811,4.24,1.05E3,0.95:0:1.00:1.09:1.40:0.84:2.49:0:1.36,6.85E2,9.04E2,1.00:1.32,4.39,,
,0.22,3.45,523.8506,4.65 - 6.21,1,219.1,-,-,0,523.8496,5.13,2.66E2,523.8511,5.57,3.62E2,-,-,0,523.8510,5.54,3.56E2,523.8510,4.99,1.39E2,523.8515,5.64,3.53E2,523.8497,6.15,2.66E2,523.8502,4.70,2.29E2,0:0.73:1.00:0:0.98:0.38:0.97:0.73:0.63,1.97E2,2.47E2,1.00:1.25,5.39,,
,0.22,3.06,684.3292,19.66 - 20.23,2,2.2E3,684.3274,20.00,4.64E3,684.3276,19.92,2.72E3,-,-,0,684.3293,20.02,3.78E3,-,-,0,684.3300,20.09,1.27E3,684.3319,20.02,3.75E3,684.3297,19.70,2.74E2,684.3282,19.99,3.38E3,1.00:0.59:0:0.81:0:0.27:0.81:0.06:0.73,2.23E3,2.17E3,1.00:0.97,19.96,,
,0.22,3.79,344.8197,6.63 - 8.44,3,263.6,344.8197,7.79,2.96E2,-,-,0,344.8196,6.99,2.63E2,344.8201,6.66,2.19E2,344.8196,7.05,3.11E2,344.8194,8.38,4.03E2,344.8195,7.32,3.9E2,-,-,0,344.8198,7.08,4.92E2,1.13:0:1.00:0.83:1.18:1.54:1.49:0:1.87,2.18E2,3.21E2,1.00:1.48,7.32,,
,0.22,3.37,557.3249,6.73 - 7.46,1,2.9E3,557.3242,7.33,3.89E3,-,-,0,557.3254,7.31,3.92E3,-,-,0,557.3248,7.33,5.4E3,557.3248,7.36,3.62E3,-,-,0,557.3250,7.34,3.66E3,557.3251,7.33,5.49E3,0.99:0:1.00:0:1.38:0.92:0:0.93:1.40,2.64E3,3.19E3,1.00:1.21,7.33,,
,0.22,3.68,594.8425,21.24 - 21.70,1,228.1,594.8401,21.50,3.89E2,-,-,0,594.8419,21.67,2.36E2,594.8446,21.50,4.81E2,594.8392,21.40,1.99E2,-,-,0,594.8506,21.24,2.17E2,594.8402,21.29,1.32E2,594.8412,21.44,3.98E2,1.65:0:1.00:2.04:0.84:0:0.92:0.56:1.68,2.61E2,1.87E2,1.00:0.71,21.43,,
,0.22,4.26,700.8002,3.91 - 5.00,1,594.9,-,-,0,700.7966,4.93,5.25E2,700.8012,4.45,8.25E2,700.7990,4.64,8.43E2,-,-,0,700.7970,4.64,1.04E3,700.8044,4.89,7.75E2,700.8004,3.95,5.7E2,700.8027,4.11,7.73E2,0:0.64:1.00:1.02:0:1.27:0.94:0.69:0.94,4.39E2,7.9E2,1.00:1.80,4.51,,
,0.22,4.04,348.9080,10.97 - 12.97,1,374.5,348.9083,12.53,2.13E2,348.9083,11.76,4.56E2,-,-,0,348.9074,12.46,4.33E2,348.9082,11.99,1.16E3,348.9082,11.01,1.57E2,348.9075,12.93,3.6E2,348.9084,12.32,5.88E2,-,-,0,1.00:2.14:0:2.03:5.46:0.74:1.69:2.76:0,4.53E2,2.76E2,1.00:0.61,12.14,,
,0.22,4.22,474.8774,7.80 - 14.14,1,1.4E4,474.8778,8.52,1.29E3,474.8774,9.25,1.64E3,474.8775,9.14,3.99E4,474.8764,8.27,8.9E3,474.8772,8.85,2.83E3,474.8773,8.87,5.12E4,474.8775,8.42,6.18E3,474.8784,9.31,7.22E2,-,-,-,0.03:0.04:1.00:0.22:0.07:1.28:0.15:0.02:-,1.09E4,1.94E4,1.00:1.77,8.83,,
,0.22,7.58,600.7983,4.37 - 6.96,1,592.6,600.7962,4.90,2.56E2,600.7987,5.01,4.33E2,-,-,0,600.7995,5.83,2.93E2,-,-,0,600.7974,5.76,1.52E3,600.7985,4.46,8.06E2,600.7988,6.90,1.2E3,600.7988,6.30,8.29E2,1.00:1.69:0:1.14:0:5.94:3.15:4.67:3.24,1.96E2,1.09E3,1.00:5.54,5.59,,
,0.22,4.68,447.9083,4.48 - 6.94,1,244.8,447.9081,5.68,1.63E2,-,-,0,447.9091,5.94,2.11E2,447.9063,4.56,4.42E2,-,-,0,447.9088,5.76,2.93E2,447.9076,5.41,3.63E2,447.9077,6.83,2.74E2,447.9104,6.18,4.58E2,0.77:0:1.00:2.10:0:1.39:1.72:1.30:2.17,1.63E2,3.47E2,1.00:2.13,5.77,,
,0.22,3.80,1161.7715,20.09 - 20.23,1,3.1E3,1161.7726,20.17,4.98E3,-,-,0,-,-,0,1161.7701,20.17,3.72E3,1161.7776,20.16,4.07E3,-,-,0,1161.7672,20.16,3.66E3,1161.7701,20.16,5.55E3,1161.7715,20.19,5.88E3,1.00:0:0:0.75:0.82:0:0.74:1.11:1.18,2.55E3,3.77E3,1.00:1.48,20.17,,
,0.22,4.72,671.0279,2.53 - 3.42,1,936,671.0265,3.28,1.08E3,671.0271,3.28,7.72E2,-,-,0,-,-,0,671.0284,3.27,1.22E3,671.0293,2.73,2.07E3,671.0291,3.28,2.09E3,671.0271,3.27,1.2E3,-,-,0,1.00:0.72:0:0:1.13:1.92:1.94:1.11:0,6.13E2,1.34E3,1.00:2.18,3.18,,
,0.22,3.32,564.8192,8.87 - 12.69,1,1.4E3,-,-,0,564.8190,9.85,2.92E3,564.8182,9.05,8.48E2,564.8190,9.09,1.3E3,564.8214,8.94,1.31E3,564.8184,9.30,2.39E3,564.8192,9.59,3.24E3,-,-,0,564.8193,8.98,3.66E2,0:3.45:1.00:1.54:1.54:2.82:3.83:0:0.43,1.28E3,1.5E3,1.00:1.18,9.26,,
,0.22,3.99,661.3917,0.28 - 1.39,1,2.2E3,661.3835,1.31,2.42E3,-,-,0,661.3940,0.37,5.42E3,661.3943,0.39,5.61E3,-,-,0,-,-,0,-,-,0,661.3948,0.35,6.71E3,-,-,0,0.45:0:1.00:1.04:0:0:0:1.24:0,2.69E3,1.68E3,1.00:0.62,0.61,,
,0.22,3.39,688.8397,13.19 - 14.58,1,1.3E3,688.8420,13.98,8.44E2,688.8358,13.68,1.25E3,688.8348,14.11,1E3,688.8406,14.18,1.72E3,688.8400,13.26,2.03E3,688.8420,14.14,1.85E3,-,-,0,-,-,0,688.8425,13.48,2.66E3,0.84:1.25:1.00:1.72:2.03:1.85:0:0:2.66,1.37E3,1.13E3,1.00:0.82,13.83,,
,0.22,6.11,665.8425,14.22 - 16.60,1,2.9E3,665.8425,14.68,2.57E3,665.8425,14.43,1.41E3,665.8448,15.12,2.37E3,665.8446,14.78,1.25E4,665.8418,14.78,2.75E3,-,-,0,665.8400,14.45,2.88E3,-,-,0,665.8416,14.40,2.05E3,1.09:0.59:1.00:5.27:1.16:0:1.22:0:0.87,4.31E3,1.23E3,1.00:0.29,14.66,,
,0.22,3.91,438.8206,3.03 - 9.49,1,4.8E4,438.8203,3.30,7.59E4,-,-,0,438.8208,5.43,3.98E3,438.8207,4.04,9.5E4,438.8207,4.18,1.81E4,-,-,0,438.8207,4.20,6.82E4,438.8206,4.49,7.46E4,438.8206,4.16,9.46E4,19.06:0:1.00:23.89:4.55:0:17.13:18.75:23.78,3.86E4,5.94E4,1.00:1.54,4.26,,
,0.22,4.62,766.7855,12.03 - 14.59,1,2.9E3,766.7896,14.02,1.49E3,766.7810,14.19,3.55E3,766.7848,13.56,2.42E3,766.7843,14.11,7.14E2,766.7869,14.13,1.81E3,766.7842,14.25,2.03E3,-,-,0,766.7874,13.17,1.45E4,-,-,0,0.62:1.47:1.00:0.30:0.75:0.84:0:5.98:0,2E3,4.12E3,1.00:2.06,13.92,,
,0.22,3.77,575.8600,16.94 - 18.21,1,575.1,-,-,0,-,-,0,575.8606,17.46,9.4E2,575.8615,18.00,9.33E2,575.8599,17.92,5.33E2,575.8635,17.61,6.59E2,575.8590,17.12,8.29E2,575.8560,18.19,3.4E2,575.8600,17.00,9.43E2,0:0:1.00:0.99:0.57:0.70:0.88:0.36:1.00,4.81E2,6.93E2,1.00:1.44,17.61,,
,0.22,4.39,724.8005,6.21 - 11.38,1,2.1E3,-,-,0,724.7987,6.26,8.75E2,724.8002,6.35,3.79E3,724.8002,6.79,1.12E3,724.7985,6.92,1.63E3,724.7992,6.67,8.85E3,724.8015,7.29,2E3,724.8052,7.13,2.36E2,-,-,0,0:0.23:1.00:0.29:0.43:2.33:0.53:0.06:0,1.48E3,2.77E3,1.00:1.87,6.77,,
,0.22,3.05,642.7774,14.93 - 16.06,1,1.5E3,642.7795,15.16,9.21E2,642.7817,15.55,1.59E3,642.7769,15.00,1.47E3,642.7769,15.53,2.71E3,642.7751,15.08,8.01E2,-,-,0,642.7719,15.60,2.71E3,-,-,0,642.7800,15.70,3.15E3,0.63:1.08:1.00:1.84:0.54:0:1.84:0:2.14,1.5E3,1.47E3,1.00:0.98,15.37,,
,0.22,3.96,793.8615,19.25 - 20.26,1,5.6E3,793.8619,19.72,7.7E3,-,-,0,793.8600,19.31,1.53E4,793.8615,19.67,6.47E3,793.8633,19.91,4.02E3,793.8624,19.74,1.23E4,-,-,0,793.8600,19.62,4.67E3,-,-,0,0.50:0:1.00:0.42:0.26:0.80:0:0.31:0,6.69E3,4.23E3,1.00:0.63,19.66,,
,0.22,3.54,603.8100,3.23 - 4.26,1,591.8,-,-,0,603.8095,3.35,5.26E2,603.8109,4.16,3.32E2,603.8098,3.27,6.16E2,603.8102,4.10,1.13E3,603.8105,4.12,6.5E2,603.8091,4.00,7.04E2,603.8099,4.03,1.37E3,-,-,0,0:1.58:1.00:1.86:3.40:1.96:2.12:4.13:0,5.2E2,6.81E2,1.00:1.31,3.86,,
,0.22,5.37,652.8036,3.63 - 10.24,1,1E5,652.7991,4.32,2.46E5,652.8009,3.96,7.41E3,652.8060,4.10,5.7E3,652.8062,3.88,6.11E3,652.8013,4.33,1.98E4,652.8065,5.24,4.52E5,652.8034,3.93,6.06E3,652.8070,3.93,1.66E4,652.8021,4.00,1.48E5,43.21:1.30:1.00:1.07:3.48:79.31:1.06:2.91:25.88,5.71E4,1.56E5,1.00:2.73,4.19,,
,0.22,5.19,311.8814,2.03 - 4.02,1,783.4,311.8819,2.09,7.04E2,311.8810,3.20,1.38E3,-,-,0,311.8818,2.80,2.21E2,-,-,0,311.8813,2.74,1.14E3,311.8815,3.85,1.03E3,311.8812,2.79,5.37E2,311.8808,3.08,2.04E3,1.00:1.96:0:0.31:0:1.62:1.47:0.76:2.90,4.6E2,1.19E3,1.00:2.58,2.94,,
,0.22,11.77,359.2235,0.30 - 0.78,1,4.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,359.2239,0.68,2.81E4,359.2232,0.68,1.51E4,-,-,0,0:0:0:0:0:0:1.00:0.54:0,0,1.08E4,0:1.00,0.68,,
,0.22,4.62,674.8023,12.79 - 14.89,1,2.1E3,674.8031,13.97,1.32E3,674.8019,13.11,2.43E3,674.8032,13.27,3.23E3,-,-,0,-,-,0,674.7999,13.10,4.23E3,-,-,0,674.8029,14.02,1.2E3,674.8032,13.69,6.21E3,0.41:0.75:1.00:0:0:1.31:0:0.37:1.93,1.39E3,2.91E3,1.00:2.09,13.53,,
,0.22,4.60,642.8418,8.49 - 10.82,1,2.7E3,642.8410,9.05,6.56E2,642.8408,9.49,1.05E4,642.8396,9.18,2.34E3,642.8427,9.19,2.82E3,642.8431,8.59,8.86E2,642.8439,8.65,3.28E3,642.8415,9.62,3.41E3,-,-,0,-,-,0,0.28:4.49:1.00:1.20:0.38:1.40:1.45:0:0,3.44E3,1.67E3,1.00:0.49,9.11,,
,0.22,5.25,317.1381,0.28 - 0.57,1,1.6E4,-,-,0,-,-,0,317.1381,0.47,3.29E4,317.1378,0.48,7.71E4,-,-,0,-,-,0,-,-,0,-,-,0,317.1384,0.47,3.35E4,0:0:1.00:2.34:0:0:0:0:1.02,2.2E4,8.36E3,1.00:0.38,0.47,,
,0.22,3.69,646.2680,9.76 - 11.64,2,425.7,-,-,0,646.2670,11.61,2E2,646.2679,10.40,7.5E2,646.2679,10.09,4.32E2,646.2671,10.56,4.2E2,646.2694,9.88,3.69E2,646.2695,11.53,3.58E2,-,-,0,646.2671,9.92,1.3E3,0:0.27:1.00:0.58:0.56:0.49:0.48:0:1.74,3.61E2,5.07E2,1.00:1.41,10.57,,
,0.22,3.01,724.8025,7.21 - 12.70,1,1.4E3,-,-,0,724.8008,9.37,2.86E3,724.8025,8.61,1.19E3,724.7998,7.97,2.19E3,724.8026,7.27,7.66E2,-,-,0,724.8030,8.03,1.36E3,724.8076,8.57,3.33E3,724.8015,8.09,9.18E2,0:2.41:1.00:1.85:0.64:0:1.15:2.80:0.77,1.4E3,1.4E3,1.00:1.00,8.27,,
,0.22,4.15,577.7968,9.94 - 12.57,1,506,577.7966,11.06,9.96E2,577.7953,11.15,7.46E2,577.7977,12.55,1.73E2,-,-,0,-,-,0,577.7960,10.99,5.92E2,577.7970,11.65,6.47E2,577.7978,10.80,6.19E2,577.7971,10.01,7.82E2,5.77:4.32:1.00:0:0:3.43:3.75:3.58:4.53,3.83E2,6.6E2,1.00:1.72,11.17,,
,0.22,3.59,778.8178,9.90 - 11.28,1,826.6,-,-,0,778.8149,10.08,2.59E2,-,-,0,778.8187,10.65,2.22E3,778.8158,10.64,1.12E3,778.8220,10.13,1.44E3,778.8185,9.98,9.84E2,778.8156,11.26,7.12E2,778.8190,10.16,7.1E2,0:1.00:0:8.56:4.33:5.55:3.80:2.75:2.75,7.19E2,9.61E2,1.00:1.34,10.41,,
,0.22,4.62,643.8482,16.41 - 18.21,1,763.4,-,-,0,-,-,0,643.8489,16.50,7.61E2,643.8499,17.17,8.32E2,643.8468,17.52,9.92E2,643.8483,16.75,7.12E2,643.8498,16.83,1.13E3,643.8461,18.11,5.28E2,643.8477,17.03,1.92E3,0:0:1.00:1.09:1.30:0.94:1.48:0.69:2.52,5.17E2,1.07E3,1.00:2.07,17.13,,
,0.22,4.22,344.8949,4.25 - 5.14,3,305.3,344.8958,4.49,7.89E2,-,-,0,-,-,0,344.8947,4.86,3.05E2,344.8940,4.53,7.96E2,344.8939,4.71,2.48E2,344.8954,4.30,2.47E2,344.8946,4.42,2.53E2,344.8956,5.10,1.1E2,1.00:0:0:0.39:1.01:0.31:0.31:0.32:0.14,3.78E2,2.14E2,1.00:0.57,4.63,,
,0.22,6.68,674.5085,0.10 - 0.21,1,2.2E5,674.5090,0.16,1.11E6,-,-,0,674.5085,0.16,5.81E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,674.5080,0.16,3.24E5,1.91:0:1.00:0:0:0:0:0:0.56,3.38E5,8.09E4,1.00:0.24,0.16,,
