Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,HSDL2-b_A00_neg m/z,HSDL2-b_A00_neg RT mean,HSDL2-b_A00_neg Normalized Area,HSDL2-b_A04_neg m/z,HSDL2-b_A04_neg RT mean,HSDL2-b_A04_neg Normalized Area,HSDL2-b_A05_neg m/z,HSDL2-b_A05_neg RT mean,HSDL2-b_A05_neg Normalized Area,HSDL2-b_A06_neg m/z,HSDL2-b_A06_neg RT mean,HSDL2-b_A06_neg Normalized Area,HSDL2-b_A07_neg m/z,HSDL2-b_A07_neg RT mean,HSDL2-b_A07_neg Normalized Area,HSDL2-b_A08_neg m/z,HSDL2-b_A08_neg RT mean,HSDL2-b_A08_neg Normalized Area,HSDL2-b_A09_neg m/z,HSDL2-b_A09_neg RT mean,HSDL2-b_A09_neg Normalized Area,HSDL2-b_A10_neg m/z,HSDL2-b_A10_neg RT mean,HSDL2-b_A10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.46,7.82,288.8655,19.53 - 20.88,1,521.4,288.8654,20.02,5.74E2,288.8653,20.35,3.51E2,288.8654,20.04,3.45E2,288.8660,20.12,5.05E2,288.8653,20.80,6E2,288.8656,19.72,1.09E3,288.8654,20.21,4.38E2,288.8654,19.62,2.67E2,2.15:1.32:1.29:1.90:2.25:4.10:1.64:1.00,5.58E2,2.67E2,2.09:1.00,20.11,,
,0.46,4.13,453.9278,19.93 - 21.24,1,1.5E3,453.9277,20.09,3.08E3,453.9277,20.90,3.06E2,453.9277,20.33,1.16E3,453.9276,20.82,8.99E2,453.9277,20.08,1.33E3,453.9277,20.22,1.32E3,453.9283,20.42,2.6E3,453.9278,20.37,1.22E3,2.51:0.25:0.95:0.73:1.08:1.08:2.12:1.00,1.53E3,1.22E3,1.25:1.00,20.40,,
,0.46,6.79,671.7683,12.63 - 15.35,1,1.4E3,671.7682,12.78,1.45E3,671.7671,13.08,8.64E2,671.7681,13.55,1.37E3,671.7690,13.29,1.65E3,671.7672,12.68,2.68E3,671.7689,13.22,8.94E2,671.7690,13.09,1.58E3,671.7690,13.29,8.09E2,1.80:1.07:1.69:2.05:3.31:1.11:1.95:1.00,1.5E3,8.09E2,1.85:1.00,13.12,,
,0.46,17.83,600.8550,13.99 - 15.30,1,754.5,600.8555,14.62,1.17E3,600.8546,14.74,7.63E2,600.8555,14.82,8.11E2,600.8553,14.62,4.67E2,600.8555,15.15,1.11E3,600.8546,14.50,5.37E2,600.8555,14.98,1.01E3,600.8539,14.00,1.64E2,7.13:4.64:4.93:2.84:6.75:3.27:6.15:1.00,8.39E2,1.64E2,5.10:1.00,14.68,,
,0.46,3.30,482.6399,22.47 - 23.99,2,1.1E3,482.6396,23.16,9.82E2,482.6400,22.97,4.68E2,482.6401,22.99,7.59E2,482.6402,22.88,6.83E2,482.6402,23.50,3.96E2,482.6402,22.92,8.77E2,482.6403,22.70,3.53E3,482.6390,22.81,1.17E3,0.84:0.40:0.65:0.58:0.34:0.75:3.02:1.00,1.1E3,1.17E3,0.94:1.00,22.99,,
,0.46,18.61,418.0532,2.49 - 3.21,1,1.9E4,-,-,0,418.0530,3.05,6.44E4,-,-,0,418.0532,3.04,7.74E4,-,-,0,418.0533,3.05,8.17E3,-,-,0,418.0534,3.04,3.79E3,0:16.98:0:20.40:0:2.15:0:1.00,2.14E4,3.79E3,5.65:1.00,3.04,,
,0.46,3.58,520.7441,7.60 - 9.34,1,903.9,520.7451,8.33,9.89E2,520.7443,8.80,2.41E2,520.7451,7.85,1.56E3,520.7450,8.16,1.08E3,520.7429,9.24,5.46E2,520.7444,8.35,7.76E2,520.7437,8.56,1.23E3,520.7423,8.77,8.11E2,1.22:0.30:1.92:1.33:0.67:0.96:1.52:1.00,9.17E2,8.11E2,1.13:1.00,8.51,,
,0.46,6.04,608.7012,7.68 - 9.04,1,422.3,608.7006,8.92,5.59E2,608.7030,8.58,3.51E2,608.7006,7.80,4.01E2,608.6996,8.52,1.95E2,608.7013,8.55,3.44E2,608.7013,8.71,5.02E2,608.7015,7.99,7.64E2,608.7014,8.90,2.61E2,2.14:1.35:1.54:0.75:1.32:1.92:2.92:1.00,4.45E2,2.61E2,1.70:1.00,8.50,,
,0.46,5.52,626.5493,18.85 - 19.84,2,387.8,626.5479,19.21,7.01E2,626.5487,19.78,2.24E2,626.5490,19.28,4.98E2,626.5507,19.54,4.7E2,626.5497,19.50,5.26E2,626.5490,19.29,2.13E2,626.5498,18.89,2.15E2,626.5499,19.35,2.57E2,2.73:0.87:1.94:1.83:2.05:0.83:0.84:1.00,4.07E2,2.57E2,1.58:1.00,19.36,,
,0.46,3.31,355.8327,11.21 - 13.17,1,1.3E3,355.8328,11.92,1.4E3,355.8329,11.28,1.9E3,355.8322,11.73,1.25E3,355.8337,11.58,1.06E3,355.8329,11.74,2.08E3,355.8314,12.33,3.95E2,355.8322,11.70,9.84E2,355.8334,11.85,1.38E3,1.01:1.37:0.90:0.77:1.50:0.29:0.71:1.00,1.3E3,1.38E3,0.94:1.00,11.77,,
,0.46,7.13,669.7946,19.80 - 21.18,1,1.8E3,669.7958,20.49,1.25E3,669.7948,20.58,9.98E2,669.7949,20.90,2.49E3,669.7928,20.89,2.99E3,669.7949,19.81,2.04E3,669.7958,20.53,1.67E3,669.7939,20.96,1.85E3,669.7940,20.74,9.66E2,1.29:1.03:2.58:3.09:2.12:1.73:1.92:1.00,1.9E3,9.66E2,1.97:1.00,20.61,,
,0.46,8.09,569.0833,3.11 - 3.96,1,2.3E4,-,-,0,569.0850,3.49,5.41E4,-,-,0,569.0778,3.82,1.32E4,-,-,0,569.0852,3.47,7.11E4,-,-,0,569.0853,3.49,4.36E4,0:1.24:0:0.30:0:1.63:0:1.00,1.98E4,4.36E4,0.45:1.00,3.57,,
,0.46,3.78,517.8193,10.85 - 12.90,1,464.3,517.8191,11.79,4.28E2,517.8191,11.06,4.91E2,517.8199,12.56,5.64E2,517.8184,12.20,2.44E2,517.8198,12.59,4.46E2,517.8191,12.53,6.86E2,517.8206,11.44,4.54E2,517.8185,12.11,4.03E2,1.06:1.22:1.40:0.60:1.11:1.70:1.13:1.00,4.73E2,4.03E2,1.17:1.00,12.03,,
,0.46,4.43,514.7919,4.72 - 6.48,1,761.6,514.7926,5.56,7.76E2,514.7925,5.97,3.03E2,514.7926,5.37,1.55E3,514.7917,4.78,3.23E2,514.7912,5.22,9.15E2,514.7905,5.84,7.97E2,514.7925,5.65,8.33E2,514.7919,5.19,5.95E2,1.30:0.51:2.61:0.54:1.54:1.34:1.40:1.00,7.85E2,5.95E2,1.32:1.00,5.45,,
,0.45,12.22,606.7044,7.37 - 8.72,1,1.2E3,606.7051,8.39,2E3,606.7039,8.39,7.44E2,606.7032,7.61,1.84E3,606.7040,8.56,6.41E2,606.7034,8.50,1.79E3,606.7068,8.32,3.27E2,606.7042,7.82,2E3,606.7042,8.33,3.97E2,5.04:1.88:4.63:1.61:4.51:0.82:5.03:1.00,1.33E3,3.97E2,3.36:1.00,8.24,,
,0.45,4.75,548.7453,4.01 - 5.52,1,1.7E3,548.7454,4.63,7.63E2,548.7442,4.53,7.08E2,548.7446,4.47,1.45E3,548.7460,4.71,2.52E3,548.7446,4.69,2.55E3,548.7443,4.35,1.03E3,548.7469,4.49,2.17E3,548.7460,4.50,2.23E3,0.34:0.32:0.65:1.13:1.14:0.46:0.97:1.00,1.6E3,2.23E3,0.72:1.00,4.55,,
,0.45,7.66,462.0409,1.63 - 2.35,1,5.8E3,-,-,0,462.0406,2.17,1.35E4,-,-,0,462.0408,2.19,1.24E4,-,-,0,462.0410,2.18,9.73E3,-,-,0,462.0413,2.18,1.06E4,0:1.26:0:1.17:0:0.91:0:1.00,5.08E3,1.06E4,0.48:1.00,2.18,,
,0.45,3.03,455.2809,2.81 - 3.76,1,6E4,-,-,0,455.2805,3.58,3.87E4,-,-,0,-,-,0,-,-,0,455.2812,3.56,3.83E5,-,-,0,455.2811,3.59,5.98E4,0:0.65:0:0:0:6.40:0:1.00,6.02E4,5.98E4,1.01:1.00,3.58,,
,0.45,14.21,364.7810,14.62 - 17.28,1,1.6E3,364.7815,15.19,2.72E3,364.7807,15.29,7.29E2,364.7808,16.14,3.06E3,364.7806,15.67,5.92E2,364.7815,15.66,1.47E3,364.7807,15.03,8.88E2,364.7806,15.98,2.92E3,364.7815,16.18,4.43E2,6.14:1.65:6.91:1.34:3.31:2.01:6.59:1.00,1.77E3,4.43E2,3.99:1.00,15.64,,
,0.45,4.29,675.6909,11.71 - 13.18,1,664.2,675.6918,11.94,1.04E3,675.6906,12.12,2.23E2,675.6926,12.39,1.05E3,675.6906,12.09,6.61E2,675.6906,12.40,7.02E2,675.6906,12.02,3.59E2,675.6901,13.03,7.43E2,675.6907,13.01,5.3E2,1.97:0.42:1.98:1.25:1.33:0.68:1.40:1.00,6.83E2,5.3E2,1.29:1.00,12.38,,
,0.45,3.75,425.8194,7.41 - 9.20,1,697.2,425.8200,8.14,1.2E3,425.8188,8.52,4.21E2,425.8189,7.91,7.43E2,425.8199,8.20,9.11E2,425.8194,9.08,5.83E2,425.8198,8.32,4.84E2,425.8189,7.58,6.3E2,425.8199,8.90,6.07E2,1.97:0.69:1.22:1.50:0.96:0.80:1.04:1.00,7.1E2,6.07E2,1.17:1.00,8.33,,
,0.45,36.45,570.6198,0.13 - 0.27,1,2.5E5,-,-,0,570.6198,0.18,8.82E5,-,-,0,570.6199,0.19,5.24E5,-,-,0,570.6198,0.19,5.82E5,-,-,0,-,-,0,0:1.00:0:0.59:0:0.66:0:0,2.84E5,0,1.00:0,0.19,,
,0.45,3.15,520.7446,9.01 - 10.49,1,696.1,520.7444,9.33,1.07E3,520.7447,9.01,1.62E2,520.7444,9.69,6.81E2,520.7443,9.65,7.77E2,520.7444,9.57,1.16E3,520.7444,10.45,1.43E2,520.7451,9.96,8.94E2,520.7451,9.88,6.76E2,1.58:0.24:1.01:1.15:1.72:0.21:1.32:1.00,6.99E2,6.76E2,1.03:1.00,9.69,,
,0.45,5.56,532.8674,20.39 - 21.28,1,4.8E3,532.8668,21.21,6.67E3,532.8679,20.64,7.45E2,532.8676,21.21,7.07E3,532.8682,21.20,1.87E3,532.8672,21.21,6.63E3,532.8673,21.22,4.21E3,532.8670,21.20,7.84E3,532.8672,21.21,3.1E3,2.15:0.24:2.28:0.60:2.14:1.36:2.53:1.00,5E3,3.1E3,1.62:1.00,21.14,,
,0.45,8.72,487.7895,13.27 - 14.48,1,394.3,487.7885,13.77,3.27E2,487.7898,14.35,3.94E2,487.7891,14.04,8.01E2,487.7897,14.24,2.13E2,487.7890,13.91,4.51E2,487.7896,13.92,3.16E2,487.7910,13.36,4.88E2,487.7892,13.99,1.65E2,1.98:2.39:4.85:1.29:2.73:1.91:2.95:1.00,4.27E2,1.65E2,2.59:1.00,13.95,,
,0.45,8.09,703.4911,0.13 - 0.25,2,3.9E4,-,-,0,703.4909,0.19,1.27E5,-,-,0,703.4913,0.19,5.01E4,-,-,0,703.4911,0.19,5.72E4,-,-,0,703.4913,0.19,7.88E4,0:1.61:0:0.64:0:0.73:0:1.00,3.34E4,7.88E4,0.42:1.00,0.19,,
,0.45,10.59,526.8498,9.36 - 10.52,1,926.6,526.8495,9.46,4.77E2,526.8502,9.76,6.53E2,526.8488,9.47,7.58E2,526.8495,9.66,6.45E2,526.8502,9.55,1.1E3,526.8494,9.71,9.43E2,526.8510,10.06,2.51E3,526.8502,9.78,3.21E2,1.48:2.03:2.36:2.01:3.43:2.93:7.82:1.00,1.01E3,3.21E2,3.15:1.00,9.68,,
,0.45,5.33,455.1032,19.01 - 19.80,1,305.4,455.1024,19.26,6.7E2,455.1035,19.32,2.17E2,455.1029,19.16,2.67E2,455.1029,19.07,2.34E2,455.1035,19.76,2.18E2,455.1029,19.35,2.69E2,455.1040,19.37,3.65E2,455.1030,19.46,2.03E2,3.31:1.07:1.32:1.15:1.08:1.33:1.80:1.00,3.2E2,2.03E2,1.58:1.00,19.34,,
,0.45,9.67,425.8197,10.62 - 13.31,1,705.9,425.8189,11.25,1.33E3,425.8200,11.01,4.31E2,425.8194,11.04,6.27E2,425.8198,11.04,7.07E2,425.8199,11.10,3.89E2,425.8199,12.06,8.43E2,425.8198,11.10,1.04E3,425.8200,11.02,2.72E2,4.91:1.58:2.31:2.60:1.43:3.10:3.84:1.00,7.68E2,2.72E2,2.83:1.00,11.20,,
,0.45,7.69,735.2371,3.41 - 3.80,1,8E3,-,-,0,735.2374,3.71,1.63E4,-,-,0,735.2371,3.71,1.19E4,-,-,0,735.2369,3.69,2.02E4,-,-,0,735.2372,3.70,1.55E4,0:1.05:0:0.76:0:1.30:0:1.00,6.9E3,1.55E4,0.44:1.00,3.70,,
,0.45,16.47,455.1032,19.30 - 21.25,1,1E3,455.1030,19.75,2.33E3,455.1030,19.60,5.62E2,455.1030,19.56,2.91E3,455.1035,19.40,4.24E2,455.1030,19.56,8.08E2,455.1035,19.47,4.01E2,455.1035,19.51,6.16E2,455.1030,19.57,2.09E2,11.14:2.68:13.89:2.03:3.86:1.91:2.94:1.00,1.15E3,2.09E2,5.49:1.00,19.55,,
,0.45,8.45,567.0883,3.10 - 3.76,1,3.5E4,-,-,0,567.0884,3.49,8.83E4,-,-,0,-,-,0,-,-,0,567.0879,3.47,1.2E5,-,-,0,567.0886,3.49,7.36E4,0:1.20:0:0:0:1.63:0:1.00,2.98E4,7.36E4,0.40:1.00,3.48,,
,0.45,7.86,662.7366,15.40 - 16.30,1,1E3,662.7382,15.91,1.11E3,662.7368,15.87,6.57E2,662.7358,15.64,1.68E3,662.7368,15.57,7.52E2,662.7358,16.06,1.29E3,662.7389,15.99,7.95E2,662.7358,15.95,1.62E3,662.7349,15.82,4.92E2,2.25:1.33:3.41:1.53:2.63:1.61:3.28:1.00,1.13E3,4.92E2,2.29:1.00,15.85,,
,0.45,7.39,630.6835,23.08 - 23.99,1,891.9,630.6837,23.74,5.29E2,630.6844,23.22,4.89E2,630.6826,23.28,1.52E3,630.6826,23.64,5.35E2,630.6845,23.70,1.45E3,630.6836,23.67,9.07E2,630.6845,23.66,1.27E3,630.6818,23.19,4.43E2,1.20:1.10:3.42:1.21:3.27:2.05:2.87:1.00,9.56E2,4.43E2,2.16:1.00,23.51,,
,0.45,3.48,386.8629,16.20 - 21.30,1,9.4E4,386.8630,21.22,1.76E5,-,-,0,-,-,0,-,-,0,386.8636,21.25,1.83E5,386.8626,21.22,1.09E5,386.8626,21.20,1.79E5,386.8627,21.25,1.03E5,1.70:0:0:0:1.77:1.06:1.74:1.00,9.25E4,1.03E5,0.90:1.00,21.23,,
,0.45,9.51,672.7661,15.63 - 17.37,1,1.5E3,672.7651,16.02,1.32E3,672.7665,16.26,4.33E2,672.7677,16.10,1.52E3,672.7661,16.28,8.13E2,672.7641,15.84,4.69E3,672.7659,16.19,6.64E2,672.7661,16.30,1.93E3,672.7673,16.28,5.77E2,2.29:0.75:2.63:1.41:8.14:1.15:3.34:1.00,1.62E3,5.77E2,2.81:1.00,16.16,,
,0.45,6.86,548.7452,8.86 - 10.00,1,1.7E3,548.7454,9.35,3.96E3,548.7452,9.52,9.72E2,548.7461,9.27,1.08E3,548.7452,9.14,1.7E3,548.7461,9.22,2.5E3,548.7454,9.78,5.42E2,548.7432,9.32,1.63E3,548.7454,9.24,8.83E2,4.48:1.10:1.22:1.93:2.83:0.61:1.85:1.00,1.77E3,8.83E2,2.00:1.00,9.36,,
,0.45,4.54,443.8824,21.15 - 21.38,1,1.5E3,443.8826,21.22,1.76E3,443.8822,21.23,1.04E3,443.8830,21.22,2.29E3,443.8820,21.23,1.37E3,-,-,-,443.8820,21.22,1.33E3,443.8819,21.24,1.83E3,443.8831,21.23,1.16E3,1.52:0.90:1.97:1.18:-:1.14:1.58:1.00,1.6E3,1.16E3,1.38:1.00,21.23,,
,0.45,4.68,548.7451,5.14 - 6.81,1,895.8,548.7448,5.70,1.15E3,548.7446,5.90,3.52E2,548.7454,5.56,8.43E2,548.7453,5.61,9.5E2,548.7446,6.51,1.13E3,548.7462,5.66,1.33E3,548.7447,5.33,7.53E2,548.7454,6.27,6.55E2,1.75:0.54:1.29:1.45:1.73:2.03:1.15:1.00,9.3E2,6.55E2,1.42:1.00,5.82,,
,0.45,3.09,607.7030,4.72 - 6.17,1,1.6E3,607.7021,5.64,2.69E3,607.7031,5.59,8.42E2,607.7020,5.31,1.16E3,607.7030,5.23,1.6E3,607.7003,5.76,2.23E3,607.7047,5.29,9.06E2,607.7065,5.37,1.66E3,607.7021,5.14,1.55E3,1.74:0.54:0.75:1.03:1.44:0.58:1.07:1.00,1.58E3,1.55E3,1.02:1.00,5.42,,
,0.45,8.84,409.1448,0.29 - 0.66,1,1.1E4,-,-,0,409.1452,0.53,8.43E3,-,-,0,409.1450,0.54,8.35E3,-,-,0,409.1450,0.55,4.62E4,-,-,0,409.1442,0.54,2.28E4,0:0.37:0:0.37:0:2.02:0:1.00,8.99E3,2.28E4,0.39:1.00,0.54,,
,0.45,16.02,441.2536,0.40 - 1.42,1,1.3E4,-,-,0,441.2535,1.29,2.81E4,-,-,0,441.2534,1.30,1.42E4,-,-,0,441.2537,1.29,1.98E4,-,-,0,441.2538,1.26,4.5E4,0:0.63:0:0.32:0:0.44:0:1.00,8.87E3,4.5E4,0.20:1.00,1.28,,
,0.45,27.00,540.1496,3.49 - 3.98,1,2.2E4,-,-,0,540.1490,3.80,1.03E5,-,-,0,540.1496,3.82,6.8E4,-,-,0,540.1501,3.80,3.56E3,-,-,0,540.1494,3.81,2.31E3,0:44.76:0:29.50:0:1.54:0:1.00,2.5E4,2.31E3,10.83:1.00,3.81,,
,0.45,33.94,525.2843,0.83 - 1.39,1,5.5E4,-,-,0,525.2841,1.26,2.96E5,-,-,0,525.2843,1.26,1.35E5,-,-,0,525.2844,1.25,8.51E3,-,-,0,525.2842,1.23,1.62E3,0:182.25:0:83.43:0:5.24:0:1.00,6.28E4,1.62E3,38.70:1.00,1.25,,
,0.45,9.22,522.8388,18.12 - 19.27,1,808.6,522.8387,18.55,4.44E2,522.8379,18.62,4.64E2,522.8380,18.77,3.58E2,522.8401,18.63,3.83E2,522.8393,19.07,1.06E3,522.8387,18.61,1.01E3,522.8394,18.68,9.75E2,522.8387,18.34,1.78E3,0.25:0.26:0.20:0.22:0.60:0.57:0.55:1.00,6.7E2,1.78E3,0.38:1.00,18.66,,
,0.45,3.24,661.7624,19.96 - 21.12,1,995.6,661.7621,20.02,9.07E2,661.7632,20.39,5.06E2,661.7620,20.52,1.2E3,661.7629,20.53,4.16E2,661.7620,20.77,1.76E3,661.7620,20.23,6.81E2,661.7620,20.87,1.45E3,661.7630,20.49,1.04E3,0.87:0.48:1.14:0.40:1.69:0.65:1.39:1.00,9.89E2,1.04E3,0.95:1.00,20.48,,
,0.45,3.62,611.7135,21.36 - 23.10,1,669.8,611.7139,21.64,1.42E3,611.7111,21.58,6.42E2,611.7136,21.47,4.91E2,611.7137,21.50,3.55E2,611.7122,23.06,2E2,611.7147,21.55,7.27E2,611.7147,21.52,9.31E2,611.7139,21.53,5.94E2,2.39:1.08:0.83:0.60:0.34:1.22:1.57:1.00,6.81E2,5.94E2,1.15:1.00,21.73,,
,0.45,5.85,737.7504,21.25 - 21.55,1,1.9E3,737.7500,21.34,2.32E3,737.7511,21.33,1.14E3,737.7511,21.33,2.19E3,737.7516,21.34,1.33E3,737.7494,21.33,2.93E3,-,-,-,737.7488,21.35,2.36E3,737.7506,21.32,1.2E3,1.93:0.95:1.82:1.11:2.44:-:1.97:1.00,2.04E3,1.2E3,1.70:1.00,21.33,,
,0.45,8.78,794.9418,0.13 - 0.27,2,1.2E5,-,-,0,794.9417,0.18,3.61E5,-,-,0,794.9423,0.17,1.55E5,-,-,0,794.9408,0.19,1.77E5,-,-,0,794.9425,0.19,2.47E5,0:1.46:0:0.63:0:0.71:0:1.00,9.89E4,2.47E5,0.40:1.00,0.19,,
,0.45,3.84,593.7742,20.24 - 21.13,1,1.1E3,593.7742,20.98,1.56E3,593.7742,20.48,4.95E2,593.7750,21.06,1.11E3,593.7741,20.89,6.55E2,593.7750,20.98,1.66E3,593.7750,20.67,9.19E2,593.7733,20.90,1.29E3,593.7732,20.64,1.32E3,1.19:0.38:0.84:0.50:1.26:0.70:0.98:1.00,1.1E3,1.32E3,0.83:1.00,20.83,,
,0.45,5.98,653.0535,18.69 - 21.10,2,1.4E3,653.0530,19.06,1.76E3,653.0538,19.53,6.13E2,653.0528,19.11,1.97E3,653.0537,18.79,3.49E3,653.0528,18.95,4.84E2,653.0546,19.43,1.12E3,653.0536,19.29,9.34E2,653.0538,19.43,8.56E2,2.06:0.72:2.30:4.07:0.56:1.31:1.09:1.00,1.48E3,8.56E2,1.73:1.00,19.20,,
,0.45,4.40,353.1643,3.38 - 3.82,1,5.2E3,-,-,0,353.1646,3.71,1.8E4,-,-,0,353.1641,3.71,1.01E4,-,-,0,353.1643,3.69,6.86E3,-,-,0,353.1642,3.69,6.68E3,0:2.70:0:1.52:0:1.03:0:1.00,5E3,6.68E3,0.75:1.00,3.70,,
,0.45,19.12,402.1450,3.45 - 4.04,1,1.5E4,-,-,0,402.1450,3.80,6.39E4,-,-,0,402.1445,3.82,5.21E4,-,-,0,402.1451,3.80,4.31E3,-,-,0,402.1454,3.83,2.71E3,0:23.60:0:19.23:0:1.59:0:1.00,1.72E4,2.71E3,6.35:1.00,3.82,,
,0.45,6.52,412.3001,19.56 - 21.13,2,3.6E3,412.2990,20.20,5.06E3,412.2999,20.46,5.08E2,412.3004,20.35,4.35E3,412.2998,19.91,3.19E3,412.3013,19.83,8.47E3,412.3004,20.08,3.53E3,412.2998,20.59,1.5E3,412.2999,20.23,2.03E3,2.49:0.25:2.14:1.57:4.17:1.74:0.74:1.00,3.8E3,2.03E3,1.87:1.00,20.21,,
,0.45,4.23,480.6400,22.27 - 23.49,2,960.3,480.6395,22.88,8.11E2,480.6400,22.62,5.54E2,480.6400,22.65,3.33E3,480.6401,23.00,4.11E2,480.6394,23.37,8.49E2,480.6407,22.84,5.38E2,480.6400,22.91,4.28E2,480.6401,22.86,7.65E2,1.06:0.72:4.35:0.54:1.11:0.70:0.56:1.00,9.88E2,7.65E2,1.29:1.00,22.89,,
,0.45,9.02,634.7434,19.03 - 20.40,2,1E3,634.7439,19.50,8.54E2,634.7418,19.51,4.78E2,634.7430,19.75,1.32E3,634.7431,19.47,5.36E2,634.7428,19.34,5.35E2,634.7455,19.34,1.07E3,634.7418,19.51,3.08E3,634.7449,19.57,4.39E2,1.95:1.09:3.01:1.22:1.22:2.43:7.02:1.00,1.12E3,4.39E2,2.56:1.00,19.50,,
,0.45,10.50,463.7955,22.00 - 23.51,1,623.6,463.7949,22.91,1.31E3,463.7960,22.32,2.92E2,463.7960,22.93,3.62E2,463.7955,22.65,3.26E2,463.7955,22.47,1.16E3,463.7954,22.23,4.97E2,463.7949,22.13,8.15E2,463.7955,22.39,2.26E2,5.78:1.29:1.60:1.44:5.14:2.20:3.60:1.00,6.8E2,2.26E2,3.01:1.00,22.50,,
,0.45,7.93,548.7446,4.68 - 7.47,1,1.1E3,548.7448,5.12,1.18E3,548.7446,4.99,4.9E2,548.7447,5.27,1.55E3,548.7454,5.87,6.08E2,548.7446,5.33,1.26E3,548.7454,5.11,7.51E2,548.7446,4.85,9.96E2,548.7432,4.90,2.24E3,0.53:0.22:0.69:0.27:0.56:0.34:0.44:1.00,9.76E2,2.24E3,0.44:1.00,5.18,,
,0.45,7.26,658.6646,0.13 - 0.31,1,2.1E5,-,-,0,658.6653,0.18,4.73E5,-,-,0,658.6648,0.17,4.01E5,-,-,0,658.6649,0.17,4.15E5,-,-,0,658.6636,0.17,3.88E5,0:1.22:0:1.03:0:1.07:0:1.00,1.84E5,3.88E5,0.48:1.00,0.18,,
,0.45,7.64,475.7432,2.43 - 8.13,1,1.6E3,475.7434,3.13,5.25E3,475.7430,2.79,6.52E2,475.7433,2.82,8.94E2,475.7430,2.76,8.18E2,475.7439,3.07,2.03E3,475.7430,3.35,5.6E2,475.7434,3.47,2.14E3,475.7427,2.81,7.96E2,6.59:0.82:1.12:1.03:2.55:0.70:2.68:1.00,1.76E3,7.96E2,2.21:1.00,3.03,,
,0.45,4.18,582.7948,17.10 - 18.60,3,1.2E3,582.7948,17.98,1.46E3,582.7947,18.28,1.31E3,582.7944,17.78,2.94E3,582.7936,17.71,1.01E3,582.7946,17.21,5.68E2,582.7946,18.49,6.39E2,582.7963,17.90,8.01E2,582.7955,18.25,9.66E2,1.51:1.36:3.04:1.05:0.59:0.66:0.83:1.00,1.25E3,9.66E2,1.29:1.00,17.95,,
,0.45,6.21,494.8229,3.96 - 4.90,1,911.4,494.8232,4.15,8.19E2,494.8237,4.13,2.45E2,494.8225,4.28,1.23E3,494.8242,4.29,6.57E2,494.8223,4.68,1.51E3,494.8220,4.58,7.42E2,494.8224,4.23,5.78E2,494.8233,4.55,1.51E3,0.54:0.16:0.82:0.44:1.00:0.49:0.38:1.00,8.27E2,1.51E3,0.55:1.00,4.36,,
,0.45,4.40,440.0905,18.80 - 20.36,1,875.9,440.0901,19.24,1.58E3,440.0901,19.17,9.02E2,440.0907,19.40,4.49E2,440.0901,19.11,1.13E3,440.0902,20.07,3.86E2,440.0911,19.01,5.78E2,440.0911,19.07,1.31E3,440.0907,19.14,6.76E2,2.34:1.33:0.66:1.67:0.57:0.85:1.93:1.00,9.04E2,6.76E2,1.34:1.00,19.28,,
,0.45,4.80,548.7457,10.80 - 12.67,1,1.3E3,548.7461,11.75,1.22E3,548.7454,10.85,8.42E2,548.7454,11.35,1.25E3,548.7446,11.49,1.31E3,548.7460,11.28,1.4E3,548.7468,11.16,1.24E3,548.7462,11.82,1.93E3,548.7454,12.40,9.16E2,1.34:0.92:1.37:1.43:1.53:1.36:2.11:1.00,1.31E3,9.16E2,1.44:1.00,11.51,,
,0.45,5.42,380.8211,18.59 - 19.84,3,266.3,380.8212,18.91,3.65E2,380.8212,19.16,1.25E2,380.8212,18.78,2.67E2,380.8212,18.73,2.39E2,380.8202,19.07,3.25E2,380.8211,18.93,2.5E2,380.8212,18.71,3.84E2,380.8212,19.72,1.75E2,2.08:0.72:1.52:1.37:1.85:1.43:2.19:1.00,2.79E2,1.75E2,1.59:1.00,19.00,,
,0.45,3.55,494.8233,14.27 - 15.16,1,963,494.8236,14.46,2.03E3,494.8238,14.60,4.97E2,494.8237,14.89,1.3E3,494.8223,14.52,3.09E2,494.8230,15.11,5.92E2,494.8235,14.52,9.56E2,494.8243,14.88,1.16E3,494.8224,14.92,8.64E2,2.35:0.58:1.50:0.36:0.68:1.11:1.34:1.00,9.77E2,8.64E2,1.13:1.00,14.74,,
,0.45,7.47,570.7251,21.68 - 23.52,1,1.1E3,570.7244,22.52,1.5E3,570.7252,22.11,5.06E2,570.7252,22.33,5.89E2,570.7260,22.19,1.06E3,570.7252,22.19,6.1E2,570.7260,22.35,3.54E2,570.7236,21.88,1.84E3,570.7253,22.19,1.97E3,0.76:0.26:0.30:0.54:0.31:0.18:0.93:1.00,9.21E2,1.97E3,0.47:1.00,22.22,,
,0.45,7.35,607.7032,13.40 - 14.34,1,570.3,607.7029,14.13,5.42E2,607.7054,13.91,4.58E2,607.7037,14.25,5.51E2,607.7020,13.85,4.52E2,607.7028,14.33,2.88E2,607.7011,13.79,3.63E2,607.7037,13.69,8.56E2,607.7039,13.68,1.05E3,0.51:0.44:0.52:0.43:0.27:0.34:0.81:1.00,5.01E2,1.05E3,0.48:1.00,13.95,,
