Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN8_A00_neg m/z,LCN8_A00_neg RT mean,LCN8_A00_neg Normalized Area,LCN8_A06_neg m/z,LCN8_A06_neg RT mean,LCN8_A06_neg Normalized Area,LCN8_A07_neg m/z,LCN8_A07_neg RT mean,LCN8_A07_neg Normalized Area,LCN8_A08_neg m/z,LCN8_A08_neg RT mean,LCN8_A08_neg Normalized Area,LCN8_A12_neg m/z,LCN8_A12_neg RT mean,LCN8_A12_neg Normalized Area,LCN8_B01_neg m/z,LCN8_B01_neg RT mean,LCN8_B01_neg Normalized Area,LCN8_A09_neg m/z,LCN8_A09_neg RT mean,LCN8_A09_neg Normalized Area,LCN8_A10_neg m/z,LCN8_A10_neg RT mean,LCN8_A10_neg Normalized Area,LCN8_A11_neg m/z,LCN8_A11_neg RT mean,LCN8_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.32,3.11,872.7472,16.27 - 17.42,1,548.7,872.7439,16.86,3.02E2,872.7502,16.70,5.28E2,872.7488,17.18,5.16E2,872.7460,16.30,6.76E2,872.7477,16.59,6.81E2,-,-,-,872.7502,16.76,6.12E2,872.7453,17.29,7.97E2,872.7452,16.50,2.77E2,0.45:0.78:0.76:1.00:1.01:-:0.90:1.18:0.41,5.41E2,5.62E2,1.00:1.04,16.77,,
,0.32,3.29,386.8213,9.37 - 11.30,3,414.8,386.8212,9.56,4.52E2,386.8213,11.24,3.73E2,386.8213,10.29,2.1E2,386.8213,10.95,5.57E2,386.8212,10.59,4.04E2,-,-,-,386.8213,10.67,4.32E2,386.8213,9.81,4.5E2,386.8213,9.90,4.4E2,0.81:0.67:0.38:1.00:0.73:-:0.78:0.81:0.79,3.99E2,4.41E2,1.00:1.10,10.38,,
,0.32,3.92,486.1602,3.33 - 4.95,1,4.2E3,486.1605,4.86,3.21E3,-,-,0,-,-,0,486.1600,3.87,1.08E4,-,-,0,486.1595,3.87,8.37E3,486.1608,4.85,1.74E3,486.1603,3.86,1.34E4,-,-,0,0.30:0:0:1.00:0:0.78:0.16:1.25:0,3.72E3,5.05E3,1.00:1.36,4.26,,
,0.32,4.14,876.8277,14.61 - 16.20,1,790.5,876.8287,15.25,4.83E2,876.8267,15.20,1.01E3,876.8261,14.89,8.6E2,876.8289,14.96,1.15E3,876.8264,14.90,9.78E2,-,-,-,876.8273,15.45,6.41E2,876.8265,16.05,6.23E2,876.8308,14.62,5.78E2,0.42:0.87:0.74:1.00:0.85:-:0.56:0.54:0.50,8.96E2,6.14E2,1.00:0.68,15.17,,
,0.32,4.72,804.7655,9.81 - 11.55,1,764.2,804.7672,9.86,4.27E2,804.7674,11.06,4.78E2,804.7698,10.84,7.56E2,804.7655,10.63,9.42E2,804.7628,10.78,3.98E2,-,-,-,804.7644,10.70,9.8E2,804.7607,10.33,1.35E3,804.7660,11.30,7.81E2,0.45:0.51:0.80:1.00:0.42:-:1.04:1.43:0.83,6E2,1.04E3,1.00:1.73,10.69,,
,0.32,4.09,651.8745,15.04 - 16.00,1,491.4,651.8719,15.16,4.29E2,651.8747,15.76,3.28E2,651.8729,15.14,7.02E2,651.8755,15.38,4.21E2,651.8766,15.46,2.28E2,-,-,-,651.8738,15.44,7.2E2,651.8757,15.89,8.19E2,651.8746,15.68,2.84E2,1.02:0.78:1.67:1.00:0.54:-:1.71:1.95:0.67,4.22E2,6.08E2,1.00:1.44,15.49,,
,0.32,3.59,386.8213,8.54 - 9.60,3,286.1,386.8212,8.96,1.08E2,386.8214,9.10,3.49E2,386.8214,9.37,3.37E2,386.8213,8.62,1.74E2,386.8212,9.54,5.71E2,-,-,-,386.8213,8.57,2.4E2,386.8213,8.75,1.74E2,386.8213,9.10,3.38E2,0.62:2.01:1.94:1.00:3.29:-:1.38:1.00:1.95,3.08E2,2.5E2,1.00:0.81,9.00,,
,0.32,5.76,323.1865,0.13 - 0.57,1,5.4E4,323.1863,0.16,2.26E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,323.1864,0.17,9.94E4,323.1866,0.16,1.58E5,1.00:0:0:0:0:0:0:0.44:0.70,3.77E4,8.57E4,1.00:2.28,0.16,,
,0.32,3.89,554.7950,5.96 - 8.27,1,964.9,554.7950,7.60,6.95E2,554.7936,8.21,4.96E2,554.7946,6.84,9.04E2,554.7944,6.91,1.52E3,554.7957,7.60,6.38E2,-,-,-,554.7968,5.99,1.45E3,554.7952,6.96,8.91E2,554.7951,6.15,1.12E3,0.46:0.33:0.59:1.00:0.42:-:0.95:0.59:0.74,8.51E2,1.16E3,1.00:1.36,7.03,,
,0.32,10.60,664.8292,9.41 - 15.09,1,9.1E3,664.8278,9.56,5.8E2,664.8293,10.92,1.89E3,664.8311,10.57,4.7E3,664.8279,10.05,1.51E3,664.8289,10.10,2.34E3,664.8278,10.13,9.75E3,664.8319,10.88,3.09E3,664.8289,9.44,5E3,664.8290,10.09,5.31E4,0.38:1.25:3.12:1.00:1.55:6.46:2.05:3.31:35.20,3.46E3,2.04E4,1.00:5.89,10.20,,
,0.32,3.54,648.7900,11.84 - 12.75,1,426,648.7897,12.40,5.59E2,648.7908,11.93,4.83E2,648.7896,12.75,2.65E2,648.7876,12.48,3.63E2,648.7926,12.59,6.07E2,-,-,-,648.7876,12.39,2.64E2,648.7916,11.86,3.72E2,648.7910,12.49,4.95E2,1.54:1.33:0.73:1.00:1.67:-:0.73:1.02:1.36,4.55E2,3.77E2,1.00:0.83,12.36,,
,0.32,6.19,302.8999,3.48 - 4.94,1,1E3,302.9000,3.64,1.24E3,302.9000,4.67,1.76E2,302.9001,3.84,1E3,302.8994,4.07,4.13E2,302.8998,3.71,4.47E2,-,-,-,302.9002,3.91,1.06E3,302.8995,4.06,3.01E3,302.9000,3.92,8.95E2,3.00:0.43:2.43:1.00:1.08:-:2.58:7.30:2.17,6.55E2,1.66E3,1.00:2.53,3.98,,
,0.32,3.16,486.8055,12.25 - 13.90,1,318.5,486.8061,12.87,2.03E2,486.8043,13.81,5.73E2,486.8043,13.87,1.5E2,486.8055,12.53,3.51E2,486.8060,13.18,2.8E2,-,-,-,486.8062,12.70,3.27E2,486.8056,12.41,2.19E2,486.8055,12.32,4.45E2,0.58:1.64:0.43:1.00:0.80:-:0.93:0.62:1.27,3.11E2,3.3E2,1.00:1.06,12.96,,
,0.32,5.24,600.8018,7.70 - 10.10,1,1.5E3,600.8011,8.60,1.87E3,600.8021,9.40,5.58E2,600.8024,8.62,9.46E2,600.8024,8.93,9.19E2,600.8011,8.93,1.15E3,-,-,-,600.8013,8.30,4.32E3,600.8005,9.08,5.91E2,600.8031,7.80,1.63E3,2.04:0.61:1.03:1.00:1.25:-:4.70:0.64:1.78,1.09E3,2.18E3,1.00:2.00,8.71,,
,0.32,3.88,636.2412,7.98 - 8.83,1,9.9E3,636.2407,8.11,1.18E4,-,-,0,636.2411,8.56,1.45E4,636.2415,8.60,1.47E4,636.2408,8.30,1.28E4,636.2419,8.28,1.16E4,-,-,0,636.2413,8.34,1.32E4,636.2412,8.20,1.08E4,0.80:0:0.99:1.00:0.87:0.79:0:0.89:0.73,1.09E4,8E3,1.00:0.73,8.34,,
,0.32,5.18,634.7523,14.52 - 15.32,1,798.3,634.7539,15.18,5.62E2,634.7532,14.80,7.89E2,634.7465,15.12,1.25E3,634.7549,14.81,1.4E3,634.7538,14.61,9.06E2,-,-,-,634.7540,14.75,6.73E2,634.7532,15.06,4.78E2,634.7490,15.26,3.27E2,0.40:0.56:0.89:1.00:0.65:-:0.48:0.34:0.23,9.82E2,4.93E2,1.00:0.50,14.95,,
,0.32,4.07,848.7404,15.31 - 18.31,1,5.1E3,848.7408,16.52,5.2E3,848.7434,16.70,1.06E4,848.7429,15.36,7.61E2,848.7402,16.43,3.82E3,848.7393,16.68,4.05E3,848.7339,17.07,8.83E3,-,-,-,848.7421,16.39,3.43E3,848.7408,16.61,4.23E3,1.36:2.78:0.20:1.00:1.06:2.31:-:0.90:1.11,5.54E3,3.83E3,1.00:0.69,16.47,,
,0.32,5.55,553.1354,2.13 - 3.07,1,7.1E3,553.1355,2.94,2.81E4,-,-,0,-,-,0,553.1354,2.96,2.49E3,-,-,0,-,-,0,553.1353,2.96,4.75E3,553.1354,2.97,2.61E3,553.1357,2.97,2.62E4,11.33:0:0:1.00:0:0:1.91:1.05:10.55,5.11E3,1.12E4,1.00:2.19,2.96,,
,0.32,3.93,312.8662,12.55 - 14.53,3,357.5,312.8660,14.10,4.31E2,312.8653,12.63,5.47E2,312.8660,14.34,5.59E2,312.8674,14.48,1.94E2,312.8660,14.40,2.65E2,-,-,-,312.8660,14.09,3.87E2,312.8663,13.54,2.76E2,312.8663,13.78,2.01E2,2.22:2.82:2.88:1.00:1.37:-:2.00:1.42:1.04,3.99E2,2.88E2,1.00:0.72,13.92,,
,0.32,3.57,668.7901,8.17 - 10.07,1,608.4,668.7883,8.41,6.55E2,668.7897,8.80,5.35E2,668.7916,9.98,5.02E2,668.7915,8.23,4.83E2,668.7894,8.75,6.24E2,-,-,-,668.7874,9.33,7.39E2,668.7915,8.71,8.11E2,668.7914,9.19,5.15E2,1.36:1.11:1.04:1.00:1.29:-:1.53:1.68:1.07,5.6E2,6.89E2,1.00:1.23,8.93,,
,0.32,5.09,571.8428,16.40 - 19.94,1,5.5E3,571.8433,17.08,5.04E3,571.8434,16.84,9.29E2,571.8444,17.13,9.17E2,571.8433,17.42,7.24E3,571.8423,17.58,6.45E3,-,-,-,571.8409,17.07,3.56E3,571.8418,17.25,2.27E3,571.8434,16.68,1.78E4,0.70:0.13:0.13:1.00:0.89:-:0.49:0.31:2.46,4.11E3,7.89E3,1.00:1.92,17.13,,
,0.32,5.59,348.9099,12.86 - 14.17,1,401.9,348.9097,13.45,4E2,348.9105,13.32,1.84E2,348.9090,13.11,1.75E2,348.9105,12.96,2.2E2,348.9096,14.05,4.21E2,-,-,-,348.9098,13.87,9.23E2,348.9105,13.42,6.56E2,348.9097,13.15,2.37E2,1.81:0.83:0.79:1.00:1.91:-:4.19:2.98:1.07,2.8E2,6.05E2,1.00:2.16,13.42,,
,0.32,3.48,775.8065,16.40 - 17.22,1,718.5,775.8058,16.68,5.42E2,775.8093,16.68,9.07E2,775.8020,16.45,8.67E2,775.8086,17.18,4E2,775.8062,17.09,1.1E3,-,-,-,775.8047,16.75,6.24E2,775.8070,17.06,7.75E2,775.8080,16.71,5.3E2,1.36:2.27:2.17:1.00:2.76:-:1.56:1.94:1.33,7.64E2,6.43E2,1.00:0.84,16.83,,
,0.32,4.20,589.9769,2.11 - 2.83,1,3.8E3,589.9774,2.50,7.77E3,-,-,0,589.9769,2.59,2.27E3,-,-,0,-,-,0,589.9774,2.50,9.48E3,589.9767,2.52,7.51E3,589.9764,2.52,4.59E3,589.9764,2.60,2.54E3,1.00:0:0.29:0:0:1.22:0.97:0.59:0.33,3.25E3,4.88E3,1.00:1.50,2.54,,
,0.32,3.08,312.8658,8.36 - 9.85,3,385.7,312.8660,8.68,2.17E2,312.8654,8.98,3.14E2,312.8659,8.57,5.96E2,312.8667,8.64,5.47E2,312.8661,9.77,2.76E2,-,-,-,312.8660,9.26,4.32E2,312.8654,8.64,5.02E2,312.8653,8.41,2.02E2,0.40:0.57:1.09:1.00:0.50:-:0.79:0.92:0.37,3.9E2,3.79E2,1.00:0.97,8.87,,
,0.32,5.33,361.2344,0.10 - 0.29,1,2E4,361.2340,0.18,8.93E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,361.2343,0.20,8.75E3,-,-,0,361.2347,0.16,8.43E4,1.00:0:0:0:0:0:0.10:0:0.94,1.49E4,3.1E4,1.00:2.08,0.18,,
,0.32,5.26,714.7789,5.55 - 7.85,1,854.6,714.7825,7.59,8.21E2,714.7757,7.77,8.73E2,714.7762,5.91,1.34E3,714.7791,6.01,1.66E3,714.7779,6.57,5.86E2,-,-,-,714.7781,6.68,6.09E2,714.7781,6.55,5.71E2,714.7837,6.85,3.72E2,0.49:0.52:0.80:1.00:0.35:-:0.37:0.34:0.22,1.06E3,5.17E2,1.00:0.49,6.74,,
,0.32,5.16,501.2863,2.97 - 3.51,1,7.1E3,-,-,0,-,-,0,501.2861,3.39,3.83E4,501.2863,3.40,3.72E3,501.2863,3.40,3.11E3,501.2861,3.40,5.97E3,501.2861,3.40,8.99E3,501.2871,3.40,3.82E3,-,-,0,0:0:10.29:1.00:0.84:1.60:2.42:1.03:0,8.52E3,4.27E3,1.00:0.50,3.40,,
,0.32,3.36,710.8324,16.72 - 17.32,1,921,710.8357,17.02,1.31E3,710.8318,17.20,7.08E2,710.8338,17.25,6.41E2,710.8317,17.19,9.47E2,710.8341,17.09,7.73E2,-,-,-,710.8298,16.88,5.38E2,710.8333,16.84,1.66E3,710.8292,16.87,7.96E2,1.38:0.75:0.68:1.00:0.82:-:0.57:1.75:0.84,8.75E2,9.98E2,1.00:1.14,17.04,,
,0.32,4.16,1072.8037,20.14 - 20.22,2,1.4E3,1072.8025,20.17,1.42E3,1072.8032,20.15,2.17E3,-,-,0,1072.8049,20.19,1.63E3,1072.8042,20.19,2.51E3,1072.8038,20.19,1.73E3,1072.8055,20.18,1.29E3,1072.8018,20.19,1.87E3,-,-,0,0.87:1.33:0:1.00:1.54:1.06:0.79:1.15:0,1.58E3,1.06E3,1.00:0.67,20.18,,
,0.32,5.54,824.7758,16.42 - 16.66,1,1.7E3,824.7760,16.50,1.8E3,-,-,0,824.7742,16.52,9.58E2,-,-,0,824.7743,16.50,7.61E3,824.7759,16.51,2.09E3,-,-,0,824.7763,16.52,1.42E3,824.7779,16.52,1.4E3,1.00:0:0.53:0:4.22:1.16:0:0.79:0.77,2.08E3,9.39E2,1.00:0.45,16.51,,
,0.32,3.47,411.8819,6.39 - 8.75,1,513.9,411.8814,7.14,1.22E2,411.8829,8.72,6.04E2,411.8815,7.26,6.59E2,411.8815,7.21,9.5E2,411.8814,8.00,3.95E2,-,-,-,411.8824,6.47,5.28E2,411.8825,8.04,5.41E2,411.8814,7.73,3.12E2,0.13:0.64:0.69:1.00:0.42:-:0.56:0.57:0.33,5.46E2,4.6E2,1.00:0.84,7.57,,
,0.32,3.40,377.0856,0.10 - 0.26,1,5.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,377.0852,0.16,3.01E5,-,-,0,377.0859,0.17,9.67E4,377.0858,0.16,7.69E4,0:0:0:0:0:1.00:0:0.32:0.26,5.01E4,5.79E4,1.00:1.16,0.16,,
,0.32,5.42,775.8063,19.12 - 20.15,1,2.6E3,775.8082,19.97,1.83E3,775.8044,19.21,9.77E2,775.8062,20.01,2.34E3,775.8055,19.85,1.92E3,775.8052,19.93,3.29E3,775.8064,19.95,1.63E3,775.8049,19.88,4.02E3,775.8094,20.10,4.4E3,-,-,-,0.96:0.51:1.22:1.00:1.72:0.85:2.10:2.30:-,2E3,4.21E3,1.00:2.11,19.86,,
,0.32,6.11,798.8178,18.36 - 20.30,1,4.9E4,-,-,0,798.8182,20.22,8.89E4,798.8165,20.22,9.3E4,798.8177,20.23,1.62E4,798.8185,20.22,8.59E4,798.8182,20.23,8.59E4,-,-,0,-,-,0,798.8179,20.23,7.41E4,0:5.49:5.74:1.00:5.30:5.30:0:0:4.57,6.17E4,2.47E4,1.00:0.40,20.23,,
,0.32,5.76,590.2069,5.30 - 6.35,1,3.8E3,590.2074,5.43,2.84E3,590.2066,5.98,1.56E4,-,-,0,590.2075,5.55,2.67E3,590.2063,5.60,3.15E3,590.2073,5.99,4.07E3,-,-,0,590.2059,5.69,3.26E3,590.2072,5.49,2.95E3,1.06:5.83:0:1.00:1.18:1.52:0:1.22:1.11,4.72E3,2.07E3,1.00:0.44,5.67,,
,0.32,4.71,451.2951,2.08 - 3.08,1,2.2E4,451.2951,2.94,8.4E4,-,-,0,-,-,0,451.2951,2.81,8.94E3,451.2950,2.76,8.05E3,451.2948,2.77,3.7E3,-,-,0,-,-,0,451.2954,2.78,9.05E4,9.40:0:0:1.00:0.90:0.41:0:0:10.12,1.75E4,3.02E4,1.00:1.73,2.81,,
,0.32,3.92,947.7863,20.09 - 20.24,2,3.8E3,947.7806,20.15,4.93E3,947.7888,20.14,6.8E3,947.7870,20.15,4.48E3,947.7848,20.16,4.11E3,-,-,0,947.7894,20.14,4.52E3,-,-,0,947.7863,20.15,6.32E3,947.7874,20.13,2.76E3,1.20:1.65:1.09:1.00:0:1.10:0:1.54:0.67,4.14E3,3.02E3,1.00:0.73,20.14,,
,0.32,4.70,255.1237,0.10 - 0.40,1,4.3E4,255.1238,0.14,1E5,-,-,0,-,-,0,255.1239,0.16,1.08E5,-,-,0,-,-,0,255.1229,0.18,3.27E4,255.1239,0.17,7.41E4,255.1242,0.14,7.31E4,0.93:0:0:1.00:0:0:0.30:0.68:0.67,3.48E4,6E4,1.00:1.72,0.16,,
,0.32,3.19,386.8212,6.48 - 8.16,3,213.2,386.8213,8.10,3.12E2,386.8205,7.93,1.53E2,386.8204,7.79,2.04E2,386.8213,7.02,1.9E2,386.8221,7.69,2.34E2,-,-,-,386.8213,7.85,1.72E2,386.8213,7.34,3.16E2,386.8213,6.51,1.23E2,1.64:0.81:1.08:1.00:1.23:-:0.91:1.67:0.65,2.19E2,2.04E2,1.00:0.93,7.53,,
,0.32,3.08,700.7435,15.88 - 16.86,1,832.6,700.7423,16.33,1.88E3,700.7458,16.75,5.79E2,700.7433,16.21,5.04E2,700.7457,16.53,4.56E2,700.7445,16.53,7.92E2,-,-,-,700.7394,16.40,1.29E3,700.7405,16.19,7.29E2,700.7462,15.94,4.32E2,4.12:1.27:1.11:1.00:1.74:-:2.84:1.60:0.95,8.41E2,8.18E2,1.00:0.97,16.36,,
,0.32,3.56,610.8253,18.20 - 20.34,1,3.2E3,610.8241,19.12,2.26E3,-,-,-,610.8270,18.39,1.06E3,610.8249,19.50,4.45E3,610.8259,18.49,3.89E3,610.8258,19.77,3.3E3,610.8241,19.82,3.77E3,610.8242,19.97,2.24E3,610.8260,19.41,4.89E3,0.51:-:0.24:1.00:0.87:0.74:0.85:0.50:1.10,2.99E3,3.63E3,1.00:1.21,19.31,,
,0.32,3.60,447.9105,8.28 - 9.73,1,316.3,447.9115,9.06,2.29E2,447.9099,9.63,2.88E2,447.9105,9.65,3.69E2,447.9104,8.54,5.8E2,447.9103,8.36,2.35E2,-,-,-,447.9104,9.31,3.09E2,447.9110,9.29,2.55E2,447.9098,8.75,2.65E2,0.40:0.50:0.64:1.00:0.41:-:0.53:0.44:0.46,3.4E2,2.76E2,1.00:0.81,9.07,,
,0.32,5.11,848.7379,14.83 - 18.83,1,1.1E4,848.7363,17.98,5.34E3,848.7352,18.03,7.33E3,848.7413,18.39,8.64E2,848.7356,17.77,1.33E4,848.7393,17.71,1.27E4,-,-,-,848.7401,17.70,2.92E4,848.7381,18.05,1.16E4,848.7374,17.53,4.67E3,0.40:0.55:0.07:1.00:0.96:-:2.20:0.87:0.35,7.91E3,1.52E4,1.00:1.92,17.89,,
,0.32,4.61,577.8000,8.10 - 9.33,1,664.1,577.8000,9.05,4.74E2,577.8001,8.60,9.58E2,577.7986,8.49,4.61E2,577.8009,9.28,3.72E2,577.7992,8.41,3.84E2,-,-,-,577.8001,8.42,1.14E3,577.8009,8.30,5.45E2,577.8000,8.19,9.8E2,1.27:2.58:1.24:1.00:1.03:-:3.07:1.47:2.64,5.3E2,8.88E2,1.00:1.68,8.59,,
,0.32,3.58,508.8080,6.89 - 9.74,1,1.9E3,508.8083,8.52,1.35E3,508.8085,9.23,2.38E3,508.8071,8.44,1.68E3,508.8084,8.00,1.41E3,508.8076,7.13,2.6E3,508.8082,9.44,2.53E3,508.8076,8.37,1.3E3,-,-,-,508.8083,8.12,1.95E3,0.96:1.68:1.19:1.00:1.84:1.79:0.92:-:1.38,1.99E3,1.63E3,1.00:0.82,8.41,,
,0.32,5.94,302.9002,6.75 - 10.66,1,1.8E3,302.9001,6.88,8.21E2,302.9008,8.36,7.17E2,302.9000,8.54,2.68E3,302.9002,7.00,1.49E3,302.9001,6.85,3.03E2,-,-,-,302.9002,7.35,3.07E3,302.9001,7.99,3.18E3,302.9001,8.12,2.25E3,0.55:0.48:1.80:1.00:0.20:-:2.07:2.14:1.51,1.2E3,2.83E3,1.00:2.36,7.64,,
,0.32,4.42,926.7585,15.60 - 16.48,1,981.8,926.7589,15.96,7.61E2,926.7620,16.34,1.55E3,926.7546,16.19,5.77E2,926.7617,15.98,4.77E2,926.7570,15.78,6.59E2,-,-,-,926.7571,15.83,8.65E2,926.7560,15.65,1.96E3,926.7611,15.88,1.01E3,1.60:3.24:1.21:1.00:1.38:-:1.81:4.11:2.12,8.04E2,1.28E3,1.00:1.59,15.95,,
,0.32,3.05,521.0841,3.05 - 3.45,1,1.5E3,-,-,0,-,-,0,521.0842,3.16,2.09E3,521.0846,3.15,2.54E3,521.0842,3.35,2.08E3,521.0840,3.16,2.18E3,521.0837,3.15,2.54E3,521.0839,3.35,1.98E3,-,-,0,0:0:0.82:1.00:0.82:0.86:1.00:0.78:0,1.48E3,1.51E3,1.00:1.02,3.22,,
,0.32,4.47,392.8963,0.97 - 3.40,1,1.7E3,392.8956,1.54,3.28E2,392.8966,3.34,6.08E2,392.8957,2.90,2.21E3,-,-,-,392.8964,2.05,2.56E3,392.8964,2.05,1.36E3,392.8965,2.02,1.27E3,392.8967,1.22,3.03E3,392.8966,1.64,2.54E3,1.00:1.85:6.72:-:7.81:4.15:3.88:9.25:7.74,1.41E3,2.28E3,1.00:1.61,2.09,,
,0.32,3.09,497.3359,18.94 - 19.78,2,692.8,497.3364,19.49,4.57E2,497.3351,19.22,6.07E2,497.3358,19.11,7.33E2,497.3364,19.35,1.1E3,497.3356,19.19,5.23E2,-,-,-,497.3357,19.26,3.76E2,497.3371,19.02,1.12E3,497.3355,19.56,6.19E2,0.41:0.55:0.66:1.00:0.47:-:0.34:1.02:0.56,6.85E2,7.06E2,1.00:1.03,19.28,,
,0.32,3.75,614.8357,8.97 - 10.99,1,755.1,614.8370,9.01,1.7E2,614.8328,10.75,1.92E3,614.8329,10.19,8.51E2,614.8366,10.06,8.6E2,614.8362,10.01,3.17E2,-,-,-,614.8383,10.01,4.95E2,614.8356,9.81,7.8E2,614.8363,10.84,6.46E2,0.20:2.23:0.99:1.00:0.37:-:0.58:0.91:0.75,8.24E2,6.4E2,1.00:0.78,10.08,,
,0.32,4.63,814.7889,17.24 - 18.05,1,2.1E3,814.7867,17.46,1.91E3,814.7870,17.55,1.53E3,814.7931,17.48,2.09E3,814.7899,17.84,1.43E3,814.7915,17.93,1.53E3,-,-,-,814.7882,17.30,3.37E3,814.7850,17.75,2.18E3,814.7898,17.44,2.94E3,1.33:1.07:1.46:1.00:1.07:-:2.36:1.53:2.05,1.7E3,2.83E3,1.00:1.67,17.59,,
,0.32,6.75,658.8131,3.33 - 10.15,1,4E3,658.8124,8.09,8.62E2,658.8126,8.38,8.94E3,658.8125,7.61,2.1E3,658.8138,5.80,1.26E4,658.8114,7.34,1.5E3,-,-,-,658.8135,7.32,2.68E3,658.8138,7.24,1.31E3,658.8146,5.91,1.75E3,0.07:0.71:0.17:1.00:0.12:-:0.21:0.10:0.14,5.21E3,1.91E3,1.00:0.37,7.21,,
,0.32,4.02,608.8497,19.73 - 20.19,1,993.1,608.8513,20.09,1E3,608.8484,20.09,1.87E3,-,-,0,608.8497,20.12,1.37E3,608.8479,20.13,1.03E3,-,-,0,608.8502,20.12,2.09E3,608.8514,19.79,7.16E2,608.8492,20.11,8.62E2,0.73:1.37:0:1.00:0.75:0:1.53:0.52:0.63,8.79E2,1.22E3,1.00:1.39,20.06,,
,0.32,3.19,1060.7311,19.74 - 20.26,1,1.2E3,1060.7319,20.09,1.65E3,1060.7335,19.78,7.39E2,1060.7295,20.10,8.65E2,1060.7341,19.88,9.87E2,1060.7300,19.98,1.41E3,-,-,-,1060.7285,19.85,1.58E3,1060.7302,19.86,8.66E2,1060.7308,19.90,1.18E3,1.67:0.75:0.88:1.00:1.43:-:1.60:0.88:1.19,1.13E3,1.21E3,1.00:1.07,19.93,,
,0.32,4.04,354.8492,0.10 - 0.25,1,4E5,-,-,0,-,-,0,-,-,0,354.8488,0.18,1.02E6,354.8495,0.17,8.09E5,354.8491,0.18,8.19E5,-,-,0,-,-,0,354.8493,0.16,9.47E5,0:0:0:1.00:0.79:0.80:0:0:0.92,4.42E5,3.16E5,1.00:0.71,0.17,,
,0.32,4.73,658.8145,11.77 - 12.78,1,1.2E3,658.8145,12.51,1.2E3,658.8156,12.02,2.73E3,658.8146,12.58,7.28E2,658.8176,12.43,4.62E2,658.8132,12.09,1.89E3,-,-,-,658.8124,12.31,9.27E2,658.8146,12.28,4.76E2,658.8136,12.36,1.07E3,2.59:5.90:1.57:1.00:4.10:-:2.01:1.03:2.31,1.4E3,8.23E2,1.00:0.59,12.32,,
,0.32,3.53,876.8260,15.31 - 16.60,1,1.1E3,876.8246,15.81,9.61E2,876.8289,15.36,8.34E2,876.8280,16.40,1.24E3,876.8279,16.21,1.21E3,876.8257,16.25,9.1E2,-,-,-,876.8259,16.43,1.68E3,876.8253,16.14,8.6E2,876.8219,15.79,1.16E3,0.80:0.69:1.03:1.00:0.75:-:1.39:0.71:0.96,1.03E3,1.23E3,1.00:1.20,16.05,,
,0.32,3.85,914.7289,17.07 - 18.61,1,2.1E3,914.7267,17.81,2.68E3,914.7313,17.32,2.31E3,914.7290,18.06,2.36E3,914.7307,18.51,5.7E2,914.7286,18.02,1.43E3,-,-,-,914.7297,17.68,4.05E3,914.7271,18.19,9.06E2,914.7281,17.89,2.48E3,4.70:4.05:4.15:1.00:2.52:-:7.10:1.59:4.36,1.87E3,2.48E3,1.00:1.32,17.93,,
,0.32,4.21,554.7939,4.39 - 6.50,1,556,554.7942,4.68,4.54E2,554.7968,6.36,7.06E2,554.7920,4.69,2.48E2,554.7944,5.16,6.87E2,554.7933,4.46,2.65E2,-,-,-,554.7957,4.45,1.11E3,554.7933,4.60,5.74E2,554.7917,4.61,4.01E2,0.66:1.03:0.36:1.00:0.39:-:1.62:0.84:0.58,4.72E2,6.96E2,1.00:1.47,4.88,,
,0.32,4.96,642.8433,16.97 - 18.17,1,1.7E3,642.8420,18.08,2.98E2,642.8459,17.81,1.89E3,642.8441,17.64,1.87E3,642.8401,18.10,7.4E2,642.8429,17.85,1.69E3,-,-,-,642.8431,17.50,2.15E3,642.8431,17.82,2.65E3,642.8448,17.14,2.23E3,0.40:2.56:2.53:1.00:2.28:-:2.90:3.58:3.01,1.3E3,2.34E3,1.00:1.80,17.74,,
,0.32,4.49,768.7885,11.95 - 14.14,1,1.2E3,768.7856,13.65,8.23E2,768.7892,13.15,1.76E3,768.7885,13.42,1.47E3,768.7875,12.73,1.27E3,768.7911,13.54,1.79E3,-,-,-,768.7903,12.53,1.24E3,768.7869,12.01,9.6E2,768.7886,12.76,4.84E2,0.65:1.38:1.16:1.00:1.41:-:0.97:0.76:0.38,1.42E3,8.94E2,1.00:0.63,12.97,,
,0.32,6.13,718.3261,18.95 - 20.17,1,1.9E3,718.3267,19.46,1.45E3,718.3248,18.99,3.08E2,718.3264,19.37,8.42E2,718.3252,19.73,2.36E3,718.3265,19.96,3.45E3,718.3257,20.11,4.81E3,718.3275,19.15,6.1E2,-,-,-,718.3262,19.56,1.24E3,0.61:0.13:0.36:1.00:1.46:2.04:0.26:-:0.53,2.2E3,9.26E2,1.00:0.42,19.54,,
