Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD1_E00_neg m/z,STARD1_E00_neg RT mean,STARD1_E00_neg Normalized Area,STARD1_E04_neg m/z,STARD1_E04_neg RT mean,STARD1_E04_neg Normalized Area,STARD1_E05_neg m/z,STARD1_E05_neg RT mean,STARD1_E05_neg Normalized Area,STARD1_E08_neg m/z,STARD1_E08_neg RT mean,STARD1_E08_neg Normalized Area,STARD1_E09_neg m/z,STARD1_E09_neg RT mean,STARD1_E09_neg Normalized Area,STARD1_E10_neg m/z,STARD1_E10_neg RT mean,STARD1_E10_neg Normalized Area,STARD1_E11_neg m/z,STARD1_E11_neg RT mean,STARD1_E11_neg Normalized Area,STARD1_E12_neg m/z,STARD1_E12_neg RT mean,STARD1_E12_neg Normalized Area,STARD1_E06_neg m/z,STARD1_E06_neg RT mean,STARD1_E06_neg Normalized Area,STARD1_E07_neg m/z,STARD1_E07_neg RT mean,STARD1_E07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.14,739.7800,15.90 - 16.55,1,77.1,-,-,0,739.7811,16.50,3.4E2,-,-,0,739.7789,15.94,4.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.27:0:0:0:0:0:0,9.64E1,0,1.00:0,16.22,,
,0.01,8.14,625.8682,19.27 - 19.40,2,66.9,-,-,0,625.8682,19.30,6.69E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,8.36E1,0,1.00:0,19.30,,
,0.01,8.14,656.8222,8.72 - 9.54,1,571.5,656.8262,8.76,3.71E2,656.8174,9.22,4.07E3,-,-,0,-,-,0,-,-,0,656.8231,9.04,1.27E3,-,-,0,-,-,0,-,-,0,-,-,0,0.09:1.00:0:0:0:0.31:0:0:0:0,7.14E2,0,1.00:0,9.01,,
,0.01,8.14,1337.6931,20.12 - 20.22,1,247.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1337.6931,20.21,2.47E3,-,-,0,0:0:0:0:0:0:0:0:1.00:0,0,1.24E3,0:1.00,20.21,,
,0.01,8.14,816.7859,15.37 - 15.42,1,45.5,-,-,0,816.7859,15.38,4.55E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.69E1,0,1.00:0,15.38,,
,0.01,8.14,666.7742,13.45 - 13.58,1,43.7,-,-,0,666.7742,13.51,4.37E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.46E1,0,1.00:0,13.51,,
,0.01,8.14,350.1205,0.18 - 0.24,1,801.7,-,-,0,-,-,0,-,-,0,350.1205,0.18,8.02E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,1E3,0,1.00:0,0.18,,
,0.01,8.14,1093.7948,20.09 - 20.22,1,1.5E3,-,-,0,1093.7939,20.17,6.77E3,-,-,0,-,-,0,-,-,0,1093.7957,20.16,7.86E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.16:0:0:0:0,1.83E3,0,1.00:0,20.17,,
,0.01,8.14,454.8083,5.47 - 5.62,1,41.3,-,-,0,454.8083,5.50,4.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.17E1,0,1.00:0,5.50,,
,0.01,8.14,779.8315,7.47 - 7.56,1,49.4,-,-,0,779.8315,7.53,4.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.17E1,0,1.00:0,7.53,,
,0.01,8.14,852.7557,14.70 - 14.77,1,37.8,-,-,0,852.7557,14.75,3.78E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.73E1,0,1.00:0,14.75,,
,0.01,5.50,469.7820,0.00 - 0.12,1,730.6,-,-,0,-,-,0,-,-,0,469.7821,0.06,3.32E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,469.7819,0.06,3.98E3,0:0:0:1.00:0:0:0:0:0:1.20,4.15E2,1.99E3,1.00:4.79,0.06,,
,0.01,8.18,1485.3660,20.16 - 20.22,3,83,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1485.3660,20.20,8.3E2,-,-,0,0:0:0:0:0:0:0:0:1.00:0,0,4.15E2,0:1.00,20.20,,
,0.01,8.18,470.7831,4.48 - 4.93,2,371.9,-,-,0,-,-,0,470.7821,4.60,6.73E2,-,-,0,-,-,0,-,-,0,470.7841,4.60,3.05E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:4.52:0:0:0,4.65E2,0,1.00:0,4.60,,
,0.01,8.18,607.8519,15.47 - 15.64,1,56,-,-,0,607.8519,15.58,5.6E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7E1,0,1.00:0,15.58,,
,0.01,8.18,1468.2122,20.12 - 20.19,2,129.3,1468.2122,20.17,1.29E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0:0,1.62E2,0,1.00:0,20.17,,
,0.01,8.18,691.8174,19.03 - 19.08,1,26.7,-,-,0,691.8174,19.06,2.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.33E1,0,1.00:0,19.06,,
,0.01,8.18,1433.7004,20.17 - 20.23,1,197.3,-,-,0,1433.7004,20.17,1.97E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.47E2,0,1.00:0,20.17,,
,0.01,8.18,1446.6951,20.15 - 20.22,1,206.9,-,-,0,1446.6951,20.17,2.07E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.59E2,0,1.00:0,20.17,,
,0.01,8.18,455.3031,3.46 - 3.61,1,51.1,-,-,0,-,-,0,-,-,0,455.3031,3.54,5.11E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,6.38E1,0,1.00:0,3.54,,
,0.01,8.18,752.7468,2.79 - 2.89,1,48.4,-,-,0,752.7468,2.84,4.84E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.05E1,0,1.00:0,2.84,,
,0.01,8.18,338.8594,20.25 - 20.33,1,2.3E3,-,-,0,-,-,0,-,-,0,338.8597,20.28,6.06E3,-,-,0,338.8592,20.31,1.71E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:2.82:0:0:0:0,2.89E3,0,1.00:0,20.29,,
,0.01,8.18,614.8277,1.57 - 1.88,1,76.4,-,-,0,614.8277,1.72,7.64E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,9.55E1,0,1.00:0,1.72,,
,0.01,8.18,1477.6995,20.15 - 20.21,1,208.7,-,-,0,1477.6995,20.19,2.09E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.61E2,0,1.00:0,20.19,,
,0.01,8.18,263.1121,19.51 - 19.59,1,18.9,-,-,0,-,-,0,263.1121,19.53,1.89E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0:0,2.36E1,0,1.00:0,19.53,,
,0.01,8.18,826.7430,14.89 - 15.02,1,58.3,-,-,0,826.7430,14.90,5.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.28E1,0,1.00:0,14.90,,
,0.01,8.18,870.7708,20.01 - 20.12,1,183.4,-,-,0,870.7708,20.07,1.83E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.29E2,0,1.00:0,20.07,,
,0.01,5.47,900.7975,20.07 - 20.24,1,574.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,900.7977,20.21,2.65E3,-,-,0,-,-,0,900.7972,20.18,3.1E3,0:0:0:0:0:0:1.00:0:0:1.17,3.31E2,1.55E3,1.00:4.68,20.19,,
,0.01,8.18,1002.7772,16.04 - 17.77,1,1.9E3,-,-,0,1002.7767,16.85,8.99E3,1002.7777,16.45,9.52E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.06:0:0:0:0:0:0:0,2.31E3,0,1.00:0,16.65,,
,0.01,8.18,580.8046,13.10 - 13.26,1,51.8,-,-,0,580.8046,13.18,5.18E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.47E1,0,1.00:0,13.18,,
,0.01,5.22,445.2385,3.83 - 4.71,1,1.4E3,-,-,0,-,-,0,-,-,0,445.2386,4.54,6.79E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,445.2383,4.53,6.96E3,0:0:0:1.00:0:0:0:0:0:1.02,8.49E2,3.48E3,1.00:4.10,4.53,,
,0.01,8.18,730.8210,3.32 - 11.39,1,6.1E4,-,-,0,-,-,0,-,-,0,-,-,0,730.8192,6.34,-,-,-,0,730.8176,6.25,-,-,-,0,730.8262,6.39,4.88E5,-,-,0,0:0:0:0:-:0:-:0:1.00:0,0,2.44E5,0:1.00,6.33,,
,0.01,8.18,473.2838,17.76 - 19.00,1,909.9,-,-,0,-,-,0,473.2839,18.72,4.56E3,-,-,0,-,-,0,-,-,0,473.2837,18.51,4.54E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:1.00:0:0:0,1.14E3,0,1.00:0,18.61,,
,0.01,8.18,734.0211,4.15 - 4.21,1,39.3,-,-,0,-,-,0,-,-,0,-,-,0,734.0211,4.21,3.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,4.91E1,0,1.00:0,4.21,,
,0.01,8.18,879.8013,19.24 - 19.32,1,45.6,-,-,0,879.8013,19.27,4.56E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.7E1,0,1.00:0,19.27,,
,0.01,8.18,933.7443,19.96 - 20.03,1,58.4,-,-,0,933.7443,19.99,5.84E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.3E1,0,1.00:0,19.99,,
,0.01,8.18,768.7924,3.76 - 3.92,1,59,-,-,0,768.7924,3.83,5.9E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.37E1,0,1.00:0,3.83,,
,0.01,8.18,661.7717,8.09 - 8.20,1,53.5,-,-,0,661.7717,8.11,5.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.69E1,0,1.00:0,8.11,,
,0.01,8.18,515.8970,3.50 - 3.61,1,33.2,-,-,0,515.8970,3.55,3.32E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.15E1,0,1.00:0,3.55,,
,0.01,4.95,382.8606,3.12 - 10.51,1,3E4,-,-,0,-,-,0,-,-,0,-,-,0,382.8598,5.48,1.35E5,382.8609,6.76,2.41E4,-,-,0,-,-,0,382.8609,5.09,1.41E5,-,-,0,0:0:0:0:1.00:0.18:0:0:1.04:0,1.99E4,7.06E4,1.00:3.54,5.78,,
,0.01,8.18,1076.7284,20.19 - 20.26,1,239.9,-,-,0,1076.7284,20.23,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3E2,0,1.00:0,20.23,,
,0.01,8.18,450.8498,2.85 - 3.07,2,49.4,-,-,0,450.8498,2.99,4.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.18E1,0,1.00:0,2.99,,
,0.01,8.18,688.5844,15.32 - 15.44,1,37.9,-,-,0,688.5844,15.38,3.79E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.73E1,0,1.00:0,15.38,,
,0.01,8.18,815.8024,10.24 - 10.31,1,36.1,-,-,0,815.8024,10.27,3.61E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.51E1,0,1.00:0,10.27,,
,0.01,8.18,555.3028,11.83 - 11.85,2,11,-,-,0,555.3028,11.84,1.1E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.37E1,0,1.00:0,11.84,,
,0.01,8.18,808.7735,4.75 - 5.19,1,128.2,-,-,0,808.7735,5.16,1.28E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.6E2,0,1.00:0,5.16,,
,0.01,8.18,732.8131,3.36 - 3.45,1,35.1,-,-,0,732.8131,3.40,3.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.38E1,0,1.00:0,3.40,,
,0.01,8.18,546.8417,3.14 - 3.21,1,36.9,-,-,0,546.8417,3.17,3.69E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.61E1,0,1.00:0,3.17,,
,0.01,8.18,654.8427,17.97 - 18.05,1,40.1,-,-,0,654.8427,18.01,4.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.02E1,0,1.00:0,18.01,,
,0.01,8.18,1439.6720,20.17 - 20.24,1,617.5,-,-,0,1439.6720,20.19,6.18E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.72E2,0,1.00:0,20.19,,
,0.01,8.18,686.8369,6.35 - 6.46,1,55.3,-,-,0,686.8369,6.41,5.53E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.91E1,0,1.00:0,6.41,,
,0.01,8.18,1546.6594,20.14 - 20.21,1,242,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1546.6594,20.17,2.42E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0:0,3.02E2,0,1.00:0,20.17,,
,0.01,8.18,630.8145,2.14 - 10.52,1,2.8E4,630.8146,5.52,8.08E4,-,-,0,-,-,0,-,-,0,630.8156,5.39,9.27E4,630.8135,5.19,1.06E5,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.15:1.31:0:0:0:0,3.5E4,0,1.00:0,5.36,,
,0.01,8.18,805.7646,18.57 - 18.67,1,85.9,-,-,0,805.7646,18.62,8.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.07E2,0,1.00:0,18.62,,
,0.01,4.98,822.8411,20.11 - 20.21,1,542.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,822.8412,20.16,2.85E3,-,-,0,-,-,0,822.8409,20.15,2.57E3,0:0:0:0:0:0:1.00:0:0:0.90,3.57E2,1.29E3,1.00:3.60,20.16,,
,0.01,3.32,1077.4430,20.15 - 20.21,3,132.8,-,-,0,-,-,0,-,-,0,-,-,0,1077.4458,20.18,1.01E3,-,-,0,-,-,0,-,-,0,-,-,0,1077.4402,20.15,3.2E2,0:0:0:0:1.00:0:0:0:0:0.32,1.26E2,1.6E2,1.00:1.27,20.17,,
,0.01,3.80,295.1919,13.48 - 21.88,1,2.8E5,-,-,0,295.1920,19.11,1.1E6,295.1917,18.53,8.13E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,295.1920,18.48,8.43E5,0:1.00:0.74:0:0:0:0:0:0:0.77,2.39E5,4.22E5,1.00:1.76,18.71,,
,0.01,7.27,790.7799,14.84 - 20.18,1,9.2E3,-,-,0,-,-,0,790.7751,16.04,2.45E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,790.7804,15.39,4.82E3,790.7843,15.26,6.23E4,0:0:1.00:0:0:0:0:0:0.20:2.55,3.06E3,3.36E4,1.00:10.98,15.56,,
,0.01,5.02,858.8079,20.05 - 20.24,1,1.1E3,-,-,0,-,-,0,-,-,0,858.8088,20.16,5.85E3,-,-,0,-,-,0,-,-,0,-,-,0,858.8070,20.15,5.38E3,-,-,0,0:0:0:1.00:0:0:0:0:0.92:0,7.31E2,2.69E3,1.00:3.68,20.15,,
,0.01,5.68,621.8602,17.60 - 20.13,1,958.3,-,-,0,621.8563,19.23,7.42E3,-,-,0,621.8613,17.77,1.73E3,-,-,0,-,-,0,-,-,0,-,-,0,621.8629,18.27,4.38E2,-,-,0,0:1.00:0:0.23:0:0:0:0:0.06:0,1.14E3,2.19E2,1.00:0.19,18.42,,
,0.01,8.18,593.7861,10.10 - 10.18,1,30.5,-,-,0,593.7861,10.13,3.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.81E1,0,1.00:0,10.13,,
,0.01,8.18,302.8998,20.94 - 21.09,1,37.8,-,-,0,302.8998,21.03,3.78E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.72E1,0,1.00:0,21.03,,
,0.01,8.18,594.7832,5.36 - 5.44,1,28.3,-,-,0,594.7832,5.37,2.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.54E1,0,1.00:0,5.37,,
,0.01,8.18,759.7722,9.84 - 9.91,1,56.5,-,-,0,759.7722,9.85,5.65E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.06E1,0,1.00:0,9.85,,
,0.01,8.18,796.7273,18.62 - 18.67,1,44.3,-,-,0,796.7273,18.63,4.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.53E1,0,1.00:0,18.63,,
,0.01,8.18,824.8162,7.57 - 7.64,1,28.2,-,-,0,824.8162,7.61,2.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.53E1,0,1.00:0,7.61,,
,0.01,8.18,735.8464,14.37 - 14.45,1,29.1,-,-,0,735.8464,14.41,2.91E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.64E1,0,1.00:0,14.41,,
,0.01,8.18,759.7672,8.59 - 8.69,1,37.7,-,-,0,759.7672,8.62,3.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.71E1,0,1.00:0,8.62,,
,0.01,8.18,822.7362,7.19 - 7.32,1,45.1,-,-,0,822.7362,7.26,4.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.64E1,0,1.00:0,7.26,,
,0.01,8.18,654.8508,15.91 - 16.02,2,48.4,-,-,0,654.8508,15.94,4.84E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,6.05E1,0,1.00:0,15.94,,
,0.01,8.18,274.8687,11.63 - 12.11,7,95.3,-,-,0,274.8687,11.64,9.53E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.19E2,0,1.00:0,11.64,,
,0.01,8.18,664.7733,5.22 - 5.28,1,28.8,-,-,0,664.7733,5.22,2.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.6E1,0,1.00:0,5.22,,
,0.01,8.18,752.7520,4.29 - 4.46,1,60.7,-,-,0,752.7520,4.37,6.07E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.59E1,0,1.00:0,4.37,,
,0.01,8.18,1060.7267,17.93 - 18.20,1,194.3,-,-,0,1060.7267,18.10,1.94E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.43E2,0,1.00:0,18.10,,
,0.01,8.18,800.7505,12.90 - 13.05,1,58.5,-,-,0,800.7505,13.00,5.85E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,7.31E1,0,1.00:0,13.00,,
,0.01,8.18,546.8491,13.85 - 13.96,1,30.6,-,-,0,546.8491,13.85,3.06E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.83E1,0,1.00:0,13.85,,
,0.01,8.18,726.7518,4.96 - 5.04,1,37.9,-,-,0,726.7518,5.01,3.79E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.74E1,0,1.00:0,5.01,,
,0.01,8.18,864.7229,16.01 - 16.16,1,151.2,-,-,0,864.7155,16.14,2.51E2,-,-,0,864.7303,16.06,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:5.02:0:0:0:0:0:0,1.89E2,0,1.00:0,16.10,,
,0.01,8.18,785.7831,13.97 - 14.04,1,40.9,-,-,0,785.7831,13.99,4.09E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.12E1,0,1.00:0,13.99,,
,0.01,8.18,1182.7642,20.13 - 20.22,1,208.3,-,-,0,-,-,0,-,-,0,1182.7642,20.18,2.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,2.6E2,0,1.00:0,20.18,,
,0.01,8.18,522.7830,7.40 - 7.46,1,27.3,-,-,0,522.7830,7.43,2.73E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,3.41E1,0,1.00:0,7.43,,
,0.01,8.18,955.3048,20.15 - 20.21,1,45.4,-,-,0,-,-,0,-,-,0,-,-,0,955.3048,20.18,4.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0:0,5.67E1,0,1.00:0,20.18,,
,0.01,8.18,636.7622,1.31 - 1.52,1,78.2,-,-,0,636.7622,1.33,7.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,9.78E1,0,1.00:0,1.33,,
,0.01,5.12,724.8144,20.21 - 20.41,1,572.6,724.8146,20.27,2.9E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,724.8142,20.26,2.82E3,-,-,0,1.00:0:0:0:0:0:0:0:0.97:0,3.63E2,1.41E3,1.00:3.89,20.26,,
,0.01,8.18,460.0824,0.46 - 0.55,1,60.1,-,-,0,-,-,0,-,-,0,460.0824,0.55,6.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0:0,7.51E1,0,1.00:0,0.55,,
,0.01,8.18,348.9101,7.85 - 7.99,1,20,-,-,0,348.9101,7.96,2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,2.5E1,0,1.00:0,7.96,,
,0.01,8.18,463.8799,0.06 - 0.14,1,38.1,-,-,0,463.8799,0.11,3.81E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,4.76E1,0,1.00:0,0.11,,
,0.01,8.18,841.8008,10.69 - 10.80,1,155.7,-,-,0,841.8008,10.74,1.56E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.95E2,0,1.00:0,10.74,,
,0.01,8.18,1088.7759,20.09 - 20.24,1,1.6E3,-,-,0,1088.7766,20.17,7.82E3,-,-,0,-,-,0,1088.7753,20.17,7.89E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.01:0:0:0:0:0,1.96E3,0,1.00:0,20.17,,
,0.01,8.18,842.7252,9.21 - 9.28,1,42.2,-,-,0,842.7252,9.24,4.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,5.28E1,0,1.00:0,9.24,,
,0.01,8.18,785.3383,20.16 - 20.24,1,46.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,785.3383,20.19,4.61E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0:0,5.76E1,0,1.00:0,20.19,,
,0.01,8.18,940.7333,18.75 - 18.89,1,116.9,-,-,0,940.7333,18.79,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0:0,1.46E2,0,1.00:0,18.79,,
